engine,rq0_id,language,length_sample_rank,condition,image_path,ocr_text,status,error,mean_confidence,runtime_sec,baseline_ocr,cer_vs_clean_ocr,token_f1_vs_clean_ocr
rapidocr,rq0_0142,java,5,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/rq0_0142.png,"public Stringget(object key)(
(key la nutt)
FacesContext
FacesContext.getCurrentInstance();
facescontext
Locale locale
facesContext.getViewRoot().getLocale();
(locale
(1inu
facesContext.getApplication().getDefaultLocale();
geUtil.get(locale,key.toString());
isDebugEnabled())
eturn
value;
public boolean
isEmpty()
UnsupportedOper
tionException():
nev
public Set-String
throw
tionException():",ok,,,0.7344779968261719,"public String get(Object key) {
String value = null;
if (key != null) 
FacesContext facesContext = FacesContext.getCurrentInstance();
Locale locale = facesContext.getViewRoot() .getLocale();
if (locale == null) 
locale = facesContext.getApplication().getDefaultLocale();
value = Languageutil.get(locale, key.tostring());
if （_log.isDebugEnabled()) {
_log.debug(
'{locaie="" + locale + "", key=""
"", value="" + value);
+ key + ""
return value;
public boolean isEmpty() {
throw new UnsupportedoperationException();
public Set<String> keySet() 
throw new UnsupportedoperationException();",0.4079861111111111,0.6060606060606061
rapidocr,rq0_0142,java,5,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/rq0_0142.png,,empty,,,0.18526983261108398,"public String get(Object key) {
String value = null;
if (key != null) 
FacesContext facesContext = FacesContext.getCurrentInstance();
Locale locale = facesContext.getViewRoot() .getLocale();
if (locale == null) 
locale = facesContext.getApplication().getDefaultLocale();
value = Languageutil.get(locale, key.tostring());
if （_log.isDebugEnabled()) {
_log.debug(
'{locaie="" + locale + "", key=""
"", value="" + value);
+ key + ""
return value;
public boolean isEmpty() {
throw new UnsupportedoperationException();
public Set<String> keySet() 
throw new UnsupportedoperationException();",1.0,0.0
rapidocr,rq0_0294,java,6,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/rq0_0294.png,"public void buildModel(){
(getTarget()！=nuli)
Object target = getTarget();
Object kind = Model.getFacade().getAggregation(target);
if(kind == null
kind.equals(
Model.getAggregationKind().getNone()))
setSelected(ActionSetAssociationEndAggregation.NoNE_cOMMAND);
else
(kind.equals(
Model.getAggregationKind().getAggregate()))
setSelected(ActionSetAssociationEndAggregation
.AGGREGATE_COMMAND);
else
if
(kind.equals(
Model.getAggregationKind()
getComposite()))
setSelected(ActionSetAssociationEndAggregation
COMPOSITE_COMMAND);
else
setSelected(ActionSetAssociationEndAggregation
.NONE_COMMAND);",ok,,,0.7750587463378906,"public void buildModel() {
if (getTarget() != null)
Object target = getTarget();
Object kind = Model.getFacade().getAggregation(target);
if' (kind == null
kind.equals(
Model.getAggregationKind().getNone())) 
setSelected(ActionSetAssociationEndAggregation.NONE_COMMAND);
 else {
if
(kind.equals(
Model.getAggregationKind().getAggregate())) +
setSelected(ActionSetAssociationEndAggregation
. AGGREGATE_COMMAND) ;
 else
if (kind.equals(
Model.getAggregationKind()
getComposite())
setSelected(ActionSetAssociationEndAggregation
COMPOSITE_COMMAND);
else 
setSelected(ActionSetAssociationEndAggregation
. NONE_COMMAND) ;",0.03934426229508197,0.95
rapidocr,rq0_0294,java,6,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/rq0_0294.png,"public
buildModel)
ect
getAggregation(target):
getNone()
egation.NONE_COMMAND);
getA
ggregate())
setSelected
onEndAggregation
NONE_COMMAND)：",ok,,,0.4496150016784668,"public void buildModel() {
if (getTarget() != null)
Object target = getTarget();
Object kind = Model.getFacade().getAggregation(target);
if' (kind == null
kind.equals(
Model.getAggregationKind().getNone())) 
setSelected(ActionSetAssociationEndAggregation.NONE_COMMAND);
 else {
if
(kind.equals(
Model.getAggregationKind().getAggregate())) +
setSelected(ActionSetAssociationEndAggregation
. AGGREGATE_COMMAND) ;
 else
if (kind.equals(
Model.getAggregationKind()
getComposite())
setSelected(ActionSetAssociationEndAggregation
COMPOSITE_COMMAND);
else 
setSelected(ActionSetAssociationEndAggregation
. NONE_COMMAND) ;",0.7737704918032787,0.2684563758389262
rapidocr,rq0_0294,java,6,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/rq0_0294.png,,empty,,,0.3228750228881836,"public void buildModel() {
if (getTarget() != null)
Object target = getTarget();
Object kind = Model.getFacade().getAggregation(target);
if' (kind == null
kind.equals(
Model.getAggregationKind().getNone())) 
setSelected(ActionSetAssociationEndAggregation.NONE_COMMAND);
 else {
if
(kind.equals(
Model.getAggregationKind().getAggregate())) +
setSelected(ActionSetAssociationEndAggregation
. AGGREGATE_COMMAND) ;
 else
if (kind.equals(
Model.getAggregationKind()
getComposite())
setSelected(ActionSetAssociationEndAggregation
COMPOSITE_COMMAND);
else 
setSelected(ActionSetAssociationEndAggregation
. NONE_COMMAND) ;",1.0,0.0
rapidocr,rq0_0309,java,7,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/rq0_0309.png,"privateAnnotationInstance overrideSchemaCatalogByDefault(AnnotationInstance ann
otationInstance,EntityMappingsMocker.Defaultdefaults)(
List<AnnotationValue>newAnnotationValueList= newArrayList<Annotationv
alue>();
newAnnotationValueList.addAii(annotationInstance.values());
boolean schemaDefined= false;
booleancatalogDefined=false;
if （ annotationInstance.value('""schema""）!= null ）{
schemaDefined = true;
9012345
（annotationInstance.value(""catalog""）!=null）(
catalogDefined = true;
（schemaDefined&&catalogDefined）（
return annotationInstance;
!catalogDefined &&StringHelper.isNotEmpty(defaults.getCatalog())
16
newAnnotationValueList.add(
AnnotationValue.createStringValue(
catalog"",defaults.getCatalog()
!schemaDefined &&StringHelper.isNotEmpty(defaults.getSchema()）)
newAnnotationValueList.add(
AnnotationValue.createStringValue(
'schema"",defaults.getSchema()
return MockHelper.create(
annotationInstance.name()
annotationInstance.target(）
MockHelper.toArray(newAnnotationValueList)",ok,,,1.1171772480010986,"private AnnotationInstance overrideSchemaCatalogByDefault(AnnotationInstance ann
otationInstance, EntityMappingsMocker.Default defaults) {
List<AnnotationValue> newAnnotationValueList = new ArrayList<Annotationv
alue>()
newAnnotationValueList.addAll( annotationInstance.values() );
boolean schemaDefined = false;
boolean catalogDefined = false;
if （ annotationInstance.value( ""schema"" ） != null ） {
schemaDefined = true;
( annotationInstance.value(""catalog"" ） != null ）{
catalogDefined = true;
1345
( schemaDefined && catalogDefined ) 
return annotationInstance;
!catalogDefined && StringHelper.isNotEmpty( defaults.getCatalog() )
16
newAnnotationValueList.add(
AnnotationValue.createStringValue(
'catalog"", defaults.getCatalog()
!schemaDefined && StringHelper.isNotEmpty( defaults.getSchema() ) )
34567823333
newAnnotationValueList.add(
AnnotationValue.createStringValue(
""schema"", defaults.getSchema()
return MockHelper.create(
annotationInstance.name()
annotationInstance.target()
MockHelper.toArray( newAnnotationValueList 
34",0.07198443579766536,0.9141274238227146
rapidocr,rq0_0309,java,7,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/rq0_0309.png,"AnnotationInstan
talogByDefault(Annotationlnstance
Entn
Defaultdefaults)
slueList m newArrayList Annotationy
AnnotationValueList.addAtl(
annotationInstance.values());
boolean schemaDefined
false
boolean catalogDefinedm
faise
lanutt)(
annotationInstance.valuel
annotationInstance.value(
""catalog')lanuti)(
catalogDefined
true
schemaDefined&s_catalogDefined)(
return annotationInstance;
catalogDefined&s StringHelper.isNotEmpty( defaults.getCatalog()
newAnnotationValueList.add(
AnnotationValue.createStringValue
defaults.getCatalog()
schemaDefined
&&StringHelper.isNotEmpty(defaults.getSchema())
newAnnotationValueList.add
AnnotationValue.createStringValue
scnena
getSchem
NockHelper
snnotationnstance
NockHelper.",ok,,,0.9756062030792236,"private AnnotationInstance overrideSchemaCatalogByDefault(AnnotationInstance ann
otationInstance, EntityMappingsMocker.Default defaults) {
List<AnnotationValue> newAnnotationValueList = new ArrayList<Annotationv
alue>()
newAnnotationValueList.addAll( annotationInstance.values() );
boolean schemaDefined = false;
boolean catalogDefined = false;
if （ annotationInstance.value( ""schema"" ） != null ） {
schemaDefined = true;
( annotationInstance.value(""catalog"" ） != null ）{
catalogDefined = true;
1345
( schemaDefined && catalogDefined ) 
return annotationInstance;
!catalogDefined && StringHelper.isNotEmpty( defaults.getCatalog() )
16
newAnnotationValueList.add(
AnnotationValue.createStringValue(
'catalog"", defaults.getCatalog()
!schemaDefined && StringHelper.isNotEmpty( defaults.getSchema() ) )
34567823333
newAnnotationValueList.add(
AnnotationValue.createStringValue(
""schema"", defaults.getSchema()
return MockHelper.create(
annotationInstance.name()
annotationInstance.target()
MockHelper.toArray( newAnnotationValueList 
34",0.3453307392996109,0.5664335664335663
rapidocr,rq0_0309,java,7,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/rq0_0309.png,,empty,,,0.142228364944458,"private AnnotationInstance overrideSchemaCatalogByDefault(AnnotationInstance ann
otationInstance, EntityMappingsMocker.Default defaults) {
List<AnnotationValue> newAnnotationValueList = new ArrayList<Annotationv
alue>()
newAnnotationValueList.addAll( annotationInstance.values() );
boolean schemaDefined = false;
boolean catalogDefined = false;
if （ annotationInstance.value( ""schema"" ） != null ） {
schemaDefined = true;
( annotationInstance.value(""catalog"" ） != null ）{
catalogDefined = true;
1345
( schemaDefined && catalogDefined ) 
return annotationInstance;
!catalogDefined && StringHelper.isNotEmpty( defaults.getCatalog() )
16
newAnnotationValueList.add(
AnnotationValue.createStringValue(
'catalog"", defaults.getCatalog()
!schemaDefined && StringHelper.isNotEmpty( defaults.getSchema() ) )
34567823333
newAnnotationValueList.add(
AnnotationValue.createStringValue(
""schema"", defaults.getSchema()
return MockHelper.create(
annotationInstance.name()
annotationInstance.target()
MockHelper.toArray( newAnnotationValueList 
34",1.0,0.0
rapidocr,rq0_0183,java,8,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/rq0_0183.png,"public class ComponentTag extendsBaseComponentTag(
2345678
protected void setAttributes(HttpServletRequest request)(
Map.String,.Object>options=getoptions();
HashMap<String, Object> optionsJsoN = newHashMap<String, Object>();
_proccessAttributes(options,optionsJsoN);
super.setAttributes(request);
1234567392223456282333343333341
setNamespacedAttribute(request,""options"",options);
setNamespacedAttribute(request,""optionsJSoN"", optionsJSON);
privateboolean_isEventAttribute(Stringkey)(
Matcher afterMatcher =
EVENT~AFTER_REGEX.matcher(key);
MatcheronMatcher=
_EVENT_ON_REGEX.matcher(key);
return (afterMatcher.find() II onMatcher.find());
private boolean_isValidAttribute(String,key) {
List<String> excludeAttributes =Coilections.EMPTY_LIsT;
(getExcludeAttributes()!=nuli){
excludeAttributes= Arrays.asList(
getExcludeAttributes().split(StringPool.COMMA));
return!(excludeAttributes.contains(key)
key.equals(_DYNAMIC_ATTRIBUTES));
privatevoid_proccessAttributes(Map String,Object>options,
Map<String,Object>newOptions){
MapString,String>afterEventOptionsMap
newHashMapString,String>();
Map<String,String>onEventoptionsMap =newHashMapString,String>();
42
for (String key.:.options.keySet()) (
43
if（!_isValidAttribute(key)){
44
continue;
45
46
47
Object value = options.get(key);
48
49
String originalKey:
50
ReservedAttributeUtil.getOriginalName(getName()，key);",ok,,,1.081404685974121,"public class ComponentTag extends BaseComponentTag 
2345678
protected void setAttributes(HttpServletRequest request) 
Map<String, Object> options = getoptions();
HashMap<String, Object> optionsJsoN = new'HashMap<String, Object>();
_proccessAttributes(options, optionsJsoN);
super.setAttributes(request);
1234562234562233343333
setNamespacedAttribute(request,""options"", options);
setNamespacedAttribute(request,""optionsJSON"", optionsJSON);
private boolean _isEventAttribute(String key) {
Matcher afterMatcher = 
EVENT_AFTER_REGEX.matcher(key) ;
return (afterMatcher.find() II onMatcher.find());
private boolean _isValidAttribute(String,key) {
List<String> excludeAttributes = Coilections.EMPTY_LIsT;
(getExcludeAttributes() != null) {
excludeAttributes = Arrays.asList(
getExcludeAttributes().split(StringPool.COMMA));
return !(excludeAttributes.contains(key)
key.equals(_DYNAMIC_ATTRIBUTES));
private void _proccessAttributes(Map<String, Object> options,
Map<String, Object> newOptions){
Map<String, String> afterEventOptionsMap
new HashMap<String, String>();
39
40
Map<String, String> onEventOptionsMap = new HashMap<String, String>();
42
for (String key : options.keySet()) {
43
if （!_isVaiidAttribute(key)）{
44
continue;
45
46
47
Object value = options.get(key);
48
49
String originalKey =
50
ReservedAttributeUtil.getOriginalName(getName(), key);",0.08760207869339272,0.8754325259515571
rapidocr,rq0_0183,java,8,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/rq0_0183.png,"public class ComponentTag
extends
BaseComponentTag（
protected void setAttributes(HttpServletRequest request)
Map String.ObjectoptionsgetOptions():
HashMap String,Object>optionsJSoN
HashMap String,Object-();
proccessAttributes(options,optionsJSoN);
uper.setAttributes(request);
setNamespacedAttribute(request,
options
setNamespacedAttribute(request,
optionsJSoN'，optionsJSoN);
privateboolean_isEventAttribute(String_key)
Matcher afterMatcher 
EVENTAFTERREGEX
matcher(key);
MatcheronMatcher_EVENT_ON_REGEX.matcher(key);
return (afterMatcher.find() ll onMatcher,find());
privateboolean_isValidAttribute(String.key)(
Cotiections.EMPTY_LIST;
ListStringexcludeAttributes
(getExcludeAttributes()I-null)(
excludeAttributesmArrays.asList
getExcludeAttributes().split(StringPool.COMMA));
return I(excludeAttributes.contains(key)
key.eqUaLs(_DYNAMIC_ATTRIBUTES));
_proccessAttributes(Map String,Object> options,
MapString,Object>newOptions)(
Map String.StringafterEventOptionsMap
new HashMap String,String-();
Map String,StringonEventOptionsMap m new
HashMap String,String();
for(Stringkey.:.options.keySet())(
(l_isValidAttribute(key))
continue;
Object value w options.get(key);
49
String originalKey
50
ReservedAttributeUtil.getOriginalName(getName(),key):",ok,,,1.271409273147583,"public class ComponentTag extends BaseComponentTag 
2345678
protected void setAttributes(HttpServletRequest request) 
Map<String, Object> options = getoptions();
HashMap<String, Object> optionsJsoN = new'HashMap<String, Object>();
_proccessAttributes(options, optionsJsoN);
super.setAttributes(request);
1234562234562233343333
setNamespacedAttribute(request,""options"", options);
setNamespacedAttribute(request,""optionsJSON"", optionsJSON);
private boolean _isEventAttribute(String key) {
Matcher afterMatcher = 
EVENT_AFTER_REGEX.matcher(key) ;
return (afterMatcher.find() II onMatcher.find());
private boolean _isValidAttribute(String,key) {
List<String> excludeAttributes = Coilections.EMPTY_LIsT;
(getExcludeAttributes() != null) {
excludeAttributes = Arrays.asList(
getExcludeAttributes().split(StringPool.COMMA));
return !(excludeAttributes.contains(key)
key.equals(_DYNAMIC_ATTRIBUTES));
private void _proccessAttributes(Map<String, Object> options,
Map<String, Object> newOptions){
Map<String, String> afterEventOptionsMap
new HashMap<String, String>();
39
40
Map<String, String> onEventOptionsMap = new HashMap<String, String>();
42
for (String key : options.keySet()) {
43
if （!_isVaiidAttribute(key)）{
44
continue;
45
46
47
Object value = options.get(key);
48
49
String originalKey =
50
ReservedAttributeUtil.getOriginalName(getName(), key);",0.2100965107646622,0.7334593572778827
rapidocr,rq0_0183,java,8,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/rq0_0183.png,,empty,,,0.16156721115112305,"public class ComponentTag extends BaseComponentTag 
2345678
protected void setAttributes(HttpServletRequest request) 
Map<String, Object> options = getoptions();
HashMap<String, Object> optionsJsoN = new'HashMap<String, Object>();
_proccessAttributes(options, optionsJsoN);
super.setAttributes(request);
1234562234562233343333
setNamespacedAttribute(request,""options"", options);
setNamespacedAttribute(request,""optionsJSON"", optionsJSON);
private boolean _isEventAttribute(String key) {
Matcher afterMatcher = 
EVENT_AFTER_REGEX.matcher(key) ;
return (afterMatcher.find() II onMatcher.find());
private boolean _isValidAttribute(String,key) {
List<String> excludeAttributes = Coilections.EMPTY_LIsT;
(getExcludeAttributes() != null) {
excludeAttributes = Arrays.asList(
getExcludeAttributes().split(StringPool.COMMA));
return !(excludeAttributes.contains(key)
key.equals(_DYNAMIC_ATTRIBUTES));
private void _proccessAttributes(Map<String, Object> options,
Map<String, Object> newOptions){
Map<String, String> afterEventOptionsMap
new HashMap<String, String>();
39
40
Map<String, String> onEventOptionsMap = new HashMap<String, String>();
42
for (String key : options.keySet()) {
43
if （!_isVaiidAttribute(key)）{
44
continue;
45
46
47
Object value = options.get(key);
48
49
String originalKey =
50
ReservedAttributeUtil.getOriginalName(getName(), key);",1.0,0.0
rapidocr,rq0_0135,java,9,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/rq0_0135.png,"throws com.liferay.portal.kernel.exception.PortalException,
23
com.liferay.portal.kernel.exception.SystemException;
public void deleteEntry(long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation=Propagation.SuPPoRTS,readOnly=true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
iong groupId,,long folderId, int start,int end)
10
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation,=Propagation.SuPPoRTS, readOnly = true)
public java.util.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries
long,groupId, long folderId,.int start, int end,
com.iiferay:portal.kernel.util.OrderByComparatororderByComparator)
throws com.iiferay.portal.kernel.exception.SystemException;
@Transactional(propagation=Propagation.suPPoRTs,readOnly=true)
public int getEntriesCount(long groupId,long folderId)
@Transactional(propagation =Propagation.SuPPoRTS,,readOnly =_true)
public com.liferay.portlet.bookmarks.model.BookmarksEntry getEntry(
longentryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation =Propagation.SuPPoRTS, readOnly = true)
public int getFoldersEntriesCount(longgroupId,
java.util.List<java.lang.Long> foiderIds)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation=Propagation.SuPPoRTs,readOnly=true)
public.java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
36
long groupId,int start,,int end)
3834
throws com.iiferay.portal.kernel.exception.SystemException;
@Transactional(propagation=Propagation.SuPPoRTS,readOnly=true)
public,java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
long groupId,,long userId,,int start, int end)
42
43
44
@Transactional(propagation=Propagation.SupPoRTS,readOnly=true)
public int getGroupEntriesCount(long groupId)
46
throws com.liferay.portal.kernel.exception.SystemException;
48
@Transactional(propagation_= Propagation.SupPoRTS, readOnly = true)
49
public int getGroupEntriesCount(iong groupId, long,userId)
50
throwscom.liferay.portal.kernel.exception.SystemException;",ok,,,1.3916871547698975,"throws com.liferay.portal.kernel.exception.PortalException,
123456789
com.liferay.portal.kernel.exception.SystemException;
public void deleteEntry(long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
iong groupId,,long folderId, int start, int end)
10
123
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
long groupId, long folderId, int start, int end,
com.liferay.portal.kernel.util.OrderByComparator orderByComparator)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public int getEntriesCount(long groupId, long folderId)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPoRTS, readOnly = true)
public com.liferay.portlet.bookmarks.model.BookmarksEntry getEntry(
long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
0233334
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public int getFoldersEntriesCount(long groupId,
java.util.List<java.lang.Long> foiderIds)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
35
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
36
long groupId, int start, int end)
37
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
long groupId, long userId, int start, int end)
42
throws com.liferay.portal.kernel.exception.SystemException;
43
44
@Transactional(propagation_= Propagation.SuPPORTS, readOnly = true)
45
public int getGroupEntriesCount(long groupId)
46
throws com.liferay.portal.kernel.exception.SystemException;
47
48
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
49
public int getGroupEntriesCount(iong groupId, long userId)
50
throws com.liferay.portal.kernel.exception.SystemException;",0.09120389136603162,0.9189189189189189
rapidocr,rq0_0135,java,9,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/rq0_0135.png,"throws con.iferay.
tion.PortalException
con.liferay.port
ystenException;
public void deleteEntrylong
entryid)
throws con.liferay.portal
kernel.exception.PortalException,
con.tiferay
SystenException
@Transactional(propagation_Propagation.SUPpoRTS,readOnly
publicJava.uti
tEntries
Long
groupld,Long
folderid, int start,int end)
throws
con.tiferay
kerne
on
@Transactional(propagationPropagation.SUPpoRTS,
readonty
Java.util.
tEntries
Long
groupld,
folderid,int start, int end,
Tong
com.liferay.portal
kernel.util.OrderBy
Conparator
orderByConparator)
tnrows
ystenException
@Transactional(propagation
Propagation.SUPPoRTS,readOnlymtrue)
public int
getEntrl
Tong
groupld,
Tong
folderld)
.SystenException;
trows
erne
1on.
@Transactional(propagation
Propagation.SUPPoRTS,readOnlytrue
public con.liferay
ksEntry
getEntry
Long
entryid)
throws
con.tiferay.
tion.PortalException
ystenException;
con.lifera)
eTransactional(propa
lation
Propagation.SUPPoRTS,readOnly true)
getFoldersEnt
scount
Long
java.utii.Listjava.
Longfolderids)
throws
exception.SystemException;
eTransactional(propagation
Propagation.SUPPoRTS,readOnlymtrue
public java.util
BookmarksEntry
tGroupEntries
groupId,int start,int end)
ong
throws
con.tiferay
ernel
exception
SystenException;
Transactional(propagationPropagation.SuPpoRTS,readonlymtrue
publicJjava.util.List-com
feroy
BookmarksEntry
tGroupEntries
LonggroupId,longuserId,intstart,intend)
exception.SystenException;
throws
con.lifera
Propagation.SUPPoRTS,readOnly true)
BTransactional(propagationm
public int
getGroupEntriesCountilong
throws
con.liferay
kerne
exception.SystenException;
eTransactional(propagation
Propagation.SUPPoRTS,readOnly
true
public int
getGroupEntriesCountilong
groupId,Long
userld)
throws
exception.SystenException;",ok,,,1.3614158630371094,"throws com.liferay.portal.kernel.exception.PortalException,
123456789
com.liferay.portal.kernel.exception.SystemException;
public void deleteEntry(long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
iong groupId,,long folderId, int start, int end)
10
123
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
long groupId, long folderId, int start, int end,
com.liferay.portal.kernel.util.OrderByComparator orderByComparator)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public int getEntriesCount(long groupId, long folderId)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPoRTS, readOnly = true)
public com.liferay.portlet.bookmarks.model.BookmarksEntry getEntry(
long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
0233334
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public int getFoldersEntriesCount(long groupId,
java.util.List<java.lang.Long> foiderIds)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
35
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
36
long groupId, int start, int end)
37
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
long groupId, long userId, int start, int end)
42
throws com.liferay.portal.kernel.exception.SystemException;
43
44
@Transactional(propagation_= Propagation.SuPPORTS, readOnly = true)
45
public int getGroupEntriesCount(long groupId)
46
throws com.liferay.portal.kernel.exception.SystemException;
47
48
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
49
public int getGroupEntriesCount(iong groupId, long userId)
50
throws com.liferay.portal.kernel.exception.SystemException;",0.37251722740170246,0.47172081829121537
rapidocr,rq0_0135,java,9,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/rq0_0135.png,,empty,,,0.17201614379882812,"throws com.liferay.portal.kernel.exception.PortalException,
123456789
com.liferay.portal.kernel.exception.SystemException;
public void deleteEntry(long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
iong groupId,,long folderId, int start, int end)
10
123
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tEntries(
long groupId, long folderId, int start, int end,
com.liferay.portal.kernel.util.OrderByComparator orderByComparator)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public int getEntriesCount(long groupId, long folderId)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPoRTS, readOnly = true)
public com.liferay.portlet.bookmarks.model.BookmarksEntry getEntry(
long entryId)
throws com.liferay.portal.kernel.exception.PortalException,
com.liferay.portal.kernel.exception.SystemException;
0233334
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public int getFoldersEntriesCount(long groupId,
java.util.List<java.lang.Long> foiderIds)
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
35
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
36
long groupId, int start, int end)
37
throws com.liferay.portal.kernel.exception.SystemException;
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
public java.utii.List<com.liferay.portlet.bookmarks.model.BookmarksEntry> ge
tGroupEntries(
long groupId, long userId, int start, int end)
42
throws com.liferay.portal.kernel.exception.SystemException;
43
44
@Transactional(propagation_= Propagation.SuPPORTS, readOnly = true)
45
public int getGroupEntriesCount(long groupId)
46
throws com.liferay.portal.kernel.exception.SystemException;
47
48
@Transactional(propagation = Propagation.SUPPORTS, readOnly = true)
49
public int getGroupEntriesCount(iong groupId, long userId)
50
throws com.liferay.portal.kernel.exception.SystemException;",1.0,0.0
