visual_image_width,visual_image_height,visual_aspect_ratio,visual_non_background_pixel_density,visual_code_bounding_box_width,visual_code_bounding_box_height,visual_code_bounding_box_area_ratio,visual_left_margin_mean,visual_left_margin_std,visual_left_margin_min,visual_left_margin_max,visual_indentation_depth_proxy,visual_horizontal_whitespace_ratio,visual_vertical_whitespace_ratio,visual_number_of_visual_text_lines,visual_estimated_line_height,visual_line_spacing_mean,visual_line_length_mean,visual_line_length_max,visual_line_length_std,visual_dense_block_ratio,visual_empty_vertical_gap_count,visual_color_diversity,visual_contrast_score,visual_clutter_score,visual_error,rq0_id,dataset_name,image_path
779.0,295.0,2.640677966101695,0.9976240725832771,779.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0023759274167228783,0.0,1.0,295.0,0.0,779.0,779.0,0.0,1.0,0.0,48.0,54.8977837258887,47.8859554839973,0.0,rq0_0075,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0075.png
780.0,245.0,3.183673469387755,0.9967032967032967,780.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003296703296703285,0.0,1.0,245.0,0.0,780.0,780.0,0.0,1.0,0.0,55.0,58.19281007894968,54.81868131868132,0.0,rq0_0076,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0076.png
778.0,320.0,2.43125,0.9986865359897172,778.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001313464010282761,0.0,1.0,320.0,0.0,778.0,778.0,0.0,1.0,0.0,56.0,48.453727074467544,55.92644601542416,0.0,rq0_0077,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0077.png
779.0,395.0,1.9721518987341773,0.9756747534164216,779.0,395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.024325246583578375,0.0,1.0,395.0,0.0,779.0,779.0,0.0,1.0,0.0,40.0,47.65811421442361,39.02699013665686,0.0,rq0_0078,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0078.png
778.0,370.0,2.1027027027027025,0.9890224414646008,778.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010977558535399168,0.0,1.0,370.0,0.0,778.0,778.0,0.0,1.0,0.0,41.0,52.44900736535491,40.54992010004863,0.0,rq0_0079,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0079.png
778.0,195.0,3.98974358974359,0.9973106584931778,778.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002689341506822207,0.0,1.0,195.0,0.0,778.0,778.0,0.0,1.0,0.0,52.0,52.904335723997,51.86015424164525,0.0,rq0_0080,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0080.png
790.0,270.0,2.925925925925926,0.996404125644632,790.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0035958743553680117,0.0,1.0,270.0,0.0,790.0,790.0,0.0,1.0,0.0,46.0,57.50924977356821,45.83458977965307,0.0,rq0_0081,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0081.png
780.0,270.0,2.888888888888889,0.9729534662867996,780.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.027046533713200427,0.0,1.0,270.0,0.0,780.0,780.0,0.0,1.0,0.0,29.0,47.98371311185449,28.215650522317187,0.0,rq0_0082,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0082.png
779.0,370.0,2.1054054054054054,0.986455261423169,779.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013544738576831028,0.0,1.0,370.0,0.0,779.0,779.0,0.0,1.0,0.0,52.0,51.83770843829462,51.29567359400479,0.0,rq0_0083,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0083.png
777.0,295.0,2.6338983050847458,0.9990707414436228,777.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009292585563771549,0.0,1.0,295.0,0.0,777.0,777.0,0.0,1.0,0.0,58.0,50.38237293390896,57.94610300373012,0.0,rq0_0084,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0084.png
778.0,245.0,3.1755102040816325,0.9985205393211269,778.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0014794606788730569,0.0,1.0,245.0,0.0,778.0,778.0,0.0,1.0,0.0,54.0,53.78026236388297,53.92010912334086,0.0,rq0_0085,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0085.png
778.0,170.0,4.576470588235294,0.9970512626644488,778.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029487373355512325,0.0,1.0,170.0,0.0,778.0,778.0,0.0,1.0,0.0,51.0,56.7065573731989,50.84961439588689,0.0,rq0_0086,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0086.png
562.0,295.0,1.9050847457627118,0.9984196875565474,562.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0015803124434525806,0.0,1.0,295.0,0.0,562.0,562.0,0.0,1.0,0.0,47.0,59.15062271012287,46.92572531515773,0.0,rq0_0087,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0087.png
779.0,320.0,2.434375,0.9967466302952503,779.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032533697047496535,0.0,1.0,320.0,0.0,779.0,779.0,0.0,1.0,0.0,47.0,55.89031816521668,46.847091623876764,0.0,rq0_0088,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0088.png
777.0,220.0,3.5318181818181817,0.9965601965601966,777.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003439803439803435,0.0,1.0,220.0,0.0,777.0,777.0,0.0,1.0,0.0,58.0,59.19446551511024,57.8004914004914,0.0,rq0_0089,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0089.png
778.0,320.0,2.43125,0.989825674807198,778.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010174325192802036,0.0,1.0,320.0,0.0,778.0,778.0,0.0,1.0,0.0,49.0,51.50705054298839,48.5014580655527,0.0,rq0_0090,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0090.png
970.0,345.0,2.8115942028985508,0.998009861048857,970.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0019901389511429723,0.0,1.0,345.0,0.0,970.0,970.0,0.0,1.0,0.0,52.0,51.47557869027022,51.89651277454057,0.0,rq0_0091,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0091.png
453.0,170.0,2.664705882352941,0.9980911569925983,453.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0019088430074016838,0.0,1.0,170.0,0.0,453.0,453.0,0.0,1.0,0.0,40.0,59.92108160701499,39.92364627970393,0.0,rq0_0092,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0092.png
779.0,170.0,4.58235294117647,0.9973193385184626,779.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0026806614815374497,0.0,1.0,170.0,0.0,779.0,779.0,0.0,1.0,0.0,38.0,56.929810249157946,37.89813486370158,0.0,rq0_0093,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0093.png
657.0,270.0,2.433333333333333,0.9876317718022436,657.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012368228197756403,0.0,1.0,270.0,0.0,657.0,657.0,0.0,1.0,0.0,41.0,55.820329543690605,40.49290264389199,0.0,rq0_0094,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0094.png
777.0,295.0,2.6338983050847458,0.9974216347097703,777.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0025783652902297005,0.0,1.0,295.0,0.0,777.0,777.0,0.0,1.0,0.0,58.0,56.74415017648689,57.85045481316668,0.0,rq0_0095,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0095.png
875.0,145.0,6.0344827586206895,0.9970443349753695,875.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002955665024630516,0.0,1.0,145.0,0.0,875.0,875.0,0.0,1.0,0.0,55.0,54.43017181778742,54.837438423645324,0.0,rq0_0096,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0096.png
777.0,345.0,2.252173913043478,0.9968813534030926,777.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003118646596907415,0.0,1.0,345.0,0.0,777.0,777.0,0.0,1.0,0.0,53.0,55.40404272092186,52.83471173036391,0.0,rq0_0097,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0097.png
778.0,345.0,2.255072463768116,0.996289258969487,778.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003710741030513054,0.0,1.0,345.0,0.0,778.0,778.0,0.0,1.0,0.0,62.0,57.922528215991186,61.76993405610819,0.0,rq0_0098,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0098.png
804.0,1270.0,0.6330708661417322,0.9978405218004466,804.0,1270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002159478199553422,0.0,1.0,1270.0,0.0,804.0,804.0,0.0,1.0,0.0,53.0,49.80093777481182,52.88554765542367,0.0,rq0_0099,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0099.png
1020.0,1470.0,0.6938775510204082,0.9977517673736161,1020.0,1470.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0022482326263838504,0.0,1.0,1470.0,0.0,1020.0,1020.0,0.0,1.0,0.0,64.0,48.206541004780746,63.856113111911434,0.0,rq0_0100,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0100.png
838.0,320.0,2.61875,0.9963715692124105,838.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003628430787589454,0.0,1.0,320.0,0.0,838.0,838.0,0.0,1.0,0.0,48.0,55.92996352215219,47.82583532219571,0.0,rq0_0101,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0101.png
705.0,270.0,2.611111111111111,0.9990491200420278,705.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009508799579721616,0.0,1.0,270.0,0.0,705.0,705.0,0.0,1.0,0.0,56.0,49.611688849914046,55.946750722353556,0.0,rq0_0102,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0102.png
910.0,1695.0,0.5368731563421829,0.9954539855424811,910.0,1695.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004546014457518899,0.0,1.0,1695.0,0.0,910.0,910.0,0.0,1.0,0.0,67.0,53.243076093735645,66.69541703134624,0.0,rq0_0103,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0103.png
778.0,1320.0,0.5893939393939394,0.9976376879333178,778.0,1320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0023623120666822484,0.0,1.0,1320.0,0.0,778.0,778.0,0.0,1.0,0.0,69.0,49.496172353543585,68.83700046739892,0.0,rq0_0104,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0104.png
780.0,295.0,2.6440677966101696,0.9986701434159061,780.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0013298565840939025,0.0,1.0,295.0,0.0,780.0,780.0,0.0,1.0,0.0,49.0,50.00444149938957,48.9348370273794,0.0,rq0_0105,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0105.png
923.0,1370.0,0.6737226277372262,0.9975136614182569,923.0,1370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002486338581743075,0.0,1.0,1370.0,0.0,923.0,923.0,0.0,1.0,0.0,51.0,49.14412222675999,50.8731967323311,0.0,rq0_0106,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0106.png
840.0,770.0,1.0909090909090908,0.9972047000618429,840.0,770.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002795299938157081,0.0,1.0,770.0,0.0,840.0,840.0,0.0,1.0,0.0,49.0,51.51007180888869,48.8630303030303,0.0,rq0_0107,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0107.png
802.0,820.0,0.9780487804878049,0.9964114104981449,802.0,820.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003588589501855144,0.0,1.0,820.0,0.0,802.0,802.0,0.0,1.0,0.0,61.0,47.28973569367784,60.781096040386835,0.0,rq0_0108,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0108.png
899.0,1295.0,0.6942084942084942,0.9981068626229916,899.0,1295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0018931373770083582,0.0,1.0,1295.0,0.0,899.0,899.0,0.0,1.0,0.0,55.0,49.79511454338443,54.89587744426454,0.0,rq0_0109,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0109.png
548.0,270.0,2.0296296296296297,0.9986212489862125,548.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0013787510137874825,0.0,1.0,270.0,0.0,548.0,548.0,0.0,1.0,0.0,37.0,54.519247174106205,36.948986212489864,0.0,rq0_0110,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0110.png
743.0,245.0,3.0326530612244897,0.982909879968138,743.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.017090120031862055,0.0,1.0,245.0,0.0,743.0,743.0,0.0,1.0,0.0,40.0,48.76006890522283,39.316395198725516,0.0,rq0_0111,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0111.png
850.0,770.0,1.103896103896104,0.9966142093200917,850.0,770.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003385790679908296,0.0,1.0,770.0,0.0,850.0,850.0,0.0,1.0,0.0,49.0,51.27383958437297,48.8340962566845,0.0,rq0_0112,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0112.png
779.0,1395.0,0.5584229390681004,0.9883988754997907,779.0,1395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011601124500209337,0.0,1.0,1395.0,0.0,779.0,779.0,0.0,1.0,0.0,49.0,48.95052097065708,48.431544899489744,0.0,rq0_0113,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0113.png
779.0,895.0,0.870391061452514,0.9966279645154581,779.0,895.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003372035484541902,0.0,1.0,895.0,0.0,779.0,779.0,0.0,1.0,0.0,69.0,53.25428410834829,68.7673295515666,0.0,rq0_0114,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0114.png
971.0,270.0,3.596296296296296,0.9993324941831636,971.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000667505816836389,0.0,1.0,270.0,0.0,971.0,971.0,0.0,1.0,0.0,57.0,44.01806180809752,56.96195216844033,0.0,rq0_0115,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0115.png
838.0,1570.0,0.5337579617834395,0.9855699800860405,838.0,1570.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014430019913959535,0.0,1.0,1570.0,0.0,838.0,838.0,0.0,1.0,0.0,58.0,49.29157770678573,57.163058844990346,0.0,rq0_0116,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0116.png
779.0,295.0,2.640677966101695,0.9867061204064316,779.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013293879593568425,0.0,1.0,295.0,0.0,779.0,779.0,0.0,1.0,0.0,39.0,45.47832314554247,38.48153869585083,0.0,rq0_0117,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0117.png
800.0,1395.0,0.5734767025089605,0.997986559139785,800.0,1395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0020134408602150433,0.0,1.0,1395.0,0.0,800.0,800.0,0.0,1.0,0.0,51.0,54.021699179607914,50.897314516129036,0.0,rq0_0118,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0118.png
670.0,220.0,3.0454545454545454,0.9972455902306648,670.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0027544097693351643,0.0,1.0,220.0,0.0,670.0,670.0,0.0,1.0,0.0,47.0,55.735984965191854,46.870542740841245,0.0,rq0_0119,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0119.png
839.0,295.0,2.8440677966101693,0.9990545645542515,839.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0009454354457485437,0.0,1.0,295.0,0.0,839.0,839.0,0.0,1.0,0.0,57.0,49.35376106720813,56.94611017959233,0.0,rq0_0120,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0120.png
791.0,795.0,0.9949685534591195,0.9782792262004151,791.0,795.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021720773799584925,0.0,1.0,795.0,0.0,791.0,791.0,0.0,1.0,0.0,40.0,45.870311759295696,39.1311690480166,0.0,rq0_0121,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0121.png
826.0,845.0,0.9775147928994082,0.9971316818774446,826.0,845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002868318122555391,0.0,1.0,845.0,0.0,826.0,826.0,0.0,1.0,0.0,42.0,53.35959630176257,41.87953063885267,0.0,rq0_0122,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0122.png
680.0,270.0,2.5185185185185186,0.9978322440087146,680.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0021677559912853805,0.0,1.0,270.0,0.0,680.0,680.0,0.0,1.0,0.0,39.0,54.56789704845291,38.91545751633987,0.0,rq0_0123,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0123.png
875.0,270.0,3.240740740740741,0.9968677248677249,875.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0031322751322750975,0.0,1.0,270.0,0.0,875.0,875.0,0.0,1.0,0.0,33.0,52.877061154770146,32.896634920634924,0.0,rq0_0124,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0124.png
779.0,1070.0,0.72803738317757,0.9776864659940254,779.0,1070.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022313534005974578,0.0,1.0,1070.0,0.0,779.0,779.0,0.0,1.0,0.0,29.0,53.39659077055103,28.352907513826736,0.0,rq0_0125,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0125.png
779.0,320.0,2.434375,0.9952262516046213,779.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004773748395378696,0.0,1.0,320.0,0.0,779.0,779.0,0.0,1.0,0.0,60.0,60.501324709052355,59.71357509627728,0.0,rq0_0126,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0126.png
814.0,1320.0,0.6166666666666667,0.9879457970367062,814.0,1320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012054202963293847,0.0,1.0,1320.0,0.0,814.0,814.0,0.0,1.0,0.0,49.0,47.611975250743285,48.4093440547986,0.0,rq0_0127,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0127.png
779.0,870.0,0.8954022988505748,0.9925191447921738,779.0,870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.007480855207826154,0.0,1.0,870.0,0.0,779.0,779.0,0.0,1.0,0.0,53.0,53.10151880229857,52.60351467398522,0.0,rq0_0128,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0128.png
585.0,1270.0,0.46062992125984253,0.9976189514772192,585.0,1270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00238104852278076,0.0,1.0,1270.0,0.0,585.0,585.0,0.0,1.0,0.0,37.0,55.844049552378316,36.91190120465711,0.0,rq0_0129,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0129.png
849.0,795.0,1.0679245283018868,0.9975079820136157,849.0,795.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0024920179863843206,0.0,1.0,795.0,0.0,849.0,849.0,0.0,1.0,0.0,47.0,51.70246553816099,46.88287515463994,0.0,rq0_0130,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0130.png
803.0,795.0,1.010062893081761,0.9982816012280991,803.0,795.0,1.0,0.0,0.0,0.0,0.0,0.0,0.001718398771900942,0.0,1.0,795.0,0.0,803.0,803.0,0.0,1.0,0.0,37.0,49.900839774763995,36.936419245439666,0.0,rq0_0131,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0131.png
720.0,270.0,2.6666666666666665,0.9874485596707819,720.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012551440329218067,0.0,1.0,270.0,0.0,720.0,720.0,0.0,1.0,0.0,39.0,48.33467780120877,38.510493827160495,0.0,rq0_0132,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0132.png
863.0,820.0,1.052439024390244,0.9968968148545911,863.0,820.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00310318514540886,0.0,1.0,820.0,0.0,863.0,863.0,0.0,1.0,0.0,57.0,52.208648339220915,56.823118446711696,0.0,rq0_0133,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0133.png
959.0,270.0,3.551851851851852,0.9993241416599081,959.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0006758583400918727,0.0,1.0,270.0,0.0,959.0,959.0,0.0,1.0,0.0,58.0,44.332211310596094,57.96080021627467,0.0,rq0_0134,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0134.png
826.0,1920.0,0.43020833333333336,0.9978176705004036,826.0,1920.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0021823294995964027,0.0,1.0,1920.0,0.0,826.0,826.0,0.0,1.0,0.0,46.0,54.215175098456854,45.899612843018566,0.0,rq0_0135,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0135.png
779.0,1395.0,0.5584229390681004,0.9930818391375764,779.0,1395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0069181608624235835,0.0,1.0,1395.0,0.0,779.0,779.0,0.0,1.0,0.0,44.0,49.1972099672918,43.69560092205336,0.0,rq0_0136,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0136.png
888.0,845.0,1.050887573964497,0.9958220054373901,888.0,845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004177994562609921,0.0,1.0,845.0,0.0,888.0,888.0,0.0,1.0,0.0,36.0,57.42284678456294,35.84959219574604,0.0,rq0_0137,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0137.png
851.0,270.0,3.151851851851852,0.99784131958045,851.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0021586804195500298,0.0,1.0,270.0,0.0,851.0,851.0,0.0,1.0,0.0,62.0,53.77389447395097,61.8661618139879,0.0,rq0_0138,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0138.png
777.0,1295.0,0.6,0.9960912926163892,777.0,1295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003908707383610821,0.0,1.0,1295.0,0.0,777.0,777.0,0.0,1.0,0.0,60.0,48.654627922407485,59.76547755698335,0.0,rq0_0139,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0139.png
873.0,1345.0,0.6490706319702603,0.9956369737307154,873.0,1345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004363026269284642,0.0,1.0,1345.0,0.0,873.0,873.0,0.0,1.0,0.0,58.0,51.20320974915187,57.74694447638149,0.0,rq0_0140,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0140.png
851.0,870.0,0.9781609195402299,0.9969933951942948,851.0,870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0030066048057052486,0.0,1.0,870.0,0.0,851.0,851.0,0.0,1.0,0.0,46.0,52.60102104339278,45.86169617893756,0.0,rq0_0141,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0141.png
863.0,845.0,1.021301775147929,0.9979183665073673,863.0,845.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002081633492632684,0.0,1.0,845.0,0.0,863.0,863.0,0.0,1.0,0.0,55.0,49.164260944106786,54.8855101579052,0.0,rq0_0142,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0142.png
778.0,270.0,2.8814814814814813,0.9940159954298772,778.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005984004570122825,0.0,1.0,270.0,0.0,778.0,778.0,0.0,1.0,0.0,25.0,67.325524598971,24.850399885746928,0.0,rq0_0143,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0143.png
828.0,320.0,2.5875,0.9967391304347826,828.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003260869565217428,0.0,1.0,320.0,0.0,828.0,828.0,0.0,1.0,0.0,39.0,56.01334289055172,38.87282608695652,0.0,rq0_0144,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0144.png
405.0,245.0,1.653061224489796,0.9994860166288738,405.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.000513983371126181,0.0,1.0,245.0,0.0,405.0,405.0,0.0,1.0,0.0,35.0,62.152643037320196,34.98201058201058,0.0,rq0_0145,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0145.png
779.0,945.0,0.8243386243386244,0.96855825199856,779.0,945.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03144174800143995,0.0,1.0,945.0,0.0,779.0,779.0,0.0,1.0,0.0,49.0,44.54903134354844,47.45935434792944,0.0,rq0_0146,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0146.png
838.0,270.0,3.1037037037037036,0.984937682312384,838.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015062317687616011,0.0,1.0,270.0,0.0,838.0,838.0,0.0,1.0,0.0,41.0,49.86599544304463,40.38244497480775,0.0,rq0_0147,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0147.png
911.0,1645.0,0.5537993920972645,0.9976918380216135,911.0,1645.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002308161978386458,0.0,1.0,1645.0,0.0,911.0,911.0,0.0,1.0,0.0,48.0,51.2737608420257,47.88920822503745,0.0,rq0_0148,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0148.png
779.0,1420.0,0.5485915492957747,0.9828454681878175,779.0,1420.0,1.0,0.0,0.0,0.0,0.0,0.0,0.017154531812182516,0.0,1.0,1420.0,0.0,779.0,779.0,0.0,1.0,0.0,49.0,46.87687887175647,48.159427941203056,0.0,rq0_0149,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0149.png
777.0,795.0,0.9773584905660377,0.9989153574059234,777.0,795.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0010846425940765902,0.0,1.0,795.0,0.0,777.0,777.0,0.0,1.0,0.0,57.0,45.57838936272122,56.938175372137636,0.0,rq0_0150,Dorn,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0150.png
