language,pair_id,order,parsed_choice,old_choice,margin,abs_margin
java,full_rq0_seed42__rq0_0045__rq0_0242,BA,A,B,10.5,10.5
java,full_rq0_seed42__rq0_0045__rq0_0265,AB,B,A,-1.5,1.5
java,full_rq0_seed42__rq0_0045__rq0_0265,BA,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0045__rq0_0271,BA,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0046__rq0_0114,AB,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0046__rq0_0166,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0046__rq0_0279,BA,A,B,2.0,2.0
java,full_rq0_seed42__rq0_0046__rq0_0289,AB,B,A,-7.0,7.0
java,full_rq0_seed42__rq0_0046__rq0_0289,BA,A,B,3.5,3.5
java,full_rq0_seed42__rq0_0047__rq0_0208,BA,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0047__rq0_0235,AB,B,A,-12.0,12.0
java,full_rq0_seed42__rq0_0047__rq0_0235,BA,A,B,12.75,12.75
java,full_rq0_seed42__rq0_0048__rq0_0184,AB,A,B,3.75,3.75
java,full_rq0_seed42__rq0_0048__rq0_0221,AB,A,B,0.0,0.0
java,full_rq0_seed42__rq0_0048__rq0_0221,BA,B,A,-2.0,2.0
java,full_rq0_seed42__rq0_0048__rq0_0224,AB,A,B,1.75,1.75
java,full_rq0_seed42__rq0_0049__rq0_0223,AB,A,B,7.5,7.5
java,full_rq0_seed42__rq0_0049__rq0_0234,AB,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0049__rq0_0248,AB,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0050__rq0_0180,AB,B,A,-5.0,5.0
java,full_rq0_seed42__rq0_0050__rq0_0180,BA,A,B,4.5,4.5
java,full_rq0_seed42__rq0_0050__rq0_0214,AB,A,B,0.0,0.0
java,full_rq0_seed42__rq0_0050__rq0_0273,AB,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0051__rq0_0292,AB,B,A,-10.5,10.5
java,full_rq0_seed42__rq0_0052__rq0_0077,AB,B,A,-0.25,0.25
java,full_rq0_seed42__rq0_0052__rq0_0235,BA,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0052__rq0_0236,BA,A,B,6.0,6.0
java,full_rq0_seed42__rq0_0052__rq0_0238,AB,B,A,-2.25,2.25
java,full_rq0_seed42__rq0_0053__rq0_0085,AB,A,B,1.75,1.75
java,full_rq0_seed42__rq0_0053__rq0_0101,BA,B,A,-3.0,3.0
java,full_rq0_seed42__rq0_0053__rq0_0152,AB,A,B,9.0,9.0
java,full_rq0_seed42__rq0_0053__rq0_0164,BA,B,A,-5.25,5.25
java,full_rq0_seed42__rq0_0053__rq0_0174,AB,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0053__rq0_0174,BA,B,A,-5.0,5.0
java,full_rq0_seed42__rq0_0053__rq0_0175,BA,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0053__rq0_0188,BA,B,A,-3.5,3.5
java,full_rq0_seed42__rq0_0053__rq0_0228,AB,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0054__rq0_0166,AB,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0054__rq0_0305,AB,A,B,4.0,4.0
java,full_rq0_seed42__rq0_0054__rq0_0305,BA,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0055__rq0_0071,AB,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0055__rq0_0088,BA,A,B,2.75,2.75
java,full_rq0_seed42__rq0_0055__rq0_0156,AB,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0055__rq0_0156,BA,A,B,8.25,8.25
java,full_rq0_seed42__rq0_0055__rq0_0165,AB,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0055__rq0_0197,BA,A,B,5.25,5.25
java,full_rq0_seed42__rq0_0056__rq0_0196,BA,A,B,6.75,6.75
java,full_rq0_seed42__rq0_0056__rq0_0232,BA,A,B,8.5,8.5
java,full_rq0_seed42__rq0_0056__rq0_0295,BA,A,B,3.75,3.75
java,full_rq0_seed42__rq0_0056__rq0_0311,BA,A,B,8.5,8.5
java,full_rq0_seed42__rq0_0057__rq0_0065,AB,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0057__rq0_0114,AB,A,B,12.25,12.25
java,full_rq0_seed42__rq0_0057__rq0_0242,AB,B,A,-12.5,12.5
java,full_rq0_seed42__rq0_0058__rq0_0092,AB,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0058__rq0_0092,BA,B,A,-0.25,0.25
java,full_rq0_seed42__rq0_0058__rq0_0115,AB,A,B,8.75,8.75
java,full_rq0_seed42__rq0_0058__rq0_0173,AB,A,B,18.75,18.75
java,full_rq0_seed42__rq0_0058__rq0_0226,AB,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0058__rq0_0289,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0059__rq0_0062,AB,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0059__rq0_0062,BA,B,A,-10.25,10.25
java,full_rq0_seed42__rq0_0059__rq0_0074,AB,A,B,0.5,0.5
java,full_rq0_seed42__rq0_0059__rq0_0161,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0059__rq0_0207,BA,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0059__rq0_0280,AB,A,B,1.75,1.75
java,full_rq0_seed42__rq0_0060__rq0_0234,BA,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0060__rq0_0242,BA,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0060__rq0_0268,BA,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0060__rq0_0303,BA,B,A,-2.75,2.75
java,full_rq0_seed42__rq0_0062__rq0_0108,AB,B,A,-5.0,5.0
java,full_rq0_seed42__rq0_0062__rq0_0108,BA,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0063__rq0_0073,AB,B,A,-5.5,5.5
java,full_rq0_seed42__rq0_0063__rq0_0073,BA,B,A,-2.25,2.25
java,full_rq0_seed42__rq0_0063__rq0_0095,AB,B,A,-1.5,1.5
java,full_rq0_seed42__rq0_0063__rq0_0119,BA,B,A,-3.0,3.0
java,full_rq0_seed42__rq0_0064__rq0_0068,AB,B,A,-5.0,5.0
java,full_rq0_seed42__rq0_0064__rq0_0085,AB,B,A,-3.25,3.25
java,full_rq0_seed42__rq0_0066__rq0_0083,AB,A,B,4.25,4.25
java,full_rq0_seed42__rq0_0066__rq0_0083,BA,B,A,-7.5,7.5
java,full_rq0_seed42__rq0_0066__rq0_0133,AB,A,B,5.75,5.75
java,full_rq0_seed42__rq0_0066__rq0_0133,BA,A,B,1.75,1.75
java,full_rq0_seed42__rq0_0066__rq0_0159,AB,A,B,13.0,13.0
java,full_rq0_seed42__rq0_0066__rq0_0159,BA,B,A,-5.75,5.75
java,full_rq0_seed42__rq0_0067__rq0_0093,BA,B,A,-5.25,5.25
java,full_rq0_seed42__rq0_0067__rq0_0123,AB,B,A,-1.75,1.75
java,full_rq0_seed42__rq0_0067__rq0_0123,BA,A,B,3.75,3.75
java,full_rq0_seed42__rq0_0068__rq0_0149,AB,A,B,13.75,13.75
java,full_rq0_seed42__rq0_0068__rq0_0149,BA,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0068__rq0_0263,AB,B,A,-1.0,1.0
java,full_rq0_seed42__rq0_0068__rq0_0277,BA,A,B,8.25,8.25
java,full_rq0_seed42__rq0_0069__rq0_0133,AB,B,A,-8.5,8.5
java,full_rq0_seed42__rq0_0069__rq0_0133,BA,A,B,11.0,11.0
java,full_rq0_seed42__rq0_0069__rq0_0176,BA,A,B,4.0,4.0
java,full_rq0_seed42__rq0_0069__rq0_0197,BA,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0069__rq0_0280,BA,B,A,-0.25,0.25
java,full_rq0_seed42__rq0_0070__rq0_0232,BA,A,B,5.0,5.0
java,full_rq0_seed42__rq0_0071__rq0_0123,BA,A,B,0.5,0.5
java,full_rq0_seed42__rq0_0071__rq0_0132,AB,A,B,13.0,13.0
java,full_rq0_seed42__rq0_0071__rq0_0133,BA,A,B,15.25,15.25
java,full_rq0_seed42__rq0_0072__rq0_0131,AB,A,B,11.5,11.5
java,full_rq0_seed42__rq0_0072__rq0_0131,BA,B,A,-4.0,4.0
java,full_rq0_seed42__rq0_0072__rq0_0140,AB,A,B,10.75,10.75
java,full_rq0_seed42__rq0_0072__rq0_0159,AB,A,B,11.0,11.0
java,full_rq0_seed42__rq0_0072__rq0_0193,AB,A,B,5.0,5.0
java,full_rq0_seed42__rq0_0072__rq0_0234,BA,A,B,5.75,5.75
java,full_rq0_seed42__rq0_0072__rq0_0257,AB,A,B,9.0,9.0
java,full_rq0_seed42__rq0_0073__rq0_0086,BA,A,B,5.25,5.25
java,full_rq0_seed42__rq0_0073__rq0_0103,AB,B,A,-9.0,9.0
java,full_rq0_seed42__rq0_0073__rq0_0167,BA,A,B,5.75,5.75
java,full_rq0_seed42__rq0_0073__rq0_0191,AB,B,A,-12.5,12.5
java,full_rq0_seed42__rq0_0073__rq0_0242,AB,B,A,-13.5,13.5
java,full_rq0_seed42__rq0_0073__rq0_0242,BA,A,B,7.25,7.25
java,full_rq0_seed42__rq0_0074__rq0_0088,BA,A,B,6.25,6.25
java,full_rq0_seed42__rq0_0074__rq0_0169,BA,A,B,3.5,3.5
java,full_rq0_seed42__rq0_0075__rq0_0110,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0075__rq0_0110,BA,B,A,-5.0,5.0
java,full_rq0_seed42__rq0_0075__rq0_0135,AB,A,B,2.0,2.0
java,full_rq0_seed42__rq0_0075__rq0_0174,AB,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0075__rq0_0174,BA,B,A,-0.5,0.5
java,full_rq0_seed42__rq0_0075__rq0_0183,BA,A,B,3.75,3.75
java,full_rq0_seed42__rq0_0075__rq0_0281,BA,A,B,1.0,1.0
java,full_rq0_seed42__rq0_0075__rq0_0302,AB,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0076__rq0_0217,AB,B,A,-13.0,13.0
java,full_rq0_seed42__rq0_0076__rq0_0251,BA,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0077__rq0_0301,AB,A,B,8.25,8.25
java,full_rq0_seed42__rq0_0077__rq0_0301,BA,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0078__rq0_0080,AB,B,A,-9.75,9.75
java,full_rq0_seed42__rq0_0078__rq0_0080,BA,A,B,11.5,11.5
java,full_rq0_seed42__rq0_0078__rq0_0192,AB,B,A,-14.75,14.75
java,full_rq0_seed42__rq0_0078__rq0_0287,AB,B,A,-14.75,14.75
java,full_rq0_seed42__rq0_0079__rq0_0216,BA,A,B,4.5,4.5
java,full_rq0_seed42__rq0_0079__rq0_0289,BA,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0081__rq0_0170,AB,B,A,-7.5,7.5
java,full_rq0_seed42__rq0_0081__rq0_0254,AB,A,B,8.25,8.25
java,full_rq0_seed42__rq0_0081__rq0_0311,BA,A,B,1.0,1.0
java,full_rq0_seed42__rq0_0082__rq0_0140,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0082__rq0_0157,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0082__rq0_0230,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0082__rq0_0244,AB,A,B,8.0,8.0
java,full_rq0_seed42__rq0_0082__rq0_0265,BA,A,B,6.25,6.25
java,full_rq0_seed42__rq0_0083__rq0_0155,AB,B,A,-2.25,2.25
java,full_rq0_seed42__rq0_0084__rq0_0091,AB,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0084__rq0_0091,BA,A,B,4.25,4.25
java,full_rq0_seed42__rq0_0084__rq0_0135,AB,A,B,12.0,12.0
java,full_rq0_seed42__rq0_0084__rq0_0135,BA,B,A,-6.0,6.0
java,full_rq0_seed42__rq0_0084__rq0_0153,AB,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0084__rq0_0254,AB,A,B,7.25,7.25
java,full_rq0_seed42__rq0_0084__rq0_0281,BA,A,B,12.0,12.0
java,full_rq0_seed42__rq0_0085__rq0_0181,AB,A,B,6.5,6.5
java,full_rq0_seed42__rq0_0085__rq0_0181,BA,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0085__rq0_0308,BA,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0086__rq0_0119,AB,A,B,13.5,13.5
java,full_rq0_seed42__rq0_0086__rq0_0159,AB,A,B,10.75,10.75
java,full_rq0_seed42__rq0_0086__rq0_0159,BA,B,A,-5.0,5.0
java,full_rq0_seed42__rq0_0086__rq0_0186,AB,A,B,12.25,12.25
java,full_rq0_seed42__rq0_0086__rq0_0186,BA,B,A,-1.0,1.0
java,full_rq0_seed42__rq0_0087__rq0_0221,AB,A,B,6.5,6.5
java,full_rq0_seed42__rq0_0088__rq0_0143,BA,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0088__rq0_0191,AB,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0088__rq0_0200,BA,A,B,0.0,0.0
java,full_rq0_seed42__rq0_0088__rq0_0272,AB,B,A,-6.5,6.5
java,full_rq0_seed42__rq0_0088__rq0_0272,BA,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0090__rq0_0121,AB,A,B,3.5,3.5
java,full_rq0_seed42__rq0_0090__rq0_0240,BA,A,B,5.75,5.75
java,full_rq0_seed42__rq0_0091__rq0_0292,AB,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0092__rq0_0222,AB,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0092__rq0_0222,BA,A,B,7.75,7.75
java,full_rq0_seed42__rq0_0093__rq0_0210,AB,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0093__rq0_0241,AB,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0093__rq0_0305,BA,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0094__rq0_0133,AB,B,A,-13.25,13.25
java,full_rq0_seed42__rq0_0094__rq0_0133,BA,A,B,10.5,10.5
java,full_rq0_seed42__rq0_0094__rq0_0270,AB,B,A,-13.0,13.0
java,full_rq0_seed42__rq0_0094__rq0_0270,BA,A,B,8.5,8.5
java,full_rq0_seed42__rq0_0094__rq0_0272,AB,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0094__rq0_0272,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0094__rq0_0290,AB,B,A,-2.5,2.5
java,full_rq0_seed42__rq0_0094__rq0_0290,BA,A,B,5.0,5.0
java,full_rq0_seed42__rq0_0095__rq0_0303,AB,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0095__rq0_0308,AB,B,A,-7.5,7.5
java,full_rq0_seed42__rq0_0096__rq0_0165,AB,A,B,13.25,13.25
java,full_rq0_seed42__rq0_0096__rq0_0172,AB,A,B,12.25,12.25
java,full_rq0_seed42__rq0_0096__rq0_0172,BA,B,A,-0.75,0.75
java,full_rq0_seed42__rq0_0096__rq0_0198,AB,A,B,1.0,1.0
java,full_rq0_seed42__rq0_0096__rq0_0229,AB,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0096__rq0_0229,BA,A,B,1.75,1.75
java,full_rq0_seed42__rq0_0097__rq0_0162,AB,A,B,3.75,3.75
java,full_rq0_seed42__rq0_0097__rq0_0247,BA,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0097__rq0_0262,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0099__rq0_0143,BA,B,A,-3.25,3.25
java,full_rq0_seed42__rq0_0099__rq0_0156,AB,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0099__rq0_0176,AB,B,A,-7.75,7.75
java,full_rq0_seed42__rq0_0099__rq0_0176,BA,A,B,1.75,1.75
java,full_rq0_seed42__rq0_0099__rq0_0234,AB,B,A,-5.75,5.75
java,full_rq0_seed42__rq0_0100__rq0_0169,BA,A,B,6.25,6.25
java,full_rq0_seed42__rq0_0100__rq0_0172,BA,A,B,7.0,7.0
java,full_rq0_seed42__rq0_0100__rq0_0212,BA,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0100__rq0_0238,AB,A,B,6.0,6.0
java,full_rq0_seed42__rq0_0100__rq0_0238,BA,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0101__rq0_0121,AB,A,B,2.0,2.0
java,full_rq0_seed42__rq0_0101__rq0_0171,AB,A,B,13.5,13.5
java,full_rq0_seed42__rq0_0101__rq0_0201,AB,A,B,10.25,10.25
java,full_rq0_seed42__rq0_0101__rq0_0301,AB,A,B,14.75,14.75
java,full_rq0_seed42__rq0_0102__rq0_0144,AB,B,A,-0.75,0.75
java,full_rq0_seed42__rq0_0102__rq0_0144,BA,B,A,-2.0,2.0
java,full_rq0_seed42__rq0_0103__rq0_0105,AB,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0103__rq0_0105,BA,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0103__rq0_0165,AB,A,B,7.5,7.5
java,full_rq0_seed42__rq0_0103__rq0_0165,BA,B,A,-8.0,8.0
java,full_rq0_seed42__rq0_0103__rq0_0178,AB,A,B,9.5,9.5
java,full_rq0_seed42__rq0_0103__rq0_0230,BA,B,A,-0.25,0.25
java,full_rq0_seed42__rq0_0104__rq0_0191,AB,B,A,-3.0,3.0
java,full_rq0_seed42__rq0_0104__rq0_0245,BA,A,B,4.25,4.25
java,full_rq0_seed42__rq0_0105__rq0_0206,BA,B,A,-0.75,0.75
java,full_rq0_seed42__rq0_0105__rq0_0216,AB,B,A,-7.75,7.75
java,full_rq0_seed42__rq0_0105__rq0_0216,BA,A,B,4.5,4.5
java,full_rq0_seed42__rq0_0105__rq0_0239,AB,A,B,2.75,2.75
java,full_rq0_seed42__rq0_0105__rq0_0256,AB,B,A,-1.0,1.0
java,full_rq0_seed42__rq0_0105__rq0_0256,BA,A,B,7.0,7.0
java,full_rq0_seed42__rq0_0106__rq0_0301,AB,A,B,2.75,2.75
java,full_rq0_seed42__rq0_0107__rq0_0200,AB,A,B,6.0,6.0
java,full_rq0_seed42__rq0_0107__rq0_0205,AB,A,B,12.25,12.25
java,full_rq0_seed42__rq0_0107__rq0_0230,AB,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0107__rq0_0269,AB,A,B,12.0,12.0
java,full_rq0_seed42__rq0_0108__rq0_0117,AB,A,B,3.5,3.5
java,full_rq0_seed42__rq0_0108__rq0_0131,AB,A,B,3.5,3.5
java,full_rq0_seed42__rq0_0108__rq0_0131,BA,B,A,-4.25,4.25
java,full_rq0_seed42__rq0_0108__rq0_0140,AB,A,B,10.0,10.0
java,full_rq0_seed42__rq0_0108__rq0_0140,BA,B,A,-7.5,7.5
java,full_rq0_seed42__rq0_0108__rq0_0234,BA,A,B,6.25,6.25
java,full_rq0_seed42__rq0_0108__rq0_0258,AB,A,B,2.25,2.25
java,full_rq0_seed42__rq0_0108__rq0_0262,BA,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0109__rq0_0190,BA,A,B,6.5,6.5
java,full_rq0_seed42__rq0_0109__rq0_0237,AB,B,A,-3.25,3.25
java,full_rq0_seed42__rq0_0109__rq0_0237,BA,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0109__rq0_0258,AB,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0109__rq0_0268,AB,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0109__rq0_0268,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0110__rq0_0162,AB,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0110__rq0_0162,BA,A,B,9.0,9.0
java,full_rq0_seed42__rq0_0110__rq0_0190,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0110__rq0_0212,BA,A,B,6.75,6.75
java,full_rq0_seed42__rq0_0110__rq0_0214,BA,A,B,6.5,6.5
java,full_rq0_seed42__rq0_0110__rq0_0300,BA,A,B,5.75,5.75
java,full_rq0_seed42__rq0_0112__rq0_0132,BA,B,A,-8.75,8.75
java,full_rq0_seed42__rq0_0116__rq0_0171,BA,A,B,9.0,9.0
java,full_rq0_seed42__rq0_0116__rq0_0181,BA,A,B,4.5,4.5
java,full_rq0_seed42__rq0_0116__rq0_0273,AB,B,A,-0.25,0.25
java,full_rq0_seed42__rq0_0116__rq0_0273,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0116__rq0_0312,BA,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0117__rq0_0161,AB,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0118__rq0_0190,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0118__rq0_0191,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0118__rq0_0265,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0118__rq0_0289,BA,A,B,2.75,2.75
java,full_rq0_seed42__rq0_0119__rq0_0148,BA,A,B,6.0,6.0
java,full_rq0_seed42__rq0_0119__rq0_0167,BA,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0119__rq0_0198,AB,B,A,-7.5,7.5
java,full_rq0_seed42__rq0_0119__rq0_0198,BA,A,B,13.25,13.25
java,full_rq0_seed42__rq0_0119__rq0_0308,AB,B,A,-8.5,8.5
java,full_rq0_seed42__rq0_0119__rq0_0308,BA,A,B,13.25,13.25
java,full_rq0_seed42__rq0_0120__rq0_0244,BA,A,B,4.0,4.0
java,full_rq0_seed42__rq0_0120__rq0_0288,BA,A,B,9.0,9.0
java,full_rq0_seed42__rq0_0121__rq0_0198,BA,A,B,5.25,5.25
java,full_rq0_seed42__rq0_0122__rq0_0194,AB,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0122__rq0_0194,BA,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0122__rq0_0288,AB,B,A,-7.25,7.25
java,full_rq0_seed42__rq0_0122__rq0_0288,BA,A,B,5.25,5.25
java,full_rq0_seed42__rq0_0124__rq0_0154,AB,A,B,0.5,0.5
java,full_rq0_seed42__rq0_0124__rq0_0154,BA,A,B,0.25,0.25
java,full_rq0_seed42__rq0_0124__rq0_0259,BA,A,B,0.0,0.0
java,full_rq0_seed42__rq0_0125__rq0_0202,BA,A,B,13.25,13.25
java,full_rq0_seed42__rq0_0126__rq0_0178,AB,A,B,5.5,5.5
java,full_rq0_seed42__rq0_0126__rq0_0296,BA,B,A,-1.25,1.25
java,full_rq0_seed42__rq0_0129__rq0_0191,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0129__rq0_0204,BA,A,B,2.75,2.75
java,full_rq0_seed42__rq0_0129__rq0_0259,AB,B,A,-1.5,1.5
java,full_rq0_seed42__rq0_0129__rq0_0259,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0129__rq0_0264,BA,A,B,11.75,11.75
java,full_rq0_seed42__rq0_0129__rq0_0303,AB,A,B,4.75,4.75
java,full_rq0_seed42__rq0_0130__rq0_0188,AB,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0131__rq0_0238,BA,A,B,1.0,1.0
java,full_rq0_seed42__rq0_0132__rq0_0179,AB,B,A,-7.0,7.0
java,full_rq0_seed42__rq0_0132__rq0_0179,BA,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0132__rq0_0300,AB,B,A,-2.0,2.0
java,full_rq0_seed42__rq0_0132__rq0_0300,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0133__rq0_0142,AB,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0133__rq0_0166,AB,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0133__rq0_0166,BA,B,A,-11.25,11.25
java,full_rq0_seed42__rq0_0133__rq0_0212,AB,A,B,5.25,5.25
java,full_rq0_seed42__rq0_0133__rq0_0229,AB,A,B,7.25,7.25
java,full_rq0_seed42__rq0_0133__rq0_0297,AB,A,B,9.25,9.25
java,full_rq0_seed42__rq0_0134__rq0_0163,BA,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0134__rq0_0190,BA,A,B,4.0,4.0
java,full_rq0_seed42__rq0_0134__rq0_0256,BA,A,B,9.5,9.5
java,full_rq0_seed42__rq0_0134__rq0_0301,BA,B,A,-4.25,4.25
java,full_rq0_seed42__rq0_0135__rq0_0196,BA,A,B,5.5,5.5
java,full_rq0_seed42__rq0_0136__rq0_0212,AB,A,B,0.5,0.5
java,full_rq0_seed42__rq0_0137__rq0_0255,AB,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0138__rq0_0218,AB,A,B,1.0,1.0
java,full_rq0_seed42__rq0_0139__rq0_0200,AB,B,A,-0.75,0.75
java,full_rq0_seed42__rq0_0139__rq0_0200,BA,A,B,3.75,3.75
java,full_rq0_seed42__rq0_0139__rq0_0277,AB,B,A,-7.0,7.0
java,full_rq0_seed42__rq0_0139__rq0_0277,BA,A,B,1.25,1.25
java,full_rq0_seed42__rq0_0140__rq0_0210,BA,A,B,4.0,4.0
java,full_rq0_seed42__rq0_0140__rq0_0236,BA,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0140__rq0_0272,BA,A,B,11.0,11.0
java,full_rq0_seed42__rq0_0140__rq0_0307,BA,A,B,8.25,8.25
java,full_rq0_seed42__rq0_0142__rq0_0143,BA,B,A,-1.0,1.0
java,full_rq0_seed42__rq0_0142__rq0_0190,AB,A,B,10.25,10.25
java,full_rq0_seed42__rq0_0142__rq0_0243,BA,A,B,12.0,12.0
java,full_rq0_seed42__rq0_0142__rq0_0301,AB,A,B,7.5,7.5
java,full_rq0_seed42__rq0_0143__rq0_0155,AB,B,A,-14.75,14.75
java,full_rq0_seed42__rq0_0143__rq0_0155,BA,A,B,0.0,0.0
java,full_rq0_seed42__rq0_0143__rq0_0271,AB,A,B,0.75,0.75
java,full_rq0_seed42__rq0_0143__rq0_0300,AB,B,A,-2.75,2.75
java,full_rq0_seed42__rq0_0144__rq0_0169,BA,A,B,4.25,4.25
java,full_rq0_seed42__rq0_0144__rq0_0300,BA,A,B,8.25,8.25
java,full_rq0_seed42__rq0_0145__rq0_0153,BA,B,A,-6.75,6.75
java,full_rq0_seed42__rq0_0146__rq0_0161,BA,A,B,9.75,9.75
java,full_rq0_seed42__rq0_0148__rq0_0179,BA,A,B,5.25,5.25
java,full_rq0_seed42__rq0_0148__rq0_0210,BA,A,B,3.5,3.5
java,full_rq0_seed42__rq0_0149__rq0_0151,AB,B,A,-7.25,7.25
java,full_rq0_seed42__rq0_0149__rq0_0151,BA,A,B,10.75,10.75
java,full_rq0_seed42__rq0_0149__rq0_0225,AB,B,A,-3.0,3.0
java,full_rq0_seed42__rq0_0149__rq0_0225,BA,A,B,11.0,11.0
java,full_rq0_seed42__rq0_0151__rq0_0285,AB,A,B,3.25,3.25
java,full_rq0_seed42__rq0_0151__rq0_0308,BA,B,A,-1.0,1.0
java,full_rq0_seed42__rq0_0152__rq0_0291,AB,B,A,-4.0,4.0
java,full_rq0_seed42__rq0_0152__rq0_0312,BA,A,B,1.5,1.5
java,full_rq0_seed42__rq0_0153__rq0_0196,AB,B,A,-10.75,10.75
java,full_rq0_seed42__rq0_0153__rq0_0196,BA,A,B,3.0,3.0
java,full_rq0_seed42__rq0_0153__rq0_0295,AB,B,A,-15.0,15.0
java,full_rq0_seed42__rq0_0153__rq0_0295,BA,A,B,13.0,13.0
java,full_rq0_seed42__rq0_0153__rq0_0308,AB,B,A,-7.5,7.5
java,full_rq0_seed42__rq0_0153__rq0_0308,BA,A,B,2.5,2.5
java,full_rq0_seed42__rq0_0153__rq0_0312,AB,B,A,-6.5,6.5
java,full_rq0_seed42__rq0_0153__rq0_0312,BA,A,B,4.5,4.5
