pair_id,language,difficulty,snippet_i,snippet_j,human_preference,valid,strict_choice,strict_correct,margin_AB,margin_BA,c,b,tie_c,boundary,bc_rule_evaluable,bc_valid_prediction,bc_rule_violation,d_choice,d_correct,ab_correct,ba_correct,ocr_correct,selected_model
full_rq0_seed42__rq0_0124__rq0_0224,java,medium,rq0_0124,rq0_0224,rq0_0224,True,rq0_0224,True,-17.25,8.75,-13.0,-4.25,False,False,True,True,False,rq0_0224,True,True,True,False,svr
full_rq0_seed42__rq0_0124__rq0_0248,java,medium,rq0_0124,rq0_0248,rq0_0248,True,rq0_0248,True,-9.75,4.5,-7.125,-2.625,False,False,True,True,False,rq0_0248,True,True,True,True,svr
full_rq0_seed42__rq0_0124__rq0_0288,java,medium,rq0_0124,rq0_0288,rq0_0288,True,rq0_0288,True,-20.5,0.75,-10.625,-9.875,False,False,True,True,False,rq0_0288,True,True,True,False,svr
full_rq0_seed42__rq0_0124__rq0_0300,java,medium,rq0_0124,rq0_0300,rq0_0124,True,rq0_0300,False,-17.5,5.0,-11.25,-6.25,False,False,True,True,False,rq0_0300,False,False,False,True,svr
full_rq0_seed42__rq0_0125__rq0_0175,java,medium,rq0_0125,rq0_0175,rq0_0175,True,rq0_0175,True,-13.5,16.25,-14.875,1.375,False,False,True,True,False,rq0_0175,True,True,True,True,svr
full_rq0_seed42__rq0_0125__rq0_0198,java,medium,rq0_0125,rq0_0198,rq0_0198,True,rq0_0198,True,-18.75,16.5,-17.625,-1.125,False,False,True,True,False,rq0_0198,True,True,True,True,svr
full_rq0_seed42__rq0_0125__rq0_0273,java,medium,rq0_0125,rq0_0273,rq0_0273,True,rq0_0273,True,-16.5,10.5,-13.5,-3.0,False,False,True,True,False,rq0_0273,True,True,True,True,svr
full_rq0_seed42__rq0_0126__rq0_0128,java,medium,rq0_0126,rq0_0128,rq0_0128,True,rq0_0128,True,-13.5,5.5,-9.5,-4.0,False,False,True,True,False,rq0_0128,True,True,True,False,svr
full_rq0_seed42__rq0_0126__rq0_0156,java,medium,rq0_0126,rq0_0156,rq0_0126,False,,False,2.25,2.0,0.125,2.125,False,False,True,False,False,rq0_0126,True,True,False,True,svr
full_rq0_seed42__rq0_0126__rq0_0193,java,medium,rq0_0126,rq0_0193,rq0_0126,False,,False,-8.0,-2.5,-2.75,-5.25,False,False,True,False,False,rq0_0193,False,False,True,True,svr
full_rq0_seed42__rq0_0126__rq0_0199,java,medium,rq0_0126,rq0_0199,rq0_0126,True,rq0_0199,False,-7.5,1.75,-4.625,-2.875,False,False,True,True,False,rq0_0199,False,False,False,False,svr
full_rq0_seed42__rq0_0126__rq0_0272,java,medium,rq0_0126,rq0_0272,rq0_0126,True,rq0_0272,False,-10.5,0.0,-5.25,-5.25,False,True,False,False,False,rq0_0272,False,False,False,False,svr
full_rq0_seed42__rq0_0126__rq0_0282,java,medium,rq0_0126,rq0_0282,rq0_0282,False,,False,-10.0,-0.5,-4.75,-5.25,False,False,True,False,False,rq0_0282,True,True,False,True,svr
full_rq0_seed42__rq0_0126__rq0_0287,java,medium,rq0_0126,rq0_0287,rq0_0287,False,,False,-7.75,-3.75,-2.0,-5.75,False,False,True,False,False,rq0_0287,True,True,False,False,svr
full_rq0_seed42__rq0_0127__rq0_0139,java,medium,rq0_0127,rq0_0139,rq0_0139,True,rq0_0127,False,9.75,-12.5,11.125,-1.375,False,False,True,True,False,rq0_0127,False,False,False,True,svr
full_rq0_seed42__rq0_0127__rq0_0191,java,medium,rq0_0127,rq0_0191,rq0_0191,True,rq0_0127,False,6.75,-7.25,7.0,-0.25,False,False,True,True,False,rq0_0127,False,False,False,False,svr
full_rq0_seed42__rq0_0127__rq0_0200,java,medium,rq0_0127,rq0_0200,rq0_0200,True,rq0_0127,False,15.5,-13.5,14.5,1.0,False,False,True,True,False,rq0_0127,False,False,False,False,svr
full_rq0_seed42__rq0_0127__rq0_0245,java,medium,rq0_0127,rq0_0245,rq0_0245,False,,False,1.0,0.5,0.25,0.75,False,False,True,False,False,rq0_0127,False,False,True,False,svr
full_rq0_seed42__rq0_0128__rq0_0177,java,medium,rq0_0128,rq0_0177,rq0_0128,True,rq0_0128,True,15.0,-7.5,11.25,3.75,False,False,True,True,False,rq0_0128,True,True,True,True,svr
full_rq0_seed42__rq0_0128__rq0_0178,java,medium,rq0_0128,rq0_0178,rq0_0128,True,rq0_0128,True,6.75,-8.0,7.375,-0.625,False,False,True,True,False,rq0_0128,True,True,True,True,svr
full_rq0_seed42__rq0_0128__rq0_0189,java,medium,rq0_0128,rq0_0189,rq0_0128,True,rq0_0128,True,1.0,-15.0,8.0,-7.0,False,False,True,True,False,rq0_0128,True,True,True,False,svr
full_rq0_seed42__rq0_0128__rq0_0209,java,medium,rq0_0128,rq0_0209,rq0_0128,True,rq0_0209,False,-7.75,2.0,-4.875,-2.875,False,False,True,True,False,rq0_0209,False,False,False,False,svr
full_rq0_seed42__rq0_0129__rq0_0139,java,medium,rq0_0129,rq0_0139,rq0_0129,False,,False,-7.5,-1.75,-2.875,-4.625,False,False,True,False,False,rq0_0139,False,False,True,False,svr
full_rq0_seed42__rq0_0129__rq0_0222,java,medium,rq0_0129,rq0_0222,rq0_0222,True,rq0_0222,True,-5.0,8.25,-6.625,1.625,False,False,True,True,False,rq0_0222,True,True,True,False,svr
full_rq0_seed42__rq0_0129__rq0_0228,java,medium,rq0_0129,rq0_0228,rq0_0129,True,rq0_0228,False,-5.25,5.75,-5.5,0.25,False,False,True,True,False,rq0_0228,False,False,False,False,svr
full_rq0_seed42__rq0_0129__rq0_0245,java,medium,rq0_0129,rq0_0245,rq0_0129,True,rq0_0245,False,-9.5,8.5,-9.0,-0.5,False,False,True,True,False,rq0_0245,False,False,False,True,svr
full_rq0_seed42__rq0_0129__rq0_0297,java,medium,rq0_0129,rq0_0297,rq0_0297,True,rq0_0129,False,4.5,-3.25,3.875,0.625,False,False,True,True,False,rq0_0129,False,False,False,True,svr
full_rq0_seed42__rq0_0130__rq0_0134,java,medium,rq0_0130,rq0_0134,rq0_0134,True,rq0_0130,False,9.75,-14.25,12.0,-2.25,False,False,True,True,False,rq0_0130,False,False,False,False,svr
full_rq0_seed42__rq0_0130__rq0_0145,java,medium,rq0_0130,rq0_0145,rq0_0130,True,rq0_0130,True,11.0,-11.25,11.125,-0.125,False,False,True,True,False,rq0_0130,True,True,True,True,svr
full_rq0_seed42__rq0_0130__rq0_0151,java,medium,rq0_0130,rq0_0151,rq0_0130,True,rq0_0130,True,13.25,-12.75,13.0,0.25,False,False,True,True,False,rq0_0130,True,True,True,True,svr
full_rq0_seed42__rq0_0130__rq0_0159,java,medium,rq0_0130,rq0_0159,rq0_0159,True,rq0_0159,True,-0.25,5.75,-3.0,2.75,False,False,True,True,False,rq0_0159,True,True,True,False,svr
full_rq0_seed42__rq0_0130__rq0_0206,java,medium,rq0_0130,rq0_0206,rq0_0206,True,rq0_0130,False,9.75,-6.0,7.875,1.875,False,False,True,True,False,rq0_0130,False,False,False,False,svr
full_rq0_seed42__rq0_0130__rq0_0272,java,medium,rq0_0130,rq0_0272,rq0_0272,True,rq0_0130,False,8.75,-5.25,7.0,1.75,False,False,True,True,False,rq0_0130,False,False,False,True,svr
full_rq0_seed42__rq0_0130__rq0_0292,java,medium,rq0_0130,rq0_0292,rq0_0130,True,rq0_0130,True,10.0,-19.25,14.625,-4.625,False,False,True,True,False,rq0_0130,True,True,True,True,svr
full_rq0_seed42__rq0_0131__rq0_0172,java,medium,rq0_0131,rq0_0172,rq0_0131,False,,False,-2.25,-9.25,3.5,-5.75,False,False,True,False,False,rq0_0131,True,False,True,True,svr
full_rq0_seed42__rq0_0132__rq0_0176,java,medium,rq0_0132,rq0_0176,rq0_0176,True,rq0_0176,True,-6.0,3.25,-4.625,-1.375,False,False,True,True,False,rq0_0176,True,True,True,False,svr
full_rq0_seed42__rq0_0132__rq0_0205,java,medium,rq0_0132,rq0_0205,rq0_0205,False,,False,1.75,9.75,-4.0,5.75,False,False,True,False,False,rq0_0205,True,False,True,False,svr
full_rq0_seed42__rq0_0132__rq0_0216,java,medium,rq0_0132,rq0_0216,rq0_0216,True,rq0_0216,True,-1.25,0.75,-1.0,-0.25,False,False,True,True,False,rq0_0216,True,True,True,False,svr
full_rq0_seed42__rq0_0132__rq0_0226,java,medium,rq0_0132,rq0_0226,rq0_0226,False,,False,-1.75,-4.5,1.375,-3.125,False,False,True,False,False,rq0_0132,False,True,False,False,svr
full_rq0_seed42__rq0_0132__rq0_0232,java,medium,rq0_0132,rq0_0232,rq0_0132,False,,False,3.0,14.0,-5.5,8.5,False,False,True,False,False,rq0_0232,False,True,False,True,svr
full_rq0_seed42__rq0_0132__rq0_0252,java,medium,rq0_0132,rq0_0252,rq0_0252,True,rq0_0132,False,9.25,-0.5,4.875,4.375,False,False,True,True,False,rq0_0132,False,False,False,True,svr
full_rq0_seed42__rq0_0132__rq0_0270,java,medium,rq0_0132,rq0_0270,rq0_0270,True,rq0_0270,True,-9.5,14.25,-11.875,2.375,False,False,True,True,False,rq0_0270,True,True,True,False,svr
full_rq0_seed42__rq0_0132__rq0_0292,java,medium,rq0_0132,rq0_0292,rq0_0132,True,rq0_0132,True,15.0,-10.5,12.75,2.25,False,False,True,True,False,rq0_0132,True,True,True,True,svr
full_rq0_seed42__rq0_0133__rq0_0177,java,medium,rq0_0133,rq0_0177,rq0_0177,True,rq0_0133,False,16.25,-10.75,13.5,2.75,False,False,True,True,False,rq0_0133,False,False,False,False,svr
full_rq0_seed42__rq0_0133__rq0_0215,java,medium,rq0_0133,rq0_0215,rq0_0215,True,rq0_0133,False,12.75,-9.0,10.875,1.875,False,False,True,True,False,rq0_0133,False,False,False,True,svr
full_rq0_seed42__rq0_0133__rq0_0237,java,medium,rq0_0133,rq0_0237,rq0_0133,True,rq0_0133,True,11.75,-14.5,13.125,-1.375,False,False,True,True,False,rq0_0133,True,True,True,True,svr
full_rq0_seed42__rq0_0133__rq0_0268,java,medium,rq0_0133,rq0_0268,rq0_0133,True,rq0_0133,True,4.5,-14.75,9.625,-5.125,False,False,True,True,False,rq0_0133,True,True,True,False,svr
full_rq0_seed42__rq0_0134__rq0_0177,java,medium,rq0_0134,rq0_0177,rq0_0177,False,,False,3.25,3.5,-0.125,3.375,False,False,True,False,False,rq0_0177,True,False,True,False,svr
full_rq0_seed42__rq0_0134__rq0_0241,java,medium,rq0_0134,rq0_0241,rq0_0134,True,rq0_0241,False,-12.75,2.75,-7.75,-5.0,False,False,True,True,False,rq0_0241,False,False,False,True,svr
full_rq0_seed42__rq0_0134__rq0_0280,java,medium,rq0_0134,rq0_0280,rq0_0280,True,rq0_0280,True,-7.5,7.75,-7.625,0.125,False,False,True,True,False,rq0_0280,True,True,True,False,svr
full_rq0_seed42__rq0_0136__rq0_0155,java,medium,rq0_0136,rq0_0155,rq0_0155,True,rq0_0136,False,7.75,-2.25,5.0,2.75,False,False,True,True,False,rq0_0136,False,False,False,True,svr
full_rq0_seed42__rq0_0136__rq0_0236,java,medium,rq0_0136,rq0_0236,rq0_0236,True,rq0_0136,False,2.5,-9.5,6.0,-3.5,False,False,True,True,False,rq0_0136,False,False,False,True,svr
full_rq0_seed42__rq0_0137__rq0_0147,java,medium,rq0_0137,rq0_0147,rq0_0147,True,rq0_0147,True,-1.5,6.25,-3.875,2.375,False,False,True,True,False,rq0_0147,True,True,True,False,svr
full_rq0_seed42__rq0_0137__rq0_0167,java,medium,rq0_0137,rq0_0167,rq0_0137,True,rq0_0167,False,-9.5,7.0,-8.25,-1.25,False,False,True,True,False,rq0_0167,False,False,False,True,svr
full_rq0_seed42__rq0_0137__rq0_0190,java,medium,rq0_0137,rq0_0190,rq0_0137,True,rq0_0137,True,0.5,-14.5,7.5,-7.0,False,False,True,True,False,rq0_0137,True,True,True,True,svr
full_rq0_seed42__rq0_0137__rq0_0224,java,medium,rq0_0137,rq0_0224,rq0_0224,True,rq0_0224,True,-5.75,2.0,-3.875,-1.875,False,False,True,True,False,rq0_0224,True,True,True,False,svr
full_rq0_seed42__rq0_0137__rq0_0306,java,medium,rq0_0137,rq0_0306,rq0_0306,False,,False,-10.0,-14.0,2.0,-12.0,False,False,True,False,False,rq0_0137,False,True,False,True,svr
full_rq0_seed42__rq0_0138__rq0_0170,java,medium,rq0_0138,rq0_0170,rq0_0170,True,rq0_0170,True,-15.25,9.5,-12.375,-2.875,False,False,True,True,False,rq0_0170,True,True,True,True,svr
full_rq0_seed42__rq0_0138__rq0_0311,java,medium,rq0_0138,rq0_0311,rq0_0311,True,rq0_0311,True,-7.75,8.25,-8.0,0.25,False,False,True,True,False,rq0_0311,True,True,True,False,svr
full_rq0_seed42__rq0_0139__rq0_0160,java,medium,rq0_0139,rq0_0160,rq0_0160,False,,False,-2.0,-4.5,1.25,-3.25,False,False,True,False,False,rq0_0139,False,True,False,True,svr
full_rq0_seed42__rq0_0139__rq0_0172,java,medium,rq0_0139,rq0_0172,rq0_0172,False,,False,-2.5,-11.0,4.25,-6.75,False,False,True,False,False,rq0_0139,False,True,False,True,svr
full_rq0_seed42__rq0_0139__rq0_0257,java,medium,rq0_0139,rq0_0257,rq0_0257,True,rq0_0139,False,10.75,-16.0,13.375,-2.625,False,False,True,True,False,rq0_0139,False,False,False,True,svr
full_rq0_seed42__rq0_0140__rq0_0154,java,medium,rq0_0140,rq0_0154,rq0_0154,False,,False,7.5,3.5,2.0,5.5,False,False,True,False,False,rq0_0140,False,False,True,False,svr
full_rq0_seed42__rq0_0140__rq0_0169,java,medium,rq0_0140,rq0_0169,rq0_0140,True,rq0_0169,False,-0.25,4.25,-2.25,2.0,False,False,True,True,False,rq0_0169,False,False,False,False,svr
full_rq0_seed42__rq0_0140__rq0_0208,java,medium,rq0_0140,rq0_0208,rq0_0208,True,rq0_0208,True,-15.75,14.25,-15.0,-0.75,False,False,True,True,False,rq0_0208,True,True,True,True,svr
full_rq0_seed42__rq0_0141__rq0_0202,java,medium,rq0_0141,rq0_0202,rq0_0202,True,rq0_0141,False,11.5,-17.75,14.625,-3.125,False,False,True,True,False,rq0_0141,False,False,False,False,svr
full_rq0_seed42__rq0_0142__rq0_0178,java,medium,rq0_0142,rq0_0178,rq0_0178,True,rq0_0142,False,11.75,-9.75,10.75,1.0,False,False,True,True,False,rq0_0142,False,False,False,True,svr
full_rq0_seed42__rq0_0142__rq0_0230,java,medium,rq0_0142,rq0_0230,rq0_0230,True,rq0_0142,False,0.5,-2.5,1.5,-1.0,False,False,True,True,False,rq0_0142,False,False,False,False,svr
full_rq0_seed42__rq0_0142__rq0_0254,java,medium,rq0_0142,rq0_0254,rq0_0142,True,rq0_0142,True,14.25,-0.75,7.5,6.75,False,False,True,True,False,rq0_0142,True,True,True,False,svr
full_rq0_seed42__rq0_0143__rq0_0154,java,medium,rq0_0143,rq0_0154,rq0_0154,True,rq0_0143,False,8.75,-3.75,6.25,2.5,False,False,True,True,False,rq0_0143,False,False,False,False,svr
full_rq0_seed42__rq0_0143__rq0_0162,java,medium,rq0_0143,rq0_0162,rq0_0143,True,rq0_0143,True,11.0,-7.5,9.25,1.75,False,False,True,True,False,rq0_0143,True,True,True,True,svr
full_rq0_seed42__rq0_0143__rq0_0233,java,medium,rq0_0143,rq0_0233,rq0_0143,False,,False,-4.75,-10.0,2.625,-7.375,False,False,True,False,False,rq0_0143,True,False,True,True,svr
full_rq0_seed42__rq0_0143__rq0_0284,java,medium,rq0_0143,rq0_0284,rq0_0143,False,,False,-4.0,-5.75,0.875,-4.875,False,False,True,False,False,rq0_0143,True,False,True,True,svr
full_rq0_seed42__rq0_0143__rq0_0303,java,medium,rq0_0143,rq0_0303,rq0_0143,True,rq0_0143,True,1.0,-9.5,5.25,-4.25,False,False,True,True,False,rq0_0143,True,True,True,True,svr
full_rq0_seed42__rq0_0144__rq0_0181,java,medium,rq0_0144,rq0_0181,rq0_0144,False,,False,3.5,9.0,-2.75,6.25,False,False,True,False,False,rq0_0181,False,True,False,False,svr
full_rq0_seed42__rq0_0144__rq0_0187,java,medium,rq0_0144,rq0_0187,rq0_0144,False,,False,-1.5,-3.0,0.75,-2.25,False,False,True,False,False,rq0_0144,True,False,True,True,svr
full_rq0_seed42__rq0_0144__rq0_0268,java,medium,rq0_0144,rq0_0268,rq0_0144,True,rq0_0268,False,-12.0,7.75,-9.875,-2.125,False,False,True,True,False,rq0_0268,False,False,False,False,svr
full_rq0_seed42__rq0_0144__rq0_0301,java,medium,rq0_0144,rq0_0301,rq0_0144,True,rq0_0144,True,3.5,-9.25,6.375,-2.875,False,False,True,True,False,rq0_0144,True,True,True,True,svr
full_rq0_seed42__rq0_0144__rq0_0306,java,medium,rq0_0144,rq0_0306,rq0_0306,False,,False,-10.5,-2.5,-4.0,-6.5,False,False,True,False,False,rq0_0306,True,True,False,True,svr
full_rq0_seed42__rq0_0145__rq0_0254,java,medium,rq0_0145,rq0_0254,rq0_0254,True,rq0_0145,False,15.5,-8.75,12.125,3.375,False,False,True,True,False,rq0_0145,False,False,False,False,svr
full_rq0_seed42__rq0_0145__rq0_0293,java,medium,rq0_0145,rq0_0293,rq0_0293,False,,False,11.5,3.0,4.25,7.25,False,False,True,False,False,rq0_0145,False,False,True,True,svr
full_rq0_seed42__rq0_0145__rq0_0308,java,medium,rq0_0145,rq0_0308,rq0_0308,False,,False,3.75,0.75,1.5,2.25,False,False,True,False,False,rq0_0145,False,False,True,True,svr
full_rq0_seed42__rq0_0146__rq0_0156,java,medium,rq0_0146,rq0_0156,rq0_0146,True,rq0_0156,False,-2.25,15.75,-9.0,6.75,False,False,True,True,False,rq0_0156,False,False,False,False,svr
full_rq0_seed42__rq0_0146__rq0_0191,java,medium,rq0_0146,rq0_0191,rq0_0146,True,rq0_0191,False,-14.5,14.25,-14.375,-0.125,False,False,True,True,False,rq0_0191,False,False,False,False,svr
full_rq0_seed42__rq0_0146__rq0_0248,java,medium,rq0_0146,rq0_0248,rq0_0248,True,rq0_0248,True,-13.5,14.25,-13.875,0.375,False,False,True,True,False,rq0_0248,True,True,True,True,svr
full_rq0_seed42__rq0_0146__rq0_0307,java,medium,rq0_0146,rq0_0307,rq0_0146,True,rq0_0307,False,-12.0,16.25,-14.125,2.125,False,False,True,True,False,rq0_0307,False,False,False,False,svr
full_rq0_seed42__rq0_0147__rq0_0234,java,medium,rq0_0147,rq0_0234,rq0_0147,True,rq0_0147,True,3.75,-11.25,7.5,-3.75,False,False,True,True,False,rq0_0147,True,True,True,False,svr
full_rq0_seed42__rq0_0148__rq0_0180,java,medium,rq0_0148,rq0_0180,rq0_0148,True,rq0_0180,False,-15.0,14.25,-14.625,-0.375,False,False,True,True,False,rq0_0180,False,False,False,False,svr
full_rq0_seed42__rq0_0148__rq0_0199,java,medium,rq0_0148,rq0_0199,rq0_0199,True,rq0_0199,True,-11.75,8.75,-10.25,-1.5,False,False,True,True,False,rq0_0199,True,True,True,True,svr
full_rq0_seed42__rq0_0148__rq0_0204,java,medium,rq0_0148,rq0_0204,rq0_0204,True,rq0_0204,True,-12.75,8.25,-10.5,-2.25,False,False,True,True,False,rq0_0204,True,True,True,True,svr
full_rq0_seed42__rq0_0148__rq0_0216,java,medium,rq0_0148,rq0_0216,rq0_0216,True,rq0_0216,True,-14.25,8.0,-11.125,-3.125,False,False,True,True,False,rq0_0216,True,True,True,False,svr
full_rq0_seed42__rq0_0148__rq0_0223,java,medium,rq0_0148,rq0_0223,rq0_0223,True,rq0_0223,True,-18.5,11.0,-14.75,-3.75,False,False,True,True,False,rq0_0223,True,True,True,False,svr
full_rq0_seed42__rq0_0148__rq0_0263,java,medium,rq0_0148,rq0_0263,rq0_0148,True,rq0_0263,False,-9.5,1.25,-5.375,-4.125,False,False,True,True,False,rq0_0263,False,False,False,False,svr
full_rq0_seed42__rq0_0148__rq0_0277,java,medium,rq0_0148,rq0_0277,rq0_0148,True,rq0_0277,False,-11.0,11.25,-11.125,0.125,False,False,True,True,False,rq0_0277,False,False,False,True,svr
full_rq0_seed42__rq0_0148__rq0_0298,java,medium,rq0_0148,rq0_0298,rq0_0148,True,rq0_0298,False,-18.75,7.0,-12.875,-5.875,False,False,True,True,False,rq0_0298,False,False,False,True,svr
full_rq0_seed42__rq0_0149__rq0_0285,java,medium,rq0_0149,rq0_0285,rq0_0285,True,rq0_0285,True,-0.75,10.75,-5.75,5.0,False,False,True,True,False,rq0_0285,True,True,True,True,svr
full_rq0_seed42__rq0_0150__rq0_0157,java,medium,rq0_0150,rq0_0157,rq0_0150,True,rq0_0157,False,-10.75,4.5,-7.625,-3.125,False,False,True,True,False,rq0_0157,False,False,False,True,svr
full_rq0_seed42__rq0_0151__rq0_0214,java,medium,rq0_0151,rq0_0214,rq0_0214,True,rq0_0214,True,-8.25,8.25,-8.25,0.0,False,False,True,True,False,rq0_0214,True,True,True,True,svr
full_rq0_seed42__rq0_0151__rq0_0301,java,medium,rq0_0151,rq0_0301,rq0_0301,True,rq0_0151,False,2.0,-10.5,6.25,-4.25,False,False,True,True,False,rq0_0151,False,False,False,True,svr
full_rq0_seed42__rq0_0151__rq0_0309,java,medium,rq0_0151,rq0_0309,rq0_0309,True,rq0_0309,True,-13.0,6.5,-9.75,-3.25,False,False,True,True,False,rq0_0309,True,True,True,True,svr
full_rq0_seed42__rq0_0152__rq0_0274,java,medium,rq0_0152,rq0_0274,rq0_0274,True,rq0_0274,True,-6.75,4.75,-5.75,-1.0,False,False,True,True,False,rq0_0274,True,True,True,True,svr
full_rq0_seed42__rq0_0153__rq0_0241,java,medium,rq0_0153,rq0_0241,rq0_0241,True,rq0_0241,True,-4.75,5.75,-5.25,0.5,False,False,True,True,False,rq0_0241,True,True,True,False,svr
full_rq0_seed42__rq0_0154__rq0_0252,java,medium,rq0_0154,rq0_0252,rq0_0154,True,rq0_0252,False,-0.75,4.75,-2.75,2.0,False,False,True,True,False,rq0_0252,False,False,False,False,svr
full_rq0_seed42__rq0_0154__rq0_0272,java,medium,rq0_0154,rq0_0272,rq0_0154,True,rq0_0272,False,-6.75,14.75,-10.75,4.0,False,False,True,True,False,rq0_0272,False,False,False,False,svr
full_rq0_seed42__rq0_0155__rq0_0272,java,medium,rq0_0155,rq0_0272,rq0_0155,True,rq0_0155,True,0.0,-11.25,5.625,-5.625,False,True,False,False,False,rq0_0155,True,True,True,False,svr
full_rq0_seed42__rq0_0156__rq0_0189,java,medium,rq0_0156,rq0_0189,rq0_0189,True,rq0_0156,False,1.0,-0.75,0.875,0.125,False,False,True,True,False,rq0_0156,False,False,False,True,svr
full_rq0_seed42__rq0_0156__rq0_0274,java,medium,rq0_0156,rq0_0274,rq0_0156,False,,False,2.25,3.25,-0.5,2.75,False,False,True,False,False,rq0_0274,False,True,False,False,svr
full_rq0_seed42__rq0_0156__rq0_0281,java,medium,rq0_0156,rq0_0281,rq0_0156,True,rq0_0281,False,-8.25,9.75,-9.0,0.75,False,False,True,True,False,rq0_0281,False,False,False,True,svr
full_rq0_seed42__rq0_0157__rq0_0215,java,medium,rq0_0157,rq0_0215,rq0_0215,True,rq0_0215,True,-12.75,4.25,-8.5,-4.25,False,False,True,True,False,rq0_0215,True,True,True,True,svr
full_rq0_seed42__rq0_0157__rq0_0229,java,medium,rq0_0157,rq0_0229,rq0_0157,True,rq0_0229,False,-8.25,7.25,-7.75,-0.5,False,False,True,True,False,rq0_0229,False,False,False,False,svr
full_rq0_seed42__rq0_0157__rq0_0248,java,medium,rq0_0157,rq0_0248,rq0_0248,True,rq0_0248,True,-3.5,0.75,-2.125,-1.375,False,False,True,True,False,rq0_0248,True,True,True,True,svr
full_rq0_seed42__rq0_0157__rq0_0253,java,medium,rq0_0157,rq0_0253,rq0_0157,True,rq0_0157,True,10.0,-8.75,9.375,0.625,False,False,True,True,False,rq0_0157,True,True,True,True,svr
full_rq0_seed42__rq0_0157__rq0_0288,java,medium,rq0_0157,rq0_0288,rq0_0288,True,rq0_0288,True,-9.5,4.25,-6.875,-2.625,False,False,True,True,False,rq0_0288,True,True,True,False,svr
full_rq0_seed42__rq0_0158__rq0_0180,java,medium,rq0_0158,rq0_0180,rq0_0180,True,rq0_0180,True,-15.5,0.75,-8.125,-7.375,False,False,True,True,False,rq0_0180,True,True,True,True,svr
full_rq0_seed42__rq0_0158__rq0_0232,java,medium,rq0_0158,rq0_0232,rq0_0232,True,rq0_0232,True,-12.75,4.0,-8.375,-4.375,False,False,True,True,False,rq0_0232,True,True,True,False,svr
full_rq0_seed42__rq0_0159__rq0_0245,java,medium,rq0_0159,rq0_0245,rq0_0159,True,rq0_0159,True,0.5,-12.0,6.25,-5.75,False,False,True,True,False,rq0_0159,True,True,True,False,svr
full_rq0_seed42__rq0_0159__rq0_0250,java,medium,rq0_0159,rq0_0250,rq0_0250,False,,False,0.25,5.25,-2.5,2.75,False,False,True,False,False,rq0_0250,True,False,True,True,svr
full_rq0_seed42__rq0_0159__rq0_0254,java,medium,rq0_0159,rq0_0254,rq0_0159,True,rq0_0159,True,13.75,-14.25,14.0,-0.25,False,False,True,True,False,rq0_0159,True,True,True,False,svr
full_rq0_seed42__rq0_0159__rq0_0267,java,medium,rq0_0159,rq0_0267,rq0_0159,True,rq0_0159,True,15.5,-20.25,17.875,-2.375,False,False,True,True,False,rq0_0159,True,True,True,False,svr
full_rq0_seed42__rq0_0159__rq0_0281,java,medium,rq0_0159,rq0_0281,rq0_0159,True,rq0_0159,True,0.75,-3.25,2.0,-1.25,False,False,True,True,False,rq0_0159,True,True,True,False,svr
full_rq0_seed42__rq0_0160__rq0_0199,java,medium,rq0_0160,rq0_0199,rq0_0199,False,,False,1.5,7.5,-3.0,4.5,False,False,True,False,False,rq0_0199,True,False,True,True,svr
full_rq0_seed42__rq0_0160__rq0_0241,java,medium,rq0_0160,rq0_0241,rq0_0160,False,,False,3.0,4.75,-0.875,3.875,False,False,True,False,False,rq0_0241,False,True,False,True,svr
full_rq0_seed42__rq0_0160__rq0_0271,java,medium,rq0_0160,rq0_0271,rq0_0271,False,,False,7.0,0.0,3.5,3.5,False,True,False,False,False,rq0_0160,False,False,True,False,svr
full_rq0_seed42__rq0_0161__rq0_0239,java,medium,rq0_0161,rq0_0239,rq0_0161,True,rq0_0239,False,-6.0,5.75,-5.875,-0.125,False,False,True,True,False,rq0_0239,False,False,False,False,svr
full_rq0_seed42__rq0_0161__rq0_0259,java,medium,rq0_0161,rq0_0259,rq0_0161,False,,False,-10.25,-0.25,-5.0,-5.25,False,False,True,False,False,rq0_0259,False,False,True,False,svr
full_rq0_seed42__rq0_0162__rq0_0195,java,medium,rq0_0162,rq0_0195,rq0_0162,True,rq0_0195,False,-14.75,10.25,-12.5,-2.25,False,False,True,True,False,rq0_0195,False,False,False,True,svr
full_rq0_seed42__rq0_0162__rq0_0240,java,medium,rq0_0162,rq0_0240,rq0_0240,True,rq0_0240,True,-10.5,10.75,-10.625,0.125,False,False,True,True,False,rq0_0240,True,True,True,False,svr
full_rq0_seed42__rq0_0162__rq0_0270,java,medium,rq0_0162,rq0_0270,rq0_0270,True,rq0_0270,True,-12.5,14.75,-13.625,1.125,False,False,True,True,False,rq0_0270,True,True,True,False,svr
full_rq0_seed42__rq0_0162__rq0_0285,java,medium,rq0_0162,rq0_0285,rq0_0162,True,rq0_0285,False,-3.0,11.25,-7.125,4.125,False,False,True,True,False,rq0_0285,False,False,False,False,svr
full_rq0_seed42__rq0_0162__rq0_0298,java,medium,rq0_0162,rq0_0298,rq0_0162,True,rq0_0298,False,-11.5,9.25,-10.375,-1.125,False,False,True,True,False,rq0_0298,False,False,False,True,svr
