snippet_id,language,image_path,image_sha256,width,height,pixel_std_mean,nonconstant
dorn_cuda_107,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_107.png,a72cbfda174fe62408b8780b18f1729139f52d6f684b161972bb033f0b9dcc7d,1028,230,34.66940067585481,True
dorn_cuda_108,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_108.png,aac307e2f8586b0a18c84a9af8f79316acb725b72536ecf9903ac0937832a70d,1028,1406,49.78236439846459,True
dorn_cuda_109,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_109.png,87f11ca5d2ad8da432db5879921450f31e9e24b02e66a65b3f5bbd09430ae8e8,1028,188,19.462253281161555,True
dorn_cuda_110,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_110.png,c48d7b8cfd9cca884fef24c292b432c7ddb488a9427dbed030d2927e377d1811,1028,1343,49.296258508087135,True
dorn_cuda_111,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_111.png,7cac1e87bffe0162b9c32cf10463941055605ec802494f5085a05b6ab734ca29,1028,650,30.908920847842793,True
dorn_cuda_112,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_112.png,13878127b6019f2b43979e579215edc667e6961e57e630f0d25c7c398d18aea2,1028,1070,35.46708608605109,True
dorn_cuda_113,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_113.png,1ebb7cd69f10d8cf9ac6648502530b53e6ce52b9d1650a5df1c68c4ed4b77f60,1028,1175,40.14062690701065,True
dorn_cuda_114,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_114.png,77f492701d673fdc2e5a252998844bdf1bb26d1458b38dcb6c6e3ea6f290ac2a,1028,1406,49.112940349763335,True
dorn_cuda_115,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_115.png,eb96d67f35f9f4c5c279450961d878eb9059b891773d27efdcd4c2af1e7bae79,1028,881,50.41514296427229,True
dorn_cuda_116,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_116.png,4f0c64fab2b533780958fbffba362f4a15d9b7a2ae4a886d13c5927141774609,1028,650,41.27704786448607,True
dorn_cuda_117,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_117.png,6aeeb218bf779c134320387e232d3eebb6eb1f8206fe67222ee08cd318759f43,1028,734,44.73426963337448,True
dorn_cuda_118,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_118.png,5a718c7e141317470e5a5df0c3d1b2be01c11be17fc55a2416c89ef00174d9f0,1028,293,41.757818024580715,True
dorn_cuda_119,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_119.png,7898ed11774032f75ee7c1c8b498bbe14b4856ee6dca5a2411c3bb819bfe5f79,1028,650,29.988151027957997,True
dorn_python_000,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_000.png,d2f6b47f76c86cdbc7a97d2fb6573cd938ed418a389e55f46e349ab2c4b7ef23,1028,692,41.020520850325,True
dorn_python_001,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_001.png,02bc8cd6486d8b352c755cfe24db85ce32b3c84f824f0a2a259f388947fb0923,1028,230,30.526913172177803,True
dorn_python_002,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_002.png,08ee687f9b66932fb19387845c185a7389d069e77c597ad57d64c82231d7e716,1028,1070,36.15012390208134,True
dorn_python_003,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_003.png,b6fd8a21b7a8acadd3b6d30a6d34a9e30ea9060dc92f2df41ec9f49f334c3e67,1028,1091,47.00956967914029,True
dorn_python_004,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_004.png,ffc7cb089c765b60f4b5daa6ffe2ceac6dc95b9da5594f62193f2c26255025a2,1028,1091,41.694250345499704,True
dorn_python_005,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_005.png,606097dcda392e5285deef434449d5c21281f1d52ac4af9a3d5562e7cb0eaccd,1028,1070,33.91785785635103,True
dorn_python_006,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_006.png,7cdcbc80a22f006df29e71adbe4da9a9ebe1a2e9ce19086cecbff8ee17fa458a,1028,734,35.760495091231896,True
dorn_python_007,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_007.png,fbb0a0e6694fc9b8ab2f566c0d9b1b76d19db91d75d8630734584d12e3b8ebaf,1028,230,42.38726770880144,True
dorn_python_008,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_008.png,fef8c0a0db0c051e3dd6650ac8ea9afd7661951c0bdea6a9b2ae7264af315eba,1028,1070,42.08497200538767,True
dorn_python_009,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_009.png,2392a7fa84a75167e321d6b83d022b3f380ae52c4cad4bcc4dce14eaf58c6d6c,1028,1091,41.49890108529984,True
dorn_python_010,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_010.png,d517c41f9f7c2bbb51e37dc9333e6aba1bc840e83e5187471386b4926223057e,1028,650,35.359822123955176,True
dorn_python_011,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_011.png,6233196b228df1a8e8cc7257d492575aaa8f97da9d492e64bf8d4c850852c660,1028,209,33.857863375765945,True
dorn_python_012,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_012.png,d0e8acf1de7044da0066b4442ae19c38b8cbee66c12531326edfd8de8c575390,1028,650,36.934261403555944,True
dorn_python_013,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_013.png,43ed54a319c8e5124c778c581f9775b38a71d45c0b07db2d6989feefcd3016f6,1028,230,30.07050203609212,True
dorn_python_014,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_014.png,3c3011bdb58bd2c3f13130b558393d9d88e6807ffa9c84ac60c020d6aeeeffd9,1028,650,40.78560523651523,True
dorn_python_015,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_015.png,9c22530024f03c8a73eafe64b6f7a2ec2f556da18e3b8590becb38105d48038f,1028,650,29.729883714876237,True
dorn_python_016,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_016.png,220e616c393a3c61f07c39d776215bf33630a72169d0cc0017c3534a267a3732,1028,650,40.51679503904074,True
dorn_python_017,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_017.png,1d4c4f21eee8cf23e073752031c1e4f65de43772996e2f8294037d15491b2b9f,1028,1070,40.54423901435613,True
dorn_python_018,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_018.png,5eec89f0f7072a67a3c6c142da07cc85b823ae9a3e9c2a49ac3e3bae6e94e520,1028,1028,37.05772301081944,True
dorn_python_019,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_019.png,0a313eeacdf49f33ed3bee3d42f01c736d1c3852a957564ae09c0ee941846884,1028,1154,48.70224485734516,True
dorn_python_020,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_020.png,f900c5dd9897b43c274a3a86e44cb29d65f2b50936693130b46ced24cc1d5de3,1028,251,37.53583379411685,True
dorn_python_021,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_021.png,641f1762d96b5b6ba951378599ab381f791af7cc63a23188d43c575f0d76263d,1028,188,32.8467563882001,True
dorn_python_022,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_022.png,8a8ac327bcb329a276151b0d25a6989996d87082979549d189ae5e9567a1be1f,1028,629,34.60410636768746,True
dorn_python_023,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_023.png,9247c285779bf7b49e1365f6c00e18248bd8979133fb9b68c0c44fee5dee7d3d,1028,230,47.23439246281905,True
dorn_python_024,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_024.png,42c18d70bd86eb7f1b9bcdfa1f2586ed47f966beaebd96dc7e1a846e0b00c890,1028,230,31.692498237632293,True
dorn_python_025,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_025.png,1382b9946fc312b77b9f2a64b363af5cb0211adc1f1a195828c915c3c99a9e11,1028,188,30.193191542864042,True
dorn_python_026,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_026.png,6f1eabcf2ffaafbfe19cec1265e822b9cccb778dee882a32f479e93e147dbafc,1028,629,37.51801404834498,True
dorn_python_027,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_027.png,fc51d438a2c98959d7c16b97369585fe6383b8f296c681a0952328d6bea619e7,1028,209,25.55993047166274,True
dorn_python_028,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_028.png,7756bb0ff6ea5ba941dd59bff10e9bcbf1f34bf8349d6aa098643b7ca776ee7e,1028,209,49.79620513632788,True
dorn_python_029,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_029.png,ccbb151dd462987c1cd3f2a5ab2a7913c24d1d16b950b6a9e082ffcc7afdcc5c,1028,629,41.231027084170016,True
dorn_python_030,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_030.png,8aa68628c5bc555cbaca5b9763af67a1a024c569beb264886c5f5f8c4ee0f7be,1028,1091,34.04679866526762,True
dorn_python_031,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_031.png,eff154740b2763ff98a52490555005247eebc04c30e26acbabf1d1076f39d8a5,1028,1049,31.412632722012432,True
dorn_python_032,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_032.png,97c77e0c29d6c28431f8c373cfda9889a9aab63f7d3d9e7d8ef97647c1e7eb06,1028,671,31.815175482910643,True
dorn_python_033,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_033.png,c3d032f573d259b669d4a41b008c392014d559301c794e39d3d6d5fe0548fc2d,1028,230,47.05670492827776,True
dorn_python_034,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_034.png,06ef095a89978e0849ac7649b2b90421acbf902e33a87f708af598f30f01175f,1028,629,31.437109011351414,True
dorn_python_035,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_035.png,f38a9104594b15b059dc39cc1cada4c047ecccdfef395b5ae864515dc60f1277,1028,1112,34.62526891993485,True
dorn_python_036,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_036.png,0a8a928a213bda9b29cfb80d800b2044a226fa0a3f05c3e645fc5f66ad3836e2,1028,1070,38.322053901680846,True
dorn_python_037,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_037.png,d8d7a630678077defea8e12089bb8d6225bbcf57a0567d5862222b5d7a7d842d,1028,671,47.100481773269244,True
dorn_python_038,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_038.png,9bece469820655e75e48ddbb7d4e97d4c5c0aa9a18cbea4e57cb36e2fbf6c1f7,1028,629,28.428712043777992,True
dorn_python_039,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_039.png,086c27c48a17417db4326504c424cad6bd17c800742adf9db2b971a50f56bd5d,1028,1070,33.476629575236466,True
dorn_python_040,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_040.png,139d4c8a457105f88526e59c0b824ce8d88cd1642359880fda240a619a33c9b1,1028,650,38.00515959070466,True
dorn_python_041,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_041.png,5b2cfa9e0f831da658b78867efcab6226473b2d16c7a4a954895ed3e2435dfd4,1028,188,31.75906825887337,True
dorn_python_042,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_042.png,fd1429442558103703324adaa0ed1979db34cb3ca2580ac489877e0a5b1996de,1028,1070,36.9830506646515,True
dorn_python_043,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_043.png,d370ee40267ac800e7c807850543f10b4edd5c915113ba46c63832cd1e05eb49,1028,1091,52.14365740591319,True
dorn_python_044,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_044.png,d6a876689c00e711d27c057ca4ceef87a1de48b8f3a8ae7ee7d85273ee5d74fe,1028,1049,39.45471339759047,True
dorn_python_045,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_045.png,83f157bbf05aeb28d14bbc08b91dd0a202eeeac58bac7e8d75b947de610d452b,1028,650,33.72699113900699,True
dorn_python_046,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_046.png,88275c4564408233756a078b43a8960de2bd8601076111ef7f750992d283648e,1028,230,43.38369905199641,True
dorn_python_047,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_047.png,36d32a6b5c0f2b69e3a03bcb042381f1fcf207ed2ad5c705c570b3ff3063e506,1028,629,29.475641290748484,True
dorn_python_048,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_048.png,420c2fda6476c0a63146281a291e626b009c5667b217b5bbc6e8a7936ca0d907,1028,629,30.29417476060515,True
dorn_python_049,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_049.png,9297954f9dfa226cc125382d6111c35d9a17c614ef748d6617d381e91d895991,1028,1070,37.30042543605085,True
dorn_python_050,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_050.png,2f4c4ab375c1d5de5463d578f2aca4bf8c5222ac699a66632b7264507c6c7973,1028,230,40.84860191621257,True
dorn_python_051,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_051.png,2a2ebed5c43783e5b5fbb2511185eb48320e0deaea0ef0ff32c09c4359629036,1028,230,38.436752589273674,True
dorn_python_052,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_052.png,fb730dbdac6b1140fa6dd0b0a1901b08f2dbd9fbfa3410e238597f45876b6fcd,1028,230,37.26154465857257,True
dorn_python_053,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_053.png,4b6c2a656f94f7a48fd2e4ab43585a5cb267c606479de249e9a5e21593c489b2,1028,1238,38.959615072567196,True
dorn_python_054,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_054.png,ccbb151dd462987c1cd3f2a5ab2a7913c24d1d16b950b6a9e082ffcc7afdcc5c,1028,629,41.231027084170016,True
dorn_python_055,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_055.png,d6de753aa8f588b4fc800c4aa1e69a2da99260741877c0d1bf1257414b2fcefc,1028,1070,37.468411324679444,True
dorn_python_056,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_056.png,51b273d84caba158fd46523b8a998c3cb919652d670e118a8b948f34c1d6b326,1028,650,45.23351197699346,True
dorn_python_057,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_057.png,f4a376f1f200fbd17c4400a5c89d31b9aa31670573a5466ccd1d89b63637da3a,1028,251,25.480439263504067,True
dorn_python_058,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_058.png,d736156d560136ee784afcb53f8794cc847f89a08e5b68f3fed45bdd7a3d6cb5,1028,230,40.293213470680165,True
dorn_python_059,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_059.png,b5cfac40813d1ed87025c15ec98a5ad0bd9abae2c686657b58842b9df111839b,1028,230,44.05325375829191,True
dorn_python_060,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_060.png,dabc9a5a71ddeb0414584fd03eae15b1724c47db07d823277b64bea46d042268,1028,650,35.006298121958075,True
dorn_python_061,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_061.png,c645396aa3a6c0589c39ff53c2ca5c36f52fda8ad49bc7ec387a4f28a1afeef6,1028,1091,33.02721840339833,True
dorn_python_062,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_062.png,ff6dd48d207d8b84671b41a4a6fc45777fb16b829e66329f094b5f2083099a3e,1028,230,45.72705822391648,True
dorn_python_063,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_063.png,468925a421bc61904457c228990d20fcfc9b2c819ee79699b3da6e6fb04c16a1,1028,1028,34.03358546018888,True
dorn_python_064,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_064.png,0da605360c71462601ad8907228fff99d6a3656cb5d1066fcad7422de10020dc,1028,650,39.57601841596051,True
dorn_python_065,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_065.png,23c12f65515afea67315cd9541d94d126a6c1d540df5640ee1be41286d01980b,1028,1091,42.54438189276815,True
dorn_python_066,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_066.png,0792c6f1340c1096ebad0fb88f36959726a137101a275016415055ad631e0240,1028,230,31.489391030270383,True
dorn_python_067,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_067.png,2866c02b792f65ce6fee734734d99daef870cf0a02dda09bdaa8aa17229ba11b,1028,209,26.59089447599527,True
dorn_python_068,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_068.png,7d9e76f84f86a0dc7eff9e6107557455bba3c908e465c5484be1839e28f1fca9,1028,713,39.261265309846344,True
dorn_python_069,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_069.png,3682df01cdea7b7bfc85987c59f3a841f6434f21ec38cbb8694c104c805d0f5b,1028,1070,35.49134102842453,True
dorn_python_070,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_070.png,af5f46863c7ba485a28a86435a69caee9bd87b95239218af9a88514e555cd287,1028,209,25.20250306772124,True
dorn_python_071,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_071.png,fa065a03647e18b82a8ad9336ce53bad0d031f547250f7bff579a2c99915dc5f,1028,1133,37.54802986553264,True
dorn_python_072,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_072.png,3cd7ade275fdc9493eaf1a4777ef58c750e9523ea1125efb36ae4af865bfc597,1028,1070,42.915534850594106,True
dorn_python_073,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_073.png,b6c2d7cc9f23887de7e703e6eaaf8cbf702d79555cf93013cf4212d9989154e2,1028,209,24.368705520944705,True
dorn_python_074,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_074.png,82a0d82f2c46fa620470ee8f6bab3fb4a09547deac93b203bd1b3feff0926d4b,1028,209,31.169882106260037,True
dorn_python_075,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_075.png,dd1e20df02cbdfce5d5557985a3f9e2320e31de02117e6cf7658b1bce413a91b,1028,1070,29.609016295522867,True
dorn_python_076,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_076.png,4a483e4b9fc2913298dd9702141477b95fde5204ea25f3a76b41c9e83c74c862,1028,1028,35.02653889579336,True
dorn_python_077,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_077.png,b20b012326b8d66c35bda85c256615787bbce80b93e415c905e939d528269e5c,1028,650,36.10130019254007,True
dorn_python_078,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_078.png,1156fa6e26943a6838211c488f1d3fadec96138734004a662943a2999b4587e9,1028,1028,33.948693836344496,True
dorn_python_079,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_079.png,0085528977bfaf7c4a74ad4cb67033483358c1818fa692cd2d835968bf76f3f5,1028,650,40.98362565631258,True
dorn_python_080,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_080.png,348a6a8877c4d0abdaa5143394f1a94ec5735850b35b4218174f1bbf87b9186d,1028,1070,36.28063597028574,True
dorn_python_081,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_081.png,e54479586362ff26236a81f38b1ee6d6492166963dabedd5e0e04f4f34658b2f,1028,1091,51.801211194764484,True
dorn_python_082,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_082.png,f8723f2a2704918a7b0c4f647e668a73a98b0d6097d19028904069d32505b349,1028,1070,32.01659885965146,True
dorn_python_083,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_083.png,69b04cbfa8bff2238e1163a91d715b1d04503ed3ff4cc92b6e8a8f11b0be04ae,1028,230,42.32950470981416,True
dorn_python_084,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_084.png,3fbcbfe0ffd6062c5964e69f7f1fe39991acd2f34b86d19d03831ec37146f9e7,1028,1112,46.12536016144119,True
dorn_python_085,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_085.png,74ddf403a4db26a3943974bb528178024f200384eec0e96fa9d52fe5ff135fdf,1028,230,55.702586048103285,True
dorn_python_086,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_086.png,1a37e18250a6214f82cd177536d34644370196a48dc22fcff1b5abaaedfcb787,1028,230,32.91486520521868,True
dorn_python_087,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_087.png,390dc88fe298539e533dfe85187c81ad0f586364bb6be111702cdecde014b064,1028,1070,35.74339875543996,True
dorn_python_088,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_088.png,9b6327d0fe4e15a4a6a7f57b5e25adff9b7295a7e0d2dc5a87c9af47d36eb9e4,1028,230,21.14846919942578,True
dorn_python_089,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_089.png,28e60001baa7564306e696c90dd464823048eda9c850c1190ebb05929d3306fb,1028,1070,40.720236712457705,True
dorn_python_090,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_090.png,8b39f8e4f56ed95bbd787cd2f63037da17eb18bb7e8058095114d67f5665b477,1028,629,40.68558666572685,True
dorn_python_091,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_091.png,b964f9efeacc141d40480a5ecb7f7e46759d6e64d4d7322ea3cbcc836ec5d7dc,1028,671,36.47818633571595,True
dorn_python_092,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_092.png,176e55c7ae6e34d575d3e6eb07582fd85cd7e8ea28d12640838cfc8a4ab3d4cf,1028,209,27.10135995024694,True
dorn_python_093,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_093.png,ccca9c83e1082bce2b96e704ea6b16b7513ae4c1d3953924d0ed3ab00c4f8a94,1028,230,34.43735398338293,True
dorn_python_094,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_094.png,6b14363c30577965db4a75c3f7b4113ffa8effeac8a383f40ea2675d031b9744,1028,650,44.08922020062653,True
dorn_python_095,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_095.png,793c1512d3c7e6d42c06ec6c490435cf3a4275c2e89bb99eafd500169f30f59a,1028,692,45.35839159025672,True
dorn_python_096,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_096.png,d2476fcb94bbd26cd3bdad456fac115c03aa0a9cc1df3b8889f9a8b2e35106e7,1028,671,42.223126713941845,True
dorn_python_097,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_097.png,468925a421bc61904457c228990d20fcfc9b2c819ee79699b3da6e6fb04c16a1,1028,1028,34.03358546018888,True
dorn_python_098,python,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_098.png,2811039def62f2380d72142b6df0e58abbe6c77a11e7513d5a25081369714f5a,1028,671,36.38882606341797,True
