protocol_pair_id,language,benchmark,difficulty,snippet_i,snippet_j,available,unavailable_reason,k1_agreement,panel_agreement,k1_tie_probability,panel_tie_probability,panel_size_i,panel_size_j
rq1_0789,java,cross-dataset,easy,rq0_0169,rq0_0221,True,,0.8740740740740741,1.0,0.18765432098765433,0.0,180.0,9.0
rq1_0790,java,cross-dataset,easy,rq0_0169,rq0_0312,True,,0.600925925925926,0.9192,0.2697530864197531,0.003,180.0,9.0
rq1_0791,java,cross-dataset,easy,rq0_0170,rq0_0219,True,,0.7912743251726303,0.9995,0.2002510985561833,0.0,177.0,9.0
rq1_0792,java,cross-dataset,easy,rq0_0170,rq0_0266,True,,0.955743879472693,1.0,0.07344632768361582,0.0,177.0,9.0
rq1_0793,java,cross-dataset,easy,rq0_0170,rq0_0271,True,,0.8477715003138732,1.0,0.1362209667294413,0.0,177.0,9.0
rq1_0794,java,cross-dataset,easy,rq0_0170,rq0_0303,True,,0.7162586315128688,0.9862,0.21217827997489014,0.0,177.0,9.0
rq1_0795,java,cross-dataset,easy,rq0_0170,rq0_0306,True,,0.9102322661644695,1.0,0.12052730696798493,0.0,177.0,9.0
rq1_0796,java,cross-dataset,easy,rq0_0171,rq0_0197,True,,0.686530105524519,0.97995,0.18994413407821228,0.0001,179.0,9.0
rq1_0797,java,cross-dataset,easy,rq0_0173,rq0_0195,True,,0.7158816425120773,0.9909,0.20108695652173914,0.0002,184.0,9.0
rq1_0798,java,cross-dataset,easy,rq0_0173,rq0_0201,True,,0.5739734299516909,0.7856,0.24094202898550723,0.001,184.0,9.0
rq1_0799,java,cross-dataset,easy,rq0_0173,rq0_0210,True,,0.5431763285024155,0.65095,0.26871980676328505,0.0013,184.0,9.0
rq1_0800,java,cross-dataset,easy,rq0_0173,rq0_0261,True,,0.730072463768116,0.9924,0.20048309178743962,0.0,184.0,9.0
rq1_0801,java,cross-dataset,easy,rq0_0173,rq0_0278,True,,0.7542270531400966,1.0,0.19806763285024154,0.0,184.0,9.0
rq1_0802,java,cross-dataset,easy,rq0_0174,rq0_0190,True,,0.7100591715976331,0.9962,0.2485207100591716,0.0,169.0,9.0
rq1_0803,java,cross-dataset,easy,rq0_0174,rq0_0253,True,,0.7245233399079553,0.9977,0.22616699539776464,0.0,169.0,9.0
rq1_0804,java,cross-dataset,easy,rq0_0174,rq0_0262,True,,0.7100591715976331,0.9969,0.2485207100591716,0.0,169.0,9.0
rq1_0805,java,cross-dataset,easy,rq0_0174,rq0_0287,True,,0.9395134779750164,1.0,0.0631163708086785,0.0,169.0,9.0
rq1_0806,java,cross-dataset,easy,rq0_0175,rq0_0235,True,,0.7509259259259259,0.99995,0.22654320987654322,0.0001,180.0,9.0
rq1_0807,java,cross-dataset,easy,rq0_0175,rq0_0304,True,,0.7833333333333333,1.0,0.21975308641975308,0.0,180.0,9.0
rq1_0808,java,cross-dataset,easy,rq0_0176,rq0_0221,True,,0.85,1.0,0.21604938271604937,0.0,180.0,9.0
rq1_0809,java,cross-dataset,easy,rq0_0176,rq0_0266,True,,0.8222222222222222,1.0,0.22962962962962963,0.0,180.0,9.0
rq1_0810,java,cross-dataset,easy,rq0_0176,rq0_0294,True,,0.7645061728395062,1.0,0.24753086419753087,0.0,180.0,9.0
rq1_0811,java,Dorn,easy,rq0_0177,rq0_0179,True,,0.6678944460522508,1.0,0.22547291430976873,0.0,191.0,199.0
rq1_0812,java,Dorn,easy,rq0_0177,rq0_0180,True,,0.7065962986813002,1.0,0.23817789847971554,0.0,191.0,187.0
rq1_0813,java,cross-dataset,easy,rq0_0177,rq0_0196,True,,0.6759744037230948,0.9458,0.20593368237347295,0.0,191.0,9.0
rq1_0814,java,cross-dataset,easy,rq0_0177,rq0_0211,True,,0.8254799301919721,0.9993,0.11751018033740547,0.0,191.0,9.0
rq1_0815,java,cross-dataset,easy,rq0_0177,rq0_0228,True,,0.6329261198371146,0.9138,0.2641070389761489,0.0,191.0,9.0
rq1_0816,java,cross-dataset,easy,rq0_0178,rq0_0233,True,,0.5986111111111111,0.8142,0.265,0.0,200.0,9.0
rq1_0817,java,cross-dataset,easy,rq0_0179,rq0_0199,True,,0.7099385817978783,0.9939,0.20156337241764377,0.0,199.0,9.0
rq1_0818,java,cross-dataset,easy,rq0_0180,rq0_0192,True,,0.8110516934046346,1.0,0.16042780748663102,0.0,187.0,9.0
rq1_0819,java,cross-dataset,easy,rq0_0180,rq0_0264,True,,0.738562091503268,0.9998,0.2578728461081402,0.0,187.0,9.0
rq1_0820,java,cross-dataset,easy,rq0_0180,rq0_0296,True,,0.8107546048722519,1.0,0.19786096256684493,0.0,187.0,9.0
rq1_0821,java,cross-dataset,easy,rq0_0181,rq0_0271,True,,0.7703106332138591,0.9968,0.20489844683393071,0.0,186.0,9.0
rq1_0822,java,cross-dataset,easy,rq0_0182,rq0_0204,True,,0.5726726726726726,0.7351,0.3141141141141141,0.0,185.0,9.0
rq1_0823,java,cross-dataset,easy,rq0_0182,rq0_0217,True,,0.848048048048048,0.9999,0.14174174174174173,0.0,185.0,9.0
rq1_0824,java,cross-dataset,easy,rq0_0182,rq0_0220,True,,0.5171171171171172,0.4323,0.34594594594594597,0.0,185.0,9.0
rq1_0825,java,cross-dataset,easy,rq0_0182,rq0_0232,True,,0.7516516516516516,0.9975,0.2048048048048048,0.0,185.0,9.0
rq1_0826,java,cross-dataset,easy,rq0_0182,rq0_0235,True,,0.5441441441441441,0.6043,0.33153153153153153,0.0,185.0,9.0
rq1_0827,java,cross-dataset,easy,rq0_0182,rq0_0258,True,,0.6966966966966966,0.9895,0.25345345345345344,0.0,185.0,9.0
rq1_0828,java,cross-dataset,easy,rq0_0183,rq0_0199,True,,0.7880995749848209,0.9991,0.17486338797814208,0.0,183.0,9.0
rq1_0829,java,cross-dataset,easy,rq0_0183,rq0_0206,True,,0.77565270188221,0.9993,0.19247115968427445,0.0,183.0,9.0
rq1_0830,java,cross-dataset,easy,rq0_0183,rq0_0227,True,,0.8642987249544627,1.0,0.11475409836065574,0.0,183.0,9.0
rq1_0831,java,cross-dataset,easy,rq0_0183,rq0_0259,True,,0.8202792956891317,1.0,0.2161505768063145,0.0,183.0,9.0
rq1_0832,java,cross-dataset,easy,rq0_0184,rq0_0191,True,,0.530715811965812,0.6677,0.27510683760683763,0.0,208.0,9.0
rq1_0833,java,cross-dataset,easy,rq0_0184,rq0_0228,True,,0.6223290598290598,0.8966,0.26816239316239315,0.0,208.0,9.0
rq1_0834,java,cross-dataset,easy,rq0_0184,rq0_0293,True,,0.6471688034188035,0.935,0.25053418803418803,0.0,208.0,9.0
rq1_0835,java,cross-dataset,easy,rq0_0185,rq0_0312,True,,0.7683881064162754,1.0,0.18779342723004694,0.0,213.0,9.0
rq1_0836,java,cross-dataset,easy,rq0_0186,rq0_0221,True,,0.9219444444444445,1.0,0.12277777777777778,0.0,200.0,9.0
rq1_0837,java,cross-dataset,easy,rq0_0187,rq0_0304,True,,0.7947845804988662,1.0,0.22448979591836735,0.0,196.0,9.0
rq1_0838,java,cross-dataset,easy,rq0_0188,rq0_0189,True,,0.7777777777777778,0.9972,0.16206261510128914,0.0,181.0,9.0
rq1_0839,java,cross-dataset,easy,rq0_0188,rq0_0249,True,,0.7774708410067526,0.9923,0.13321055862492326,0.0,181.0,9.0
rq1_0840,java,cross-dataset,easy,rq0_0188,rq0_0271,True,,0.7728667894413751,0.9972,0.238182934315531,0.0,181.0,9.0
rq1_0841,java,Scalabrino,easy,rq0_0189,rq0_0258,True,,0.7098765432098766,0.9302,0.20987654320987653,0.0332,9.0,9.0
rq1_0842,java,Scalabrino,easy,rq0_0189,rq0_0278,True,,0.8209876543209876,0.99675,0.13580246913580246,0.0019,9.0,9.0
rq1_0843,java,Scalabrino,easy,rq0_0189,rq0_0285,True,,0.8024691358024691,0.9938,0.14814814814814814,0.0032,9.0,9.0
rq1_0844,java,Scalabrino,easy,rq0_0189,rq0_0294,True,,0.8827160493827161,0.99995,0.1111111111111111,0.0001,9.0,9.0
rq1_0845,java,Scalabrino,easy,rq0_0190,rq0_0248,True,,0.8209876543209876,0.9994,0.25925925925925924,0.001,9.0,9.0
rq1_0846,java,Scalabrino,easy,rq0_0191,rq0_0211,True,,0.7530864197530864,0.9843,0.1728395061728395,0.0068,9.0,9.0
rq1_0847,java,Scalabrino,easy,rq0_0192,rq0_0269,True,,0.6481481481481481,0.90565,0.25925925925925924,0.0327,9.0,9.0
rq1_0848,java,Scalabrino,easy,rq0_0192,rq0_0283,True,,0.8703703703703703,1.0,0.18518518518518517,0.0,9.0,9.0
rq1_0849,java,Scalabrino,easy,rq0_0193,rq0_0263,True,,0.7592592592592593,0.99435,0.25925925925925924,0.0039,9.0,9.0
rq1_0850,java,Scalabrino,easy,rq0_0193,rq0_0292,True,,0.7962962962962963,0.99805,0.25925925925925924,0.0021,9.0,9.0
rq1_0851,java,Scalabrino,easy,rq0_0193,rq0_0309,True,,0.6666666666666666,0.9384,0.2962962962962963,0.0322,9.0,9.0
rq1_0852,java,Scalabrino,easy,rq0_0194,rq0_0255,True,,0.7037037037037037,0.95635,0.32098765432098764,0.0247,9.0,9.0
rq1_0853,java,Scalabrino,easy,rq0_0194,rq0_0292,True,,0.9197530864197531,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0854,java,Scalabrino,easy,rq0_0194,rq0_0307,True,,0.7407407407407407,0.9793,0.2716049382716049,0.0142,9.0,9.0
rq1_0855,java,Scalabrino,easy,rq0_0195,rq0_0250,True,,0.8518518518518519,0.9999,0.1728395061728395,0.0002,9.0,9.0
rq1_0856,java,Scalabrino,easy,rq0_0196,rq0_0246,True,,0.8518518518518519,0.99995,0.14814814814814814,0.0001,9.0,9.0
rq1_0857,java,Scalabrino,easy,rq0_0197,rq0_0246,True,,0.6851851851851852,0.98025,0.3333333333333333,0.0133,9.0,9.0
rq1_0858,java,Scalabrino,easy,rq0_0197,rq0_0249,True,,0.8395061728395061,0.9977,0.09876543209876543,0.0012,9.0,9.0
rq1_0859,java,Scalabrino,easy,rq0_0197,rq0_0308,True,,0.654320987654321,0.89835,0.14814814814814814,0.0365,9.0,9.0
rq1_0860,java,Scalabrino,easy,rq0_0198,rq0_0223,True,,0.7283950617283951,0.97225,0.19753086419753085,0.0133,9.0,9.0
rq1_0861,java,Scalabrino,easy,rq0_0198,rq0_0230,True,,0.7283950617283951,0.9729,0.19753086419753085,0.0136,9.0,9.0
rq1_0862,java,Scalabrino,easy,rq0_0199,rq0_0225,True,,0.7716049382716049,0.9909,0.18518518518518517,0.005,9.0,9.0
rq1_0863,java,Scalabrino,easy,rq0_0199,rq0_0276,True,,0.7839506172839507,0.9936,0.18518518518518517,0.0052,9.0,9.0
rq1_0864,java,Scalabrino,easy,rq0_0199,rq0_0286,True,,0.7716049382716049,0.99155,0.18518518518518517,0.0043,9.0,9.0
rq1_0865,java,Scalabrino,easy,rq0_0200,rq0_0266,True,,0.8148148148148148,0.99885,0.2222222222222222,0.0011,9.0,9.0
rq1_0866,java,Scalabrino,easy,rq0_0200,rq0_0297,True,,0.691358024691358,0.94215,0.2716049382716049,0.0299,9.0,9.0
rq1_0867,java,Scalabrino,easy,rq0_0201,rq0_0236,True,,0.6481481481481481,0.8625,0.25925925925925924,0.038,9.0,9.0
rq1_0868,java,Scalabrino,easy,rq0_0202,rq0_0209,True,,0.8333333333333334,0.99875,0.16049382716049382,0.0011,9.0,9.0
rq1_0869,java,Scalabrino,easy,rq0_0202,rq0_0233,True,,0.6790123456790124,0.9313,0.24691358024691357,0.0266,9.0,9.0
rq1_0870,java,Scalabrino,easy,rq0_0202,rq0_0282,True,,0.9320987654320988,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0871,java,Scalabrino,easy,rq0_0202,rq0_0288,True,,0.8827160493827161,1.0,0.13580246913580246,0.0,9.0,9.0
rq1_0872,java,Scalabrino,easy,rq0_0204,rq0_0251,True,,0.8333333333333334,0.9963,0.16049382716049382,0.0032,9.0,9.0
rq1_0873,java,Scalabrino,easy,rq0_0204,rq0_0281,True,,0.6851851851851852,0.93615,0.4567901234567901,0.0337,9.0,9.0
rq1_0874,java,Scalabrino,easy,rq0_0204,rq0_0295,True,,0.845679012345679,0.99895,0.18518518518518517,0.0007,9.0,9.0
rq1_0875,java,Scalabrino,easy,rq0_0205,rq0_0294,True,,0.8765432098765432,1.0,0.24691358024691357,0.0,9.0,9.0
rq1_0876,java,Scalabrino,easy,rq0_0206,rq0_0225,True,,0.7592592592592593,0.98855,0.20987654320987653,0.0071,9.0,9.0
rq1_0877,java,Scalabrino,easy,rq0_0207,rq0_0282,True,,0.7962962962962963,0.9993,0.3333333333333333,0.001,9.0,9.0
rq1_0878,java,Scalabrino,easy,rq0_0207,rq0_0294,True,,0.9074074074074074,1.0,0.18518518518518517,0.0,9.0,9.0
rq1_0879,java,Scalabrino,easy,rq0_0208,rq0_0212,True,,0.8209876543209876,0.9985,0.25925925925925924,0.0012,9.0,9.0
rq1_0880,java,Scalabrino,easy,rq0_0208,rq0_0276,True,,0.9506172839506173,1.0,0.09876543209876543,0.0,9.0,9.0
rq1_0881,java,Scalabrino,easy,rq0_0208,rq0_0298,True,,0.9259259259259259,1.0,0.14814814814814814,0.0,9.0,9.0
rq1_0882,java,Scalabrino,easy,rq0_0209,rq0_0281,True,,0.7283950617283951,0.9847,0.24691358024691357,0.0098,9.0,9.0
rq1_0883,java,Scalabrino,easy,rq0_0209,rq0_0310,True,,0.8765432098765432,0.99985,0.12345679012345678,0.0003,9.0,9.0
rq1_0884,java,Scalabrino,easy,rq0_0210,rq0_0282,True,,0.8024691358024691,0.9996,0.32098765432098764,0.0004,9.0,9.0
rq1_0885,java,Scalabrino,easy,rq0_0211,rq0_0222,True,,0.8888888888888888,0.99985,0.09876543209876543,0.0001,9.0,9.0
rq1_0886,java,Scalabrino,easy,rq0_0211,rq0_0244,True,,0.9197530864197531,0.99995,0.06172839506172839,0.0001,9.0,9.0
rq1_0887,java,Scalabrino,easy,rq0_0211,rq0_0296,True,,0.8888888888888888,0.99985,0.09876543209876543,0.0001,9.0,9.0
rq1_0888,java,Scalabrino,easy,rq0_0212,rq0_0310,True,,0.8209876543209876,0.9942,0.16049382716049382,0.0038,9.0,9.0
rq1_0889,java,Scalabrino,easy,rq0_0213,rq0_0217,True,,0.691358024691358,0.9418,0.14814814814814814,0.0212,9.0,9.0
rq1_0890,java,Scalabrino,easy,rq0_0213,rq0_0287,True,,0.8333333333333334,0.99875,0.20987654320987653,0.0007,9.0,9.0
rq1_0891,java,Scalabrino,easy,rq0_0213,rq0_0306,True,,0.7407407407407407,0.98755,0.24691358024691357,0.0083,9.0,9.0
rq1_0892,java,Scalabrino,easy,rq0_0214,rq0_0230,True,,0.7530864197530864,0.978,0.19753086419753085,0.0112,9.0,9.0
rq1_0893,java,Scalabrino,easy,rq0_0214,rq0_0287,True,,0.845679012345679,0.99975,0.25925925925925924,0.0001,9.0,9.0
rq1_0894,java,Scalabrino,easy,rq0_0214,rq0_0304,True,,0.7839506172839507,0.9899,0.13580246913580246,0.0064,9.0,9.0
rq1_0895,java,Scalabrino,easy,rq0_0215,rq0_0241,True,,0.808641975308642,0.99585,0.20987654320987653,0.0025,9.0,9.0
rq1_0896,java,Scalabrino,easy,rq0_0215,rq0_0310,True,,0.8950617283950617,0.9999,0.08641975308641975,0.0,9.0,9.0
rq1_0897,java,Scalabrino,easy,rq0_0216,rq0_0246,True,,0.7592592592592593,0.9924,0.3333333333333333,0.009,9.0,9.0
rq1_0898,java,Scalabrino,easy,rq0_0216,rq0_0281,True,,0.654320987654321,0.9543,0.3950617283950617,0.0288,9.0,9.0
rq1_0899,java,Scalabrino,easy,rq0_0216,rq0_0285,True,,0.7530864197530864,0.99535,0.2962962962962963,0.0043,9.0,9.0
rq1_0900,java,Scalabrino,easy,rq0_0216,rq0_0302,True,,0.6851851851851852,0.9481,0.30864197530864196,0.0304,9.0,9.0
rq1_0901,java,Scalabrino,easy,rq0_0217,rq0_0239,True,,0.808641975308642,0.99595,0.2345679012345679,0.0031,9.0,9.0
rq1_0902,java,Scalabrino,easy,rq0_0218,rq0_0227,True,,0.9074074074074074,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0903,java,Scalabrino,easy,rq0_0218,rq0_0229,True,,0.8271604938271605,0.99965,0.14814814814814814,0.0003,9.0,9.0
rq1_0904,java,Scalabrino,easy,rq0_0218,rq0_0252,True,,0.8333333333333334,0.9976,0.18518518518518517,0.0012,9.0,9.0
rq1_0905,java,Scalabrino,easy,rq0_0218,rq0_0261,True,,0.6851851851851852,0.9313,0.16049382716049382,0.0292,9.0,9.0
rq1_0906,java,Scalabrino,easy,rq0_0218,rq0_0272,True,,0.8580246913580247,0.99985,0.13580246913580246,0.0001,9.0,9.0
rq1_0907,java,Scalabrino,easy,rq0_0218,rq0_0297,True,,0.9012345679012346,1.0,0.09876543209876543,0.0,9.0,9.0
rq1_0908,java,Scalabrino,easy,rq0_0218,rq0_0301,True,,0.7962962962962963,0.99765,0.16049382716049382,0.0023,9.0,9.0
rq1_0909,java,Scalabrino,easy,rq0_0219,rq0_0232,True,,0.6604938271604939,0.9164,0.2839506172839506,0.034,9.0,9.0
rq1_0910,java,Scalabrino,easy,rq0_0219,rq0_0266,True,,0.8148148148148148,0.99945,0.2962962962962963,0.0011,9.0,9.0
rq1_0911,java,Scalabrino,easy,rq0_0219,rq0_0283,True,,0.8271604938271605,0.99735,0.1728395061728395,0.0019,9.0,9.0
rq1_0912,java,Scalabrino,easy,rq0_0219,rq0_0298,True,,0.7283950617283951,0.9608,0.2962962962962963,0.0248,9.0,9.0
rq1_0913,java,Scalabrino,easy,rq0_0220,rq0_0249,True,,0.8950617283950617,1.0,0.06172839506172839,0.0,9.0,9.0
rq1_0914,java,Scalabrino,easy,rq0_0220,rq0_0311,True,,0.8518518518518519,0.9998,0.2222222222222222,0.0002,9.0,9.0
rq1_0915,java,Scalabrino,easy,rq0_0221,rq0_0265,True,,0.7345679012345679,0.9848,0.38271604938271603,0.0148,9.0,9.0
rq1_0916,java,Scalabrino,easy,rq0_0221,rq0_0289,True,,0.7345679012345679,0.987,0.38271604938271603,0.0126,9.0,9.0
rq1_0917,java,Scalabrino,easy,rq0_0222,rq0_0310,True,,0.8765432098765432,0.99985,0.12345679012345678,0.0003,9.0,9.0
rq1_0918,java,Scalabrino,easy,rq0_0223,rq0_0254,True,,0.7407407407407407,0.96985,0.2222222222222222,0.0159,9.0,9.0
rq1_0919,java,Scalabrino,easy,rq0_0224,rq0_0233,True,,0.8333333333333334,0.99945,0.18518518518518517,0.0003,9.0,9.0
rq1_0920,java,Scalabrino,easy,rq0_0224,rq0_0259,True,,0.8148148148148148,0.99915,0.2962962962962963,0.0009,9.0,9.0
rq1_0921,java,Scalabrino,easy,rq0_0224,rq0_0260,True,,0.8703703703703703,1.0,0.18518518518518517,0.0,9.0,9.0
rq1_0922,java,Scalabrino,easy,rq0_0225,rq0_0256,True,,0.7901234567901234,0.9936,0.19753086419753085,0.0052,9.0,9.0
rq1_0923,java,Scalabrino,easy,rq0_0225,rq0_0272,True,,0.7839506172839507,0.99825,0.2839506172839506,0.0017,9.0,9.0
rq1_0924,java,Scalabrino,easy,rq0_0226,rq0_0251,True,,0.7962962962962963,0.9983,0.25925925925925924,0.0022,9.0,9.0
rq1_0925,java,Scalabrino,easy,rq0_0226,rq0_0273,True,,0.6666666666666666,0.95245,0.2962962962962963,0.0293,9.0,9.0
rq1_0926,java,Scalabrino,easy,rq0_0227,rq0_0262,True,,0.7530864197530864,0.9595,0.2222222222222222,0.0184,9.0,9.0
rq1_0927,java,Scalabrino,easy,rq0_0227,rq0_0283,True,,0.8888888888888888,0.9999,0.07407407407407407,0.0002,9.0,9.0
rq1_0928,java,Scalabrino,easy,rq0_0229,rq0_0246,True,,0.8518518518518519,0.9999,0.2222222222222222,0.0002,9.0,9.0
rq1_0929,java,Scalabrino,easy,rq0_0229,rq0_0306,True,,0.7716049382716049,0.99095,0.25925925925925924,0.0079,9.0,9.0
rq1_0930,java,Scalabrino,easy,rq0_0230,rq0_0254,True,,0.7407407407407407,0.9712,0.2222222222222222,0.0166,9.0,9.0
rq1_0931,java,Scalabrino,easy,rq0_0231,rq0_0271,True,,0.808641975308642,0.9935,0.1111111111111111,0.0034,9.0,9.0
rq1_0932,java,Scalabrino,easy,rq0_0231,rq0_0299,True,,0.7654320987654321,0.98915,0.2222222222222222,0.0055,9.0,9.0
rq1_0933,java,Scalabrino,easy,rq0_0232,rq0_0252,True,,0.6975308641975309,0.9174,0.25925925925925924,0.0284,9.0,9.0
rq1_0934,java,Scalabrino,easy,rq0_0232,rq0_0264,True,,0.6790123456790124,0.9496,0.24691358024691357,0.0232,9.0,9.0
rq1_0935,java,Scalabrino,easy,rq0_0232,rq0_0304,True,,0.7654320987654321,0.9931,0.24691358024691357,0.0048,9.0,9.0
rq1_0936,java,Scalabrino,easy,rq0_0234,rq0_0267,True,,0.6111111111111112,0.8865,0.25925925925925924,0.0408,9.0,9.0
rq1_0937,java,Scalabrino,easy,rq0_0234,rq0_0294,True,,0.9074074074074074,1.0,0.18518518518518517,0.0,9.0,9.0
rq1_0938,java,Scalabrino,easy,rq0_0235,rq0_0245,True,,0.6419753086419753,0.9179,0.2716049382716049,0.035,9.0,9.0
rq1_0939,java,Scalabrino,easy,rq0_0235,rq0_0281,True,,0.691358024691358,0.97455,0.32098765432098764,0.0167,9.0,9.0
rq1_0940,java,Scalabrino,easy,rq0_0235,rq0_0282,True,,0.7901234567901234,0.99815,0.345679012345679,0.0019,9.0,9.0
rq1_0941,java,Scalabrino,easy,rq0_0235,rq0_0302,True,,0.7098765432098766,0.96985,0.2839506172839506,0.0175,9.0,9.0
rq1_0942,java,Scalabrino,easy,rq0_0236,rq0_0278,True,,0.8395061728395061,0.9901,0.12345679012345678,0.0038,9.0,9.0
rq1_0943,java,Scalabrino,easy,rq0_0238,rq0_0308,True,,0.691358024691358,0.9479,0.345679012345679,0.0284,9.0,9.0
rq1_0944,java,Scalabrino,easy,rq0_0240,rq0_0286,True,,0.7592592592592593,0.9878,0.20987654320987653,0.0074,9.0,9.0
rq1_0945,java,Scalabrino,easy,rq0_0241,rq0_0242,True,,0.7037037037037037,0.95475,0.2962962962962963,0.0207,9.0,9.0
rq1_0946,java,Scalabrino,easy,rq0_0241,rq0_0289,True,,0.7530864197530864,0.96945,0.1728395061728395,0.0181,9.0,9.0
rq1_0947,java,Scalabrino,easy,rq0_0241,rq0_0306,True,,0.8271604938271605,0.99775,0.19753086419753085,0.0017,9.0,9.0
rq1_0948,java,Scalabrino,easy,rq0_0242,rq0_0283,True,,0.8518518518518519,0.99985,0.2222222222222222,0.0001,9.0,9.0
rq1_0949,java,Scalabrino,easy,rq0_0242,rq0_0285,True,,0.7407407407407407,0.98855,0.2222222222222222,0.0063,9.0,9.0
rq1_0950,java,Scalabrino,easy,rq0_0242,rq0_0294,True,,0.9074074074074074,1.0,0.18518518518518517,0.0,9.0,9.0
rq1_0951,java,Scalabrino,easy,rq0_0243,rq0_0283,True,,0.8333333333333334,0.99805,0.16049382716049382,0.0017,9.0,9.0
rq1_0952,java,Scalabrino,easy,rq0_0244,rq0_0284,True,,0.845679012345679,0.9996,0.20987654320987653,0.0006,9.0,9.0
rq1_0953,java,Scalabrino,easy,rq0_0246,rq0_0261,True,,0.9074074074074074,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0954,java,Scalabrino,easy,rq0_0246,rq0_0264,True,,0.7777777777777778,0.9958,0.2962962962962963,0.005,9.0,9.0
rq1_0955,java,Scalabrino,easy,rq0_0246,rq0_0268,True,,0.8518518518518519,0.9998,0.2222222222222222,0.0,9.0,9.0
rq1_0956,java,Scalabrino,easy,rq0_0246,rq0_0293,True,,0.8888888888888888,1.0,0.14814814814814814,0.0,9.0,9.0
rq1_0957,java,Scalabrino,easy,rq0_0247,rq0_0287,True,,0.845679012345679,0.9994,0.2345679012345679,0.0004,9.0,9.0
rq1_0958,java,Scalabrino,easy,rq0_0248,rq0_0261,True,,0.8950617283950617,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0959,java,Scalabrino,easy,rq0_0248,rq0_0310,True,,0.9197530864197531,1.0,0.06172839506172839,0.0,9.0,9.0
rq1_0960,java,Scalabrino,easy,rq0_0249,rq0_0283,True,,0.7530864197530864,0.9537,0.12345679012345678,0.0184,9.0,9.0
rq1_0961,java,Scalabrino,easy,rq0_0249,rq0_0307,True,,0.8518518518518519,0.99885,0.07407407407407407,0.0007,9.0,9.0
rq1_0962,java,Scalabrino,easy,rq0_0250,rq0_0294,True,,1.0,1.0,0.0,0.0,9.0,9.0
rq1_0963,java,Scalabrino,easy,rq0_0251,rq0_0256,True,,0.7901234567901234,0.99335,0.19753086419753085,0.0053,9.0,9.0
rq1_0964,java,Scalabrino,easy,rq0_0251,rq0_0265,True,,0.845679012345679,0.99745,0.13580246913580246,0.0019,9.0,9.0
rq1_0965,java,Scalabrino,easy,rq0_0252,rq0_0263,True,,0.7839506172839507,0.96115,0.2345679012345679,0.0159,9.0,9.0
rq1_0966,java,Scalabrino,easy,rq0_0256,rq0_0288,True,,0.7222222222222222,0.96195,0.2839506172839506,0.0225,9.0,9.0
rq1_0967,java,Scalabrino,easy,rq0_0258,rq0_0275,True,,0.8518518518518519,0.9999,0.2222222222222222,0.0,9.0,9.0
rq1_0968,java,Scalabrino,easy,rq0_0259,rq0_0266,True,,0.8148148148148148,0.9991,0.2962962962962963,0.0014,9.0,9.0
rq1_0969,java,Scalabrino,easy,rq0_0261,rq0_0280,True,,0.8209876543209876,0.99805,0.20987654320987653,0.0013,9.0,9.0
rq1_0970,java,Scalabrino,easy,rq0_0263,rq0_0264,True,,0.7407407407407407,0.9882,0.2962962962962963,0.0098,9.0,9.0
rq1_0971,java,Scalabrino,easy,rq0_0263,rq0_0275,True,,0.9444444444444444,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0972,java,Scalabrino,easy,rq0_0265,rq0_0283,True,,0.8765432098765432,0.9996,0.09876543209876543,0.0002,9.0,9.0
rq1_0973,java,Scalabrino,easy,rq0_0265,rq0_0298,True,,0.808641975308642,0.9925,0.20987654320987653,0.0046,9.0,9.0
rq1_0974,java,Scalabrino,easy,rq0_0266,rq0_0274,True,,0.8703703703703703,0.99995,0.18518518518518517,0.0001,9.0,9.0
rq1_0975,java,Scalabrino,easy,rq0_0266,rq0_0276,True,,0.9629629629629629,1.0,0.07407407407407407,0.0,9.0,9.0
rq1_0976,java,Scalabrino,easy,rq0_0266,rq0_0277,True,,0.9074074074074074,1.0,0.1111111111111111,0.0,9.0,9.0
rq1_0977,java,Scalabrino,easy,rq0_0267,rq0_0282,True,,0.8580246913580247,0.99975,0.2345679012345679,0.0001,9.0,9.0
rq1_0978,java,Scalabrino,easy,rq0_0267,rq0_0294,True,,0.7160493827160493,0.94045,0.12345679012345678,0.0251,9.0,9.0
rq1_0979,java,Scalabrino,easy,rq0_0268,rq0_0276,True,,0.7098765432098766,0.9601,0.2839506172839506,0.0266,9.0,9.0
rq1_0980,java,Scalabrino,easy,rq0_0268,rq0_0280,True,,0.7345679012345679,0.97775,0.2345679012345679,0.0133,9.0,9.0
rq1_0981,java,Scalabrino,easy,rq0_0268,rq0_0297,True,,0.7037037037037037,0.95955,0.2716049382716049,0.0247,9.0,9.0
rq1_0982,java,Scalabrino,easy,rq0_0269,rq0_0310,True,,0.7037037037037037,0.94465,0.09876543209876543,0.0189,9.0,9.0
rq1_0983,java,Scalabrino,easy,rq0_0270,rq0_0310,True,,0.8209876543209876,0.9964,0.1111111111111111,0.0022,9.0,9.0
