contrast_id,base_id,rq0_id,language,score_stratum,variant_i,variant_j,contrast_type,preference_target_variant
rq3g_cuda_072__c3,rq3g_cuda_072,dorn_cuda_099,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_072__c4,rq3g_cuda_072,dorn_cuda_099,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_072__c5,rq3g_cuda_072,dorn_cuda_099,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_072__c6,rq3g_cuda_072,dorn_cuda_099,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_073__c1,rq3g_cuda_073,dorn_cuda_049,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_073__c2,rq3g_cuda_073,dorn_cuda_049,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_073__c3,rq3g_cuda_073,dorn_cuda_049,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_073__c4,rq3g_cuda_073,dorn_cuda_049,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_073__c5,rq3g_cuda_073,dorn_cuda_049,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_073__c6,rq3g_cuda_073,dorn_cuda_049,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_074__c1,rq3g_cuda_074,dorn_cuda_017,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_074__c2,rq3g_cuda_074,dorn_cuda_017,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_074__c3,rq3g_cuda_074,dorn_cuda_017,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_074__c4,rq3g_cuda_074,dorn_cuda_017,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_074__c5,rq3g_cuda_074,dorn_cuda_017,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_074__c6,rq3g_cuda_074,dorn_cuda_017,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_075__c1,rq3g_cuda_075,dorn_cuda_037,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_075__c2,rq3g_cuda_075,dorn_cuda_037,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_075__c3,rq3g_cuda_075,dorn_cuda_037,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_075__c4,rq3g_cuda_075,dorn_cuda_037,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_075__c5,rq3g_cuda_075,dorn_cuda_037,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_075__c6,rq3g_cuda_075,dorn_cuda_037,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_076__c1,rq3g_cuda_076,dorn_cuda_076,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_076__c2,rq3g_cuda_076,dorn_cuda_076,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_076__c3,rq3g_cuda_076,dorn_cuda_076,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_076__c4,rq3g_cuda_076,dorn_cuda_076,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_076__c5,rq3g_cuda_076,dorn_cuda_076,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_076__c6,rq3g_cuda_076,dorn_cuda_076,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_077__c1,rq3g_cuda_077,dorn_cuda_027,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_077__c2,rq3g_cuda_077,dorn_cuda_027,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_077__c3,rq3g_cuda_077,dorn_cuda_027,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_077__c4,rq3g_cuda_077,dorn_cuda_027,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_077__c5,rq3g_cuda_077,dorn_cuda_027,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_077__c6,rq3g_cuda_077,dorn_cuda_027,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_078__c1,rq3g_cuda_078,dorn_cuda_022,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_078__c2,rq3g_cuda_078,dorn_cuda_022,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_078__c3,rq3g_cuda_078,dorn_cuda_022,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_078__c4,rq3g_cuda_078,dorn_cuda_022,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_078__c5,rq3g_cuda_078,dorn_cuda_022,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_078__c6,rq3g_cuda_078,dorn_cuda_022,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_079__c1,rq3g_cuda_079,dorn_cuda_074,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_079__c2,rq3g_cuda_079,dorn_cuda_074,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_079__c3,rq3g_cuda_079,dorn_cuda_074,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_079__c4,rq3g_cuda_079,dorn_cuda_074,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_079__c5,rq3g_cuda_079,dorn_cuda_074,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_079__c6,rq3g_cuda_079,dorn_cuda_074,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_080__c1,rq3g_cuda_080,dorn_cuda_021,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_080__c2,rq3g_cuda_080,dorn_cuda_021,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_080__c3,rq3g_cuda_080,dorn_cuda_021,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_080__c4,rq3g_cuda_080,dorn_cuda_021,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_080__c5,rq3g_cuda_080,dorn_cuda_021,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_080__c6,rq3g_cuda_080,dorn_cuda_021,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_081__c1,rq3g_cuda_081,dorn_cuda_009,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_081__c2,rq3g_cuda_081,dorn_cuda_009,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_081__c3,rq3g_cuda_081,dorn_cuda_009,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_081__c4,rq3g_cuda_081,dorn_cuda_009,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_081__c5,rq3g_cuda_081,dorn_cuda_009,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_081__c6,rq3g_cuda_081,dorn_cuda_009,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_082__c1,rq3g_cuda_082,dorn_cuda_068,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_082__c2,rq3g_cuda_082,dorn_cuda_068,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_082__c3,rq3g_cuda_082,dorn_cuda_068,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_082__c4,rq3g_cuda_082,dorn_cuda_068,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_082__c5,rq3g_cuda_082,dorn_cuda_068,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_082__c6,rq3g_cuda_082,dorn_cuda_068,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_083__c1,rq3g_cuda_083,dorn_cuda_060,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_083__c2,rq3g_cuda_083,dorn_cuda_060,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_083__c3,rq3g_cuda_083,dorn_cuda_060,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_083__c4,rq3g_cuda_083,dorn_cuda_060,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_083__c5,rq3g_cuda_083,dorn_cuda_060,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_083__c6,rq3g_cuda_083,dorn_cuda_060,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_084__c1,rq3g_cuda_084,dorn_cuda_119,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_084__c2,rq3g_cuda_084,dorn_cuda_119,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_084__c3,rq3g_cuda_084,dorn_cuda_119,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_084__c4,rq3g_cuda_084,dorn_cuda_119,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_084__c5,rq3g_cuda_084,dorn_cuda_119,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_084__c6,rq3g_cuda_084,dorn_cuda_119,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_085__c1,rq3g_cuda_085,dorn_cuda_028,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_085__c2,rq3g_cuda_085,dorn_cuda_028,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_085__c3,rq3g_cuda_085,dorn_cuda_028,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_085__c4,rq3g_cuda_085,dorn_cuda_028,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_085__c5,rq3g_cuda_085,dorn_cuda_028,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_085__c6,rq3g_cuda_085,dorn_cuda_028,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_086__c1,rq3g_cuda_086,dorn_cuda_057,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_086__c2,rq3g_cuda_086,dorn_cuda_057,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_086__c3,rq3g_cuda_086,dorn_cuda_057,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_086__c4,rq3g_cuda_086,dorn_cuda_057,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_086__c5,rq3g_cuda_086,dorn_cuda_057,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_086__c6,rq3g_cuda_086,dorn_cuda_057,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_087__c1,rq3g_cuda_087,dorn_cuda_013,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_087__c2,rq3g_cuda_087,dorn_cuda_013,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_087__c3,rq3g_cuda_087,dorn_cuda_013,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_087__c4,rq3g_cuda_087,dorn_cuda_013,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_087__c5,rq3g_cuda_087,dorn_cuda_013,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_087__c6,rq3g_cuda_087,dorn_cuda_013,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_088__c1,rq3g_cuda_088,dorn_cuda_091,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_088__c2,rq3g_cuda_088,dorn_cuda_091,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_088__c3,rq3g_cuda_088,dorn_cuda_091,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_088__c4,rq3g_cuda_088,dorn_cuda_091,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_088__c5,rq3g_cuda_088,dorn_cuda_091,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_088__c6,rq3g_cuda_088,dorn_cuda_091,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_089__c1,rq3g_cuda_089,dorn_cuda_005,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_089__c2,rq3g_cuda_089,dorn_cuda_005,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_089__c3,rq3g_cuda_089,dorn_cuda_005,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_089__c4,rq3g_cuda_089,dorn_cuda_005,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_089__c5,rq3g_cuda_089,dorn_cuda_005,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_089__c6,rq3g_cuda_089,dorn_cuda_005,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_090__c1,rq3g_cuda_090,dorn_cuda_052,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_090__c2,rq3g_cuda_090,dorn_cuda_052,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_090__c3,rq3g_cuda_090,dorn_cuda_052,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_090__c4,rq3g_cuda_090,dorn_cuda_052,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_090__c5,rq3g_cuda_090,dorn_cuda_052,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_090__c6,rq3g_cuda_090,dorn_cuda_052,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_091__c1,rq3g_cuda_091,dorn_cuda_062,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_091__c2,rq3g_cuda_091,dorn_cuda_062,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_091__c3,rq3g_cuda_091,dorn_cuda_062,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_091__c4,rq3g_cuda_091,dorn_cuda_062,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_091__c5,rq3g_cuda_091,dorn_cuda_062,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_091__c6,rq3g_cuda_091,dorn_cuda_062,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_092__c1,rq3g_cuda_092,dorn_cuda_026,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_092__c2,rq3g_cuda_092,dorn_cuda_026,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_092__c3,rq3g_cuda_092,dorn_cuda_026,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_092__c4,rq3g_cuda_092,dorn_cuda_026,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_092__c5,rq3g_cuda_092,dorn_cuda_026,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_092__c6,rq3g_cuda_092,dorn_cuda_026,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_093__c1,rq3g_cuda_093,dorn_cuda_039,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_093__c2,rq3g_cuda_093,dorn_cuda_039,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_093__c3,rq3g_cuda_093,dorn_cuda_039,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_093__c4,rq3g_cuda_093,dorn_cuda_039,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_093__c5,rq3g_cuda_093,dorn_cuda_039,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_093__c6,rq3g_cuda_093,dorn_cuda_039,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_094__c1,rq3g_cuda_094,dorn_cuda_019,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_094__c2,rq3g_cuda_094,dorn_cuda_019,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_094__c3,rq3g_cuda_094,dorn_cuda_019,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_094__c4,rq3g_cuda_094,dorn_cuda_019,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_094__c5,rq3g_cuda_094,dorn_cuda_019,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_094__c6,rq3g_cuda_094,dorn_cuda_019,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_095__c1,rq3g_cuda_095,dorn_cuda_116,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_095__c2,rq3g_cuda_095,dorn_cuda_116,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_095__c3,rq3g_cuda_095,dorn_cuda_116,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_095__c4,rq3g_cuda_095,dorn_cuda_116,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_095__c5,rq3g_cuda_095,dorn_cuda_116,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_095__c6,rq3g_cuda_095,dorn_cuda_116,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_096__c1,rq3g_cuda_096,dorn_cuda_090,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_096__c2,rq3g_cuda_096,dorn_cuda_090,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_096__c3,rq3g_cuda_096,dorn_cuda_090,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_096__c4,rq3g_cuda_096,dorn_cuda_090,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_096__c5,rq3g_cuda_096,dorn_cuda_090,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_096__c6,rq3g_cuda_096,dorn_cuda_090,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_097__c1,rq3g_cuda_097,dorn_cuda_065,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_097__c2,rq3g_cuda_097,dorn_cuda_065,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_097__c3,rq3g_cuda_097,dorn_cuda_065,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_097__c4,rq3g_cuda_097,dorn_cuda_065,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_097__c5,rq3g_cuda_097,dorn_cuda_065,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_097__c6,rq3g_cuda_097,dorn_cuda_065,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_098__c1,rq3g_cuda_098,dorn_cuda_008,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_098__c2,rq3g_cuda_098,dorn_cuda_008,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_098__c3,rq3g_cuda_098,dorn_cuda_008,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_098__c4,rq3g_cuda_098,dorn_cuda_008,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_098__c5,rq3g_cuda_098,dorn_cuda_008,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_098__c6,rq3g_cuda_098,dorn_cuda_008,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_cuda_099__c1,rq3g_cuda_099,dorn_cuda_107,cuda,high,golden,ugly_gold,visual_only_gold,golden
rq3g_cuda_099__c2,rq3g_cuda_099,dorn_cuda_107,cuda,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_cuda_099__c3,rq3g_cuda_099,dorn_cuda_107,cuda,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_cuda_099__c4,rq3g_cuda_099,dorn_cuda_107,cuda,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_cuda_099__c5,rq3g_cuda_099,dorn_cuda_107,cuda,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_cuda_099__c6,rq3g_cuda_099,dorn_cuda_107,cuda,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_000__c1,rq3g_java_000,rq0_0218,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_000__c2,rq3g_java_000,rq0_0218,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_000__c3,rq3g_java_000,rq0_0218,java,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_000__c4,rq3g_java_000,rq0_0218,java,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_000__c5,rq3g_java_000,rq0_0218,java,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_000__c6,rq3g_java_000,rq0_0218,java,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_001__c1,rq3g_java_001,rq0_0211,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_001__c2,rq3g_java_001,rq0_0211,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_001__c3,rq3g_java_001,rq0_0211,java,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_001__c4,rq3g_java_001,rq0_0211,java,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_001__c5,rq3g_java_001,rq0_0211,java,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_001__c6,rq3g_java_001,rq0_0211,java,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_002__c1,rq3g_java_002,rq0_0089,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_002__c2,rq3g_java_002,rq0_0089,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_002__c3,rq3g_java_002,rq0_0089,java,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_002__c4,rq3g_java_002,rq0_0089,java,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_002__c5,rq3g_java_002,rq0_0089,java,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_002__c6,rq3g_java_002,rq0_0089,java,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_003__c1,rq3g_java_003,rq0_0310,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_003__c2,rq3g_java_003,rq0_0310,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_003__c3,rq3g_java_003,rq0_0310,java,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_003__c4,rq3g_java_003,rq0_0310,java,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_003__c5,rq3g_java_003,rq0_0310,java,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_003__c6,rq3g_java_003,rq0_0310,java,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_004__c1,rq3g_java_004,rq0_0005,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_004__c2,rq3g_java_004,rq0_0005,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_004__c3,rq3g_java_004,rq0_0005,java,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_004__c4,rq3g_java_004,rq0_0005,java,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_004__c5,rq3g_java_004,rq0_0005,java,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_004__c6,rq3g_java_004,rq0_0005,java,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_005__c1,rq3g_java_005,rq0_0149,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_005__c2,rq3g_java_005,rq0_0149,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_005__c3,rq3g_java_005,rq0_0149,java,low,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_005__c4,rq3g_java_005,rq0_0149,java,low,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_005__c5,rq3g_java_005,rq0_0149,java,low,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_005__c6,rq3g_java_005,rq0_0149,java,low,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_006__c1,rq3g_java_006,rq0_0202,java,low,golden,ugly_gold,visual_only_gold,golden
rq3g_java_006__c2,rq3g_java_006,rq0_0202,java,low,golden,beautiful_trash,semantic_and_visual_aligned,golden
