base_id,rq0_id,language,score_stratum,variant,semantic_integrity,visual_quality,source_sha256,image_path,image_width,image_height,source_lines,visual_rows,continuation_rows,char_width,glyph_height,row_height,background,remove_indent,remove_blank_lines,pixel_std,nonblank,image_sha256
rq3g_cuda_033,dorn_cuda_023,cuda,low,beautiful_trash,trash,clean,d6882fb53aa57e0ec7dc41c564a400244958a27da3d319eda9bd7e20b58a3029,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_033.png,1028,1343,45,63,18,12,15,21,#272822,False,False,58.29971099744691,True,a791ad46dae5086103703292a20e5cf2f6cc7745c4a6a90b63c1c3b4ce8f47da
rq3g_cuda_033,dorn_cuda_023,cuda,low,ugly_trash,trash,ugly,d6882fb53aa57e0ec7dc41c564a400244958a27da3d319eda9bd7e20b58a3029,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_033.png,676,1141,45,75,36,11,13,15,#ffffff,True,True,85.42633770386745,True,8f064b388679d8f33ab7efda25c8a13bad9ae671c402e6f39ef8dfb97bbb0b42
rq3g_cuda_034,dorn_cuda_051,cuda,mid,golden,gold,clean,36f02cd6eab4829c7112a6c60714e8506af0cca0e367cca21ed08154d4cffaf6,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_034.png,1028,1322,50,62,12,12,15,21,#272822,False,False,43.14282405814271,True,f6c9f711c8d86a9e081ae537e0d649734f2d263dbce701bef8963f456bcf88ea
rq3g_cuda_034,dorn_cuda_051,cuda,mid,ugly_gold,gold,ugly,36f02cd6eab4829c7112a6c60714e8506af0cca0e367cca21ed08154d4cffaf6,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_034.png,676,916,50,60,14,11,13,15,#ffffff,True,True,70.55322616665845,True,8bd62ef7660ae4c29b5c7fcd7f36944a33ddd94b452f6be46bdd2e78f7334018
rq3g_cuda_034,dorn_cuda_051,cuda,mid,beautiful_trash,trash,clean,a090aa7cebc0cd836588aa25d96fdb6725ef82db57d529dedbcf3c687d8ce19a,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_034.png,1028,1847,50,87,37,12,15,21,#272822,False,False,53.555227931405206,True,3fe9a08272180c4d4aaf854cbb30c8207ed04aa999cdf9f2a14328728957e1bd
rq3g_cuda_034,dorn_cuda_051,cuda,mid,ugly_trash,trash,ugly,a090aa7cebc0cd836588aa25d96fdb6725ef82db57d529dedbcf3c687d8ce19a,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_034.png,676,1291,50,85,39,11,13,15,#ffffff,True,True,85.06948957159675,True,af0cdf2729bddc8c1a7909b6d51c528196d0dd688d091ed1fd9e449a9e42b9ef
rq3g_cuda_035,dorn_cuda_003,cuda,mid,golden,gold,clean,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_035.png,1028,755,30,35,5,12,15,21,#272822,False,False,44.72893626887112,True,3410c44014c31075a7b559dc87c48f47207ec72cef8f775405ea82fe7b2c36e1
rq3g_cuda_035,dorn_cuda_003,cuda,mid,ugly_gold,gold,ugly,1cba40093e12b1dd2603c85d756d8aa9d5309f6e19ebfd138ce4251058dc456d,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_035.png,676,496,30,32,9,11,13,15,#ffffff,True,True,75.24837125276639,True,eabb5d0a5d2f394277a449671c4c3d98542495d65f58645d3eddf87eb69c99f1
rq3g_cuda_035,dorn_cuda_003,cuda,mid,beautiful_trash,trash,clean,d63e598db8ebaafac0ed39c0299ac2d10609d1a601dafecb76846c9240768bed,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_035.png,1028,902,30,42,12,12,15,21,#272822,False,False,55.074757816770784,True,05bad5b48a0a32326c1f1bd8b2caaf788b75f7a11b367bab0adaa002241e9c5a
rq3g_cuda_035,dorn_cuda_003,cuda,mid,ugly_trash,trash,ugly,d63e598db8ebaafac0ed39c0299ac2d10609d1a601dafecb76846c9240768bed,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_035.png,676,706,30,46,23,11,13,15,#ffffff,True,True,83.87832432315422,True,13669cacca431a1f04d4ee389a9dad2363512d47701d032db87402c26b62e375
rq3g_cuda_036,dorn_cuda_066,cuda,mid,golden,gold,clean,d472ea2542752de206c86648d5b2f041601f5a6e879ccb6b08810e87a2ad1c30,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_036.png,1028,230,10,10,0,12,15,21,#272822,False,False,26.637937100961597,True,1c3b31de2c817f92bcc8aa2b065825d2571e17f3bff4fedf97c69507c0496edd
rq3g_cuda_036,dorn_cuda_066,cuda,mid,ugly_gold,gold,ugly,d472ea2542752de206c86648d5b2f041601f5a6e879ccb6b08810e87a2ad1c30,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_036.png,676,151,10,9,0,11,13,15,#ffffff,True,True,44.804395116291225,True,68849b3592b4fa84277f3c22db7614cbcff65a60d5037fa2ad9fc0dfb21b1178
rq3g_cuda_036,dorn_cuda_066,cuda,mid,beautiful_trash,trash,clean,3ce16cba8b1ebc4779d311432da20326b6e8e851ae7aa7e2486c1e1d0daddbe7,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_036.png,1028,335,10,15,5,12,15,21,#272822,False,False,50.53828550099857,True,7b6298541ea2a2cae9e094a6924709315a6679fd25a27c0d00dced1dd2e39600
rq3g_cuda_036,dorn_cuda_066,cuda,mid,ugly_trash,trash,ugly,3ce16cba8b1ebc4779d311432da20326b6e8e851ae7aa7e2486c1e1d0daddbe7,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_036.png,676,241,10,15,6,11,13,15,#ffffff,True,True,78.74650005925136,True,e704fd2b6b48f24e358cb3793d352cff525345eca06c0488a117ef67a94f0638
rq3g_cuda_037,dorn_cuda_043,cuda,mid,golden,gold,clean,bd765f5ca7576027a44b05065ae3b4e8a3144da45647481f16f7494b73769024,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_037.png,1028,293,10,13,3,12,15,21,#272822,False,False,51.31538055991714,True,d71c784b7a2f60259a3dee9134bbf103aad047074fa2c4a54e949d2baaef0c69
rq3g_cuda_037,dorn_cuda_043,cuda,mid,ugly_gold,gold,ugly,bd765f5ca7576027a44b05065ae3b4e8a3144da45647481f16f7494b73769024,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_037.png,676,226,10,14,5,11,13,15,#ffffff,True,True,79.7017252410601,True,59da3368ec0743c1af19860481e11124a1a959510bbeeaf1fb9a7cb91c56eb78
rq3g_cuda_037,dorn_cuda_043,cuda,mid,beautiful_trash,trash,clean,c72402d78af23b93fa4a8d2165236c0031d170d7be04180edba4bcda23baba9a,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_037.png,1028,335,10,15,5,12,15,21,#272822,False,False,50.31894641647849,True,a1d812a4b2d98b84bdf1f5c11853886c73b407bca4f1a68fcd6f15119978b66d
rq3g_cuda_037,dorn_cuda_043,cuda,mid,ugly_trash,trash,ugly,c72402d78af23b93fa4a8d2165236c0031d170d7be04180edba4bcda23baba9a,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_037.png,676,241,10,15,6,11,13,15,#ffffff,True,True,80.63451433789382,True,e0f2c8cf990f14dbaf9338568477b2252db2d6e725aa2bf0026f9c6a636ce9b3
rq3g_cuda_038,dorn_cuda_103,cuda,mid,golden,gold,clean,bfeadf2aa38bb9444cb271ac40c81194b5d287f98d757e5ebcbb59821a9d17bc,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_038.png,1028,272,10,12,2,12,15,21,#272822,False,False,38.90288730236984,True,55223b483192b1f04e2e2a0a12d5c5bd5bbaf14722f667d2efd5d6f187599a42
rq3g_cuda_038,dorn_cuda_103,cuda,mid,ugly_gold,gold,ugly,bfeadf2aa38bb9444cb271ac40c81194b5d287f98d757e5ebcbb59821a9d17bc,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_038.png,676,181,10,11,4,11,13,15,#ffffff,True,True,72.66541287680886,True,9675e218ce24108f4fb15792286be383d13bc5a9b9c41aadc5763d05e1941e0a
rq3g_cuda_038,dorn_cuda_103,cuda,mid,beautiful_trash,trash,clean,6b712265903fa9d3f59254ae5b08d60e133485d81629f69a947d1f2f7aa0fc07,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_038.png,1028,314,10,14,4,12,15,21,#272822,False,False,52.18758470082647,True,85b0bfb27d1af3ce65b325e26eb1af889f33a3a8aa5fa2c90865372a7d66578d
rq3g_cuda_038,dorn_cuda_103,cuda,mid,ugly_trash,trash,ugly,6b712265903fa9d3f59254ae5b08d60e133485d81629f69a947d1f2f7aa0fc07,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_038.png,676,241,10,15,8,11,13,15,#ffffff,True,True,82.34945267734197,True,946c06f137bd3d2aa5a30220310a9ada9b56ec3667c39d88b556e8ffcd02005b
rq3g_cuda_039,dorn_cuda_033,cuda,mid,golden,gold,clean,a4fd3f6d7ac17ab02bb3c49f9b3f6365e13852a65f6d372990643beb914eedb8,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_039.png,1028,818,30,38,8,12,15,21,#272822,False,False,47.42740023182595,True,60d2643692970891a26da84e84d32629e69f6d00e1b304000d73f33efb9e6158
rq3g_cuda_039,dorn_cuda_033,cuda,mid,ugly_gold,gold,ugly,a4fd3f6d7ac17ab02bb3c49f9b3f6365e13852a65f6d372990643beb914eedb8,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_039.png,676,556,30,36,13,11,13,15,#ffffff,True,True,75.44466180120347,True,088f8572ea37f2405c79cd0cc483be4c6fc15605cd7a7546d834dd3e9657adaf
rq3g_cuda_039,dorn_cuda_033,cuda,mid,beautiful_trash,trash,clean,3e7edaf49d921af9cab6ca166b60d70145bbe97ef5f134c24ff06cd05d50da04,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_039.png,1028,1028,30,48,18,12,15,21,#272822,False,False,56.657020613741025,True,60bea72ecb42a7f46dfb9da8115dc358ddf354bcb90112ef436590f42c185abd
rq3g_cuda_039,dorn_cuda_033,cuda,mid,ugly_trash,trash,ugly,3e7edaf49d921af9cab6ca166b60d70145bbe97ef5f134c24ff06cd05d50da04,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_039.png,676,751,30,49,26,11,13,15,#ffffff,True,True,85.94151317410227,True,c78a52ac5daa771eefaf229d815f3511733ed53efb569e51ba8d6a6e2d4e459d
rq3g_cuda_040,dorn_cuda_081,cuda,mid,golden,gold,clean,a45bbe5d62cd6512980b80d0081084e58f63d37d6d22f5ec002bc677d3d8f3b3,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_040.png,1028,1259,49,59,10,12,15,21,#272822,False,False,44.31776683943331,True,a10e82fa3e911cc4de7511266fc48742adc67ec07430d508b0e4daafd99342d1
rq3g_cuda_040,dorn_cuda_081,cuda,mid,ugly_gold,gold,ugly,a45bbe5d62cd6512980b80d0081084e58f63d37d6d22f5ec002bc677d3d8f3b3,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_040.png,676,766,49,50,10,11,13,15,#ffffff,True,True,79.63052493225604,True,eb7bacf4f81a2768786a5d81c183f7f99c95b3e156b2c8e1bf5045b6cfeafdae
rq3g_cuda_040,dorn_cuda_081,cuda,mid,beautiful_trash,trash,clean,81a8fe7d7fd061796b5102698a399e439cd29d00932cfba0a2b1e72b8351e88f,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_040.png,1028,1448,49,68,19,12,15,21,#272822,False,False,51.84874273096343,True,528df0f985cbc24e5ad0c2951fb4f51e49c8483e621ac2b2d109602f08283660
rq3g_cuda_040,dorn_cuda_081,cuda,mid,ugly_trash,trash,ugly,81a8fe7d7fd061796b5102698a399e439cd29d00932cfba0a2b1e72b8351e88f,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_040.png,676,961,49,63,23,11,13,15,#ffffff,True,True,84.74978443098493,True,4607a0dc3e1abbced12cff3ef5422beb5d2dc00684e42f400e21448e065f0dd2
rq3g_cuda_041,dorn_cuda_053,cuda,mid,golden,gold,clean,cd1f665c55fd50ae3eb1e345901e9cc7cb2469341264a0cc4804f20e13308578,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_041.png,1028,1112,50,52,2,12,15,21,#272822,False,False,41.868029026512296,True,dbd457568350ed58f52456c527680c066505e49166f4aa8be5c48016f0ad121c
rq3g_cuda_041,dorn_cuda_053,cuda,mid,ugly_gold,gold,ugly,cd1f665c55fd50ae3eb1e345901e9cc7cb2469341264a0cc4804f20e13308578,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_041.png,676,646,50,42,2,11,13,15,#ffffff,True,True,79.23816239332861,True,95902e59d6f8b38e891c1741d57847606a8705d7067c1b4586107c99ecc1c68e
rq3g_cuda_041,dorn_cuda_053,cuda,mid,beautiful_trash,trash,clean,89b922c8ec5dd7e3db7fcba37ba3af18d2321342a4d3f0ecc196c6b5e531dccf,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_041.png,1028,2120,50,100,50,12,15,21,#272822,False,False,57.178609282482746,True,30ce90b8fc0a087864f50f19ac7c97b7c90e6ab55e45eee0c194b677f722a2bd
rq3g_cuda_041,dorn_cuda_053,cuda,mid,ugly_trash,trash,ugly,89b922c8ec5dd7e3db7fcba37ba3af18d2321342a4d3f0ecc196c6b5e531dccf,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_041.png,676,1561,50,103,63,11,13,15,#ffffff,True,True,90.417463368533,True,b6a29d7e363449ed58793f2c794762412e41e6cbd0a860510edfa1fabfab239f
rq3g_cuda_042,dorn_cuda_045,cuda,mid,golden,gold,clean,c0df42d012a471549aafb1851756936cb549b1e173ce97b9f7d60454347cb346,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_042.png,1028,209,9,9,0,12,15,21,#272822,False,False,59.35186016950945,True,45cc36fc652b90dcf70bda3a70f47ed7ca01a4eb2baf24b057901ae6978e7cf1
rq3g_cuda_042,dorn_cuda_045,cuda,mid,ugly_gold,gold,ugly,c0df42d012a471549aafb1851756936cb549b1e173ce97b9f7d60454347cb346,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_042.png,676,151,9,9,0,11,13,15,#ffffff,True,True,89.45227328408252,True,c7d5f67e0b333ee657761658cc88ac9c37a9b258bef8da5affc402fd46aa5700
rq3g_cuda_042,dorn_cuda_045,cuda,mid,beautiful_trash,trash,clean,f4b329e5a3af5410334c380c5a76c56361e57de5e16895b9bc8ffb5307cc9d1c,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_042.png,1028,209,9,9,0,12,15,21,#272822,False,False,43.26654442784912,True,ca3956d05cb4d350ef5ba3dfb06da90be75d79314058465ac3a9e0930aad8843
rq3g_cuda_042,dorn_cuda_045,cuda,mid,ugly_trash,trash,ugly,f4b329e5a3af5410334c380c5a76c56361e57de5e16895b9bc8ffb5307cc9d1c,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_042.png,676,151,9,9,0,11,13,15,#ffffff,True,True,69.86464665421168,True,062646d3609f52bcbab834702b0bb0ab8331ab3651a1dca5971b709b108749bf
rq3g_cuda_043,dorn_cuda_046,cuda,mid,golden,gold,clean,8f4828e2b547e5062567771d7a31d63c98fe0672189ec4225ed3ecab0f37c53f,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_043.png,1028,1175,50,55,5,12,15,21,#272822,False,False,36.98246011759188,True,4238f1ca3e274c9c0d4c3bfe39b9216f6183247bc753c0d1a18404ab563b14f9
rq3g_cuda_043,dorn_cuda_046,cuda,mid,ugly_gold,gold,ugly,8f4828e2b547e5062567771d7a31d63c98fe0672189ec4225ed3ecab0f37c53f,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_043.png,676,766,50,50,9,11,13,15,#ffffff,True,True,64.11296383435057,True,abdc222fb7c1c8b3c89262c4ebff3425bab04e6762c1e9dbb81c527146891832
rq3g_cuda_043,dorn_cuda_046,cuda,mid,beautiful_trash,trash,clean,7eac381f531ad7106103278499c5b0c1ea34fb5b3730ec7c3e8d7d4979a706bd,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_043.png,1028,1406,50,66,16,12,15,21,#272822,False,False,50.24405454806067,True,9e0b194f87a92abb8c44869c57a6fb2ee60faeeb25712c98a2d2dfeee89e6b63
rq3g_cuda_043,dorn_cuda_046,cuda,mid,ugly_trash,trash,ugly,7eac381f531ad7106103278499c5b0c1ea34fb5b3730ec7c3e8d7d4979a706bd,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_043.png,676,976,50,64,23,11,13,15,#ffffff,True,True,80.77004436879552,True,964f5e101d37b41b9df2b8bdeb62ccfdcc11d7b2a0b2a437f890efebda05ec3a
rq3g_cuda_044,dorn_cuda_007,cuda,mid,golden,gold,clean,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_044.png,1028,1133,49,53,4,12,15,21,#272822,False,False,38.646694296417024,True,546a9bcd75675e8fd2a20ccc0f481ab2c81046090c8232e146cc7385faad00dd
rq3g_cuda_044,dorn_cuda_007,cuda,mid,ugly_gold,gold,ugly,bad989290e4d08ad5c75e9e5f19bd135e0d3bf0d5d26a8c94017d91fde8bb0e0,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_044.png,676,661,49,43,4,11,13,15,#ffffff,True,True,70.99332899335768,True,cb47e6385b548aa1ae94337a8c345e2c022942dad7b35183bcdff499d944ae1b
rq3g_cuda_044,dorn_cuda_007,cuda,mid,beautiful_trash,trash,clean,6b29d64425484090906529b996be0b827a049b1731a2361b23a2988501769873,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_044.png,1028,1763,49,83,34,12,15,21,#272822,False,False,56.03891196032143,True,c06393a990cc4204d7152f07593daaafa0eaed5f0b8b838fa97bbafaf3ec3050
rq3g_cuda_044,dorn_cuda_007,cuda,mid,ugly_trash,trash,ugly,6b29d64425484090906529b996be0b827a049b1731a2361b23a2988501769873,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_044.png,676,1336,49,88,49,11,13,15,#ffffff,True,True,87.48381391584212,True,694816f6551f3738e325a310d3e3c09ce97177f050c68a8367091511d80a188e
rq3g_cuda_045,dorn_cuda_087,cuda,mid,golden,gold,clean,8d0143dec438d3108bc28ca5b72ea117c8d548f7b876cd92e379b37d94b2b36e,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_045.png,1028,713,29,33,4,12,15,21,#272822,False,False,43.84385723969177,True,986375afd0e0c0204d849a55d9eca15c34bfeb503f0f550c1284f3935cced498
rq3g_cuda_045,dorn_cuda_087,cuda,mid,ugly_gold,gold,ugly,8d0143dec438d3108bc28ca5b72ea117c8d548f7b876cd92e379b37d94b2b36e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_045.png,676,436,29,28,9,11,13,15,#ffffff,True,True,76.82164325332202,True,75c32af15db1fbe1fb20faf09d285c51e3e4799d96cb9771321b836ab549e073
rq3g_cuda_045,dorn_cuda_087,cuda,mid,beautiful_trash,trash,clean,59e6d5376f21cfd02f8d8074a78cab07af887dc941aac2a4c6863c62642f9ee1,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_045.png,1028,881,29,41,12,12,15,21,#272822,False,False,52.13108164804533,True,440f68863833dd02aeb443b238ad0dc4ad58807147748acc54e7a686f1988af9
rq3g_cuda_045,dorn_cuda_087,cuda,mid,ugly_trash,trash,ugly,59e6d5376f21cfd02f8d8074a78cab07af887dc941aac2a4c6863c62642f9ee1,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_045.png,676,541,29,35,16,11,13,15,#ffffff,True,True,87.63563701696881,True,bdede3edb2bf19fd739028ca7d6047a3465193f423fca50cec43d8559a19a777
rq3g_cuda_046,dorn_cuda_071,cuda,mid,golden,gold,clean,a98d5e56f2c78903ff52b6ee0a5cb27be3de47815d4755e839b8b58eb32c3a80,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_046.png,1028,671,30,31,1,12,15,21,#272822,False,False,50.217500640205884,True,ee1d7f8ac1b8ee8d66cdbc79d6ec275ed9bd5c0375f24af6da985d4b42afdd5e
rq3g_cuda_046,dorn_cuda_071,cuda,mid,ugly_gold,gold,ugly,a98d5e56f2c78903ff52b6ee0a5cb27be3de47815d4755e839b8b58eb32c3a80,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_046.png,676,571,30,37,10,11,13,15,#ffffff,True,True,75.2593859889463,True,ab26fb3a7c89bd58e4568ca3b212cb7a431cf8f74bf355b59b6f844edc06b2cc
rq3g_cuda_046,dorn_cuda_071,cuda,mid,beautiful_trash,trash,clean,1d2e79b0b360dccd77a06266cb549897dbcddf666665c1d4b7a39d8e114fda4d,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_046.png,1028,1091,30,51,21,12,15,21,#272822,False,False,61.2462489456114,True,4d978beedd56db011930a1b24c69816b61581543234b46d48d4321019b59c9d3
rq3g_cuda_046,dorn_cuda_071,cuda,mid,ugly_trash,trash,ugly,1d2e79b0b360dccd77a06266cb549897dbcddf666665c1d4b7a39d8e114fda4d,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_046.png,676,946,30,62,35,11,13,15,#ffffff,True,True,87.47086842691438,True,29dd7daaead18a2ad6eb254c0bdc245ac97483c6b58f92e967e9465ca482c58e
rq3g_cuda_047,dorn_cuda_036,cuda,mid,golden,gold,clean,765b17cfb5c16daf9ebe06f48efa34b7b6d8ed1deafb11f10a0bbb1403bfe0ac,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_047.png,1028,1322,50,62,12,12,15,21,#272822,False,False,43.51646622226203,True,e2bcf9cb8e56ab3dbe21d874aa187c40161e49e8aaf9f661902c9439d3e03eb9
rq3g_cuda_047,dorn_cuda_036,cuda,mid,ugly_gold,gold,ugly,765b17cfb5c16daf9ebe06f48efa34b7b6d8ed1deafb11f10a0bbb1403bfe0ac,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_047.png,676,976,50,64,23,11,13,15,#ffffff,True,True,68.90486335916968,True,9ed5def3690a4fe3af1f38242b4e0ef5d58f6e3ab51535f4b5a3b0395b144ffb
rq3g_cuda_047,dorn_cuda_036,cuda,mid,beautiful_trash,trash,clean,cfe88127bc93566922d940349398b0e092865b31fc0032526c07705548a78fe7,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_047.png,1028,1784,50,84,34,12,15,21,#272822,False,False,51.18284101820368,True,45b2620a8196518a06a118a6a4f5b1fd468785651efb25c8a6fbcb64ec326c13
rq3g_cuda_047,dorn_cuda_036,cuda,mid,ugly_trash,trash,ugly,cfe88127bc93566922d940349398b0e092865b31fc0032526c07705548a78fe7,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_047.png,676,1171,50,77,36,11,13,15,#ffffff,True,True,83.94892194129879,True,e951fb36d57bc8373fd7f6fecfc1d395d433299a59ad15cf4d9e42e0c351d8fe
rq3g_cuda_048,dorn_cuda_061,cuda,mid,golden,gold,clean,85ddff16ec2a787e8d2b073538362233da1c037a9e9ecf754d6f778e7b96440b,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_048.png,1028,692,30,32,2,12,15,21,#272822,False,False,42.210763019395465,True,9effe40d71bf56c102376b406f26dc60adc641395ef9318db6013418ef41e3c4
rq3g_cuda_048,dorn_cuda_061,cuda,mid,ugly_gold,gold,ugly,85ddff16ec2a787e8d2b073538362233da1c037a9e9ecf754d6f778e7b96440b,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_048.png,676,376,30,24,3,11,13,15,#ffffff,True,True,74.68458530375383,True,88566d8f340cb8e5bf06cf8e91ce448d2372c99dbad524c3c84d48207915dabe
rq3g_cuda_048,dorn_cuda_061,cuda,mid,beautiful_trash,trash,clean,a2e8ede6c6826fc562d00b8a7b866e9769283fa7cd06d35a364086d928d5552e,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_048.png,1028,986,30,46,16,12,15,21,#272822,False,False,55.47444360002182,True,4ede6e737ae0598e5f5dd8426ddc2438f830c565278ea151897e2c109ebfe4c7
rq3g_cuda_048,dorn_cuda_061,cuda,mid,ugly_trash,trash,ugly,a2e8ede6c6826fc562d00b8a7b866e9769283fa7cd06d35a364086d928d5552e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_048.png,676,661,30,43,22,11,13,15,#ffffff,True,True,87.6558557574446,True,81187b4785fa62383ceaa39422f195290c537826a6ab14d763b056a74f670ad9
rq3g_cuda_049,dorn_cuda_086,cuda,mid,golden,gold,clean,7a8ebcc15bad10f50eb1fc61a988a2615eee1fcc36cbb8fa1b210d20dda32c42,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_cuda_049.png,1028,713,30,33,3,12,15,21,#272822,False,False,40.08955119287238,True,140a18c1881942ad21133177b595b686664501d0518f1b98a7df31c5c8273264
rq3g_cuda_049,dorn_cuda_086,cuda,mid,ugly_gold,gold,ugly,7a8ebcc15bad10f50eb1fc61a988a2615eee1fcc36cbb8fa1b210d20dda32c42,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_cuda_049.png,676,421,30,27,3,11,13,15,#ffffff,True,True,76.50936119484177,True,300e6b8e4288edf39c5a114139863d1d407f9ed071bff6288afa6c2cb3d24c65
rq3g_cuda_049,dorn_cuda_086,cuda,mid,beautiful_trash,trash,clean,1412ebb7f4989fe8a63c5ceb865280d94900075225215a3963ac3385cdc8cc88,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_cuda_049.png,1028,1154,30,54,24,12,15,21,#272822,False,False,57.016347930657325,True,f558b501ac12567893e7bfa6b3f670b1c2a532e224e363fa9507687f1f6fe9fc
rq3g_cuda_049,dorn_cuda_086,cuda,mid,ugly_trash,trash,ugly,1412ebb7f4989fe8a63c5ceb865280d94900075225215a3963ac3385cdc8cc88,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_cuda_049.png,676,931,30,61,37,11,13,15,#ffffff,True,True,86.550175255784,True,387dc5e68a0908050f9751ba505de4e3efcb90efa7082c3d1f498eaf073cc05c
