source_loc_total,source_loc_nonempty,source_blank_line_ratio,source_comment_line_ratio,source_avg_line_length,source_avg_nonempty_line_length,source_max_line_length,source_token_count,source_avg_token_length,source_token_entropy,source_identifier_count,source_identifier_unique_count,source_avg_identifier_length,source_keyword_count,source_operator_count,source_literal_count,source_indent_mean,source_indent_max,source_indent_std,source_nesting_mean,source_nesting_max,source_cyclomatic_estimate,source_halstead_distinct_operators,source_halstead_distinct_operands,source_halstead_vocabulary,source_halstead_length,source_halstead_volume,rq0_id,dataset_name,source_brace_count,source_parenthesis_count,source_method_like_count,source_if_count,source_for_count,source_while_count,source_switch_count,source_try_count,source_catch_count,source_exception_handling_count,source_api_call_count,source_line_length_std,source_blank_line_count,source_comment_line_count
13.0,12.0,0.0769230769230769,0.5384615384615384,40.0,43.333333333333336,78.0,102.0,3.735294117647059,5.36533404263373,57.0,40.0,5.684210526315789,3.0,40.0,2.0,6.166666666666667,12.0,2.266911751455907,0.4166666666666667,2.0,2.0,9.0,42.0,51.0,99.0,561.570108855178,rq0_0073,Buse,2,12,2,1,0,0,0,0,0,0,4,25.83676569422848,1,7
6.0,3.0,0.5,0.0,23.83333333333333,43.66666666666666,63.0,37.0,3.054054054054054,3.122450234015434,13.0,7.0,6.846153846153846,0.0,24.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,4.0,7.0,11.0,37.0,127.99896988958,rq0_0074,Buse,0,14,0,0,0,0,0,0,0,0,7,22.423326148356217,3,0
8.0,4.0,0.5,0.0,41.375,76.75,121.0,55.0,4.490909090909091,4.073502270035621,20.0,13.0,9.3,3.0,30.0,2.0,10.0,16.0,3.4641016151377544,0.0,0.0,1.0,6.0,15.0,21.0,52.0,228.4005059844956,rq0_0075,Buse,0,14,0,0,0,0,0,0,0,0,4,42.379055853098,4,0
6.0,5.0,0.1666666666666666,0.0,54.333333333333336,65.2,115.0,62.0,4.838709677419355,4.709401602487945,19.0,12.0,9.31578947368421,8.0,34.0,1.0,8.0,12.0,2.5298221281347035,0.8,1.0,2.0,13.0,13.0,26.0,54.0,253.82374477961892,rq0_0076,Buse,1,14,1,1,0,0,0,0,0,2,4,40.18982734750452,1,0
12.0,8.0,0.3333333333333333,0.0,22.916666666666668,34.375,74.0,69.0,2.0869565217391304,4.609637819059881,21.0,12.0,3.7142857142857135,6.0,39.0,3.0,13.875,35.0,8.402938474129154,0.75,2.0,3.0,13.0,13.0,26.0,63.0,296.1277022428888,rq0_0077,Buse,4,6,1,1,1,0,0,0,0,0,1,24.891291426699595,4,0
12.0,11.0,0.0833333333333333,0.5833333333333334,37.0,40.36363636363637,73.0,72.0,4.819444444444445,5.338337460040545,41.0,36.0,5.2682926829268295,4.0,26.0,1.0,6.727272727272728,8.0,1.7104443383842527,0.6363636363636364,1.0,1.0,9.0,37.0,46.0,68.0,375.60221301187687,rq0_0078,Buse,1,10,1,0,0,0,0,0,0,0,0,24.99333244420733,1,7
14.0,11.0,0.2142857142857142,0.2142857142857142,24.571428571428573,31.272727272727277,70.0,73.0,3.904109589041096,4.838739757741789,35.0,25.0,6.685714285714286,5.0,33.0,0.0,7.272727272727272,12.0,2.86327559054975,0.5454545454545454,1.0,3.0,10.0,25.0,35.0,68.0,348.7912451522577,rq0_0079,Buse,1,16,1,2,0,0,0,0,0,0,3,21.439996954005267,3,3
8.0,5.0,0.375,0.0,23.875,35.0,60.0,32.0,3.84375,4.101409765557392,11.0,9.0,8.636363636363637,2.0,18.0,1.0,8.4,10.0,0.7999999999999999,0.2,1.0,2.0,8.0,10.0,18.0,30.0,125.09775004326936,rq0_0080,Buse,2,8,1,1,0,0,0,0,0,0,2,20.145951826607746,3,0
9.0,8.0,0.1111111111111111,0.0,34.333333333333336,38.625,73.0,75.0,3.6266666666666665,4.363306650519415,24.0,15.0,8.25,8.0,43.0,0.0,10.0,16.0,3.4641016151377544,1.25,2.0,4.0,10.0,15.0,25.0,67.0,311.1383647149065,rq0_0081,Buse,3,24,1,2,1,0,0,0,0,2,6,24.26245384677046,1,0
8.0,7.0,0.125,0.25,45.625,52.142857142857146,79.0,60.0,4.283333333333333,5.142318879259732,43.0,34.0,5.534883720930233,1.0,16.0,0.0,9.0,11.0,1.3093073414159542,0.0,0.0,1.0,6.0,34.0,40.0,59.0,313.9937575983544,rq0_0082,Buse,0,0,0,0,0,0,0,0,0,0,0,28.026494161774856,1,2
12.0,10.0,0.1666666666666666,0.3333333333333333,32.333333333333336,38.8,82.0,85.0,3.4,4.908659836255589,37.0,27.0,5.945945945945946,4.0,41.0,3.0,6.4,12.0,2.65329983228432,0.6,2.0,2.0,10.0,28.0,38.0,81.0,425.0821285889304,rq0_0083,Buse,3,18,2,1,0,0,0,0,0,0,4,27.773888616628547,2,4
11.0,10.0,0.0909090909090909,0.0,24.363636363636363,26.8,86.0,67.0,2.7313432835820897,4.8117742648263135,17.0,11.0,4.0,16.0,31.0,3.0,5.7,12.0,3.9,1.4,2.0,4.0,10.0,12.0,22.0,51.0,227.43101255050215,rq0_0084,Buse,2,12,2,1,0,0,1,0,0,0,0,23.898545894421456,1,0
8.0,7.0,0.125,0.0,36.625,41.85714285714285,68.0,72.0,3.0972222222222223,4.34634887667163,23.0,12.0,6.391304347826087,6.0,39.0,4.0,8.857142857142858,16.0,3.6421567954234177,1.1428571428571428,2.0,3.0,9.0,15.0,24.0,66.0,302.6075250475963,rq0_0085,Buse,3,18,2,2,0,0,0,0,0,0,6,25.273194792111266,1,0
7.0,6.0,0.1428571428571428,0.0,27.0,31.5,54.0,35.0,4.8,3.9655957039963785,13.0,8.0,7.923076923076923,3.0,18.0,1.0,7.333333333333333,12.0,2.748737083745107,0.6666666666666666,1.0,2.0,7.0,9.0,16.0,32.0,128.0,rq0_0086,Buse,1,10,1,1,0,0,0,0,0,0,2,17.287485151320965,1,0
12.0,7.0,0.4166666666666667,0.0,19.666666666666668,33.714285714285715,42.0,29.0,5.068965517241379,4.021268494903765,7.0,6.0,9.857142857142858,6.0,14.0,2.0,10.857142857142858,16.0,4.120630029101703,1.4285714285714286,2.0,4.0,6.0,8.0,14.0,23.0,87.56916320732489,rq0_0087,Buse,2,6,2,0,0,0,1,0,0,0,0,17.230463977760113,5,0
10.0,7.0,0.3,0.0,41.3,59.0,97.0,77.0,3.935064935064935,4.538090484061079,27.0,19.0,8.333333333333334,8.0,42.0,0.0,11.428571428571429,16.0,3.958973274443148,1.7142857142857142,3.0,4.0,9.0,19.0,28.0,69.0,331.7074896219747,rq0_0088,Buse,3,20,3,3,0,0,0,0,0,0,6,32.0937688656225,3,0
8.0,7.0,0.125,0.0,41.25,47.142857142857146,94.0,85.0,3.235294117647059,4.725427994248559,25.0,15.0,7.04,11.0,44.0,5.0,3.0,6.0,2.2677868380553634,0.7142857142857143,2.0,3.0,11.0,18.0,29.0,74.0,359.4905936394403,rq0_0089,Buse,4,18,2,1,0,0,0,1,1,2,1,28.734778579275673,1,0
12.0,10.0,0.1666666666666666,0.4166666666666667,26.83333333333333,32.2,71.0,57.0,4.0701754385964914,4.862991548986772,24.0,18.0,7.708333333333333,4.0,29.0,0.0,6.4,12.0,2.4166091947189146,0.5,2.0,1.0,12.0,18.0,30.0,53.0,260.0652015672515,rq0_0090,Buse,2,6,1,0,0,0,0,1,0,1,1,23.72001030541279,2,5
13.0,12.0,0.0769230769230769,0.0,33.07692307692308,35.833333333333336,69.0,82.0,4.2926829268292686,4.61293432137465,24.0,16.0,9.0,10.0,47.0,1.0,17.333333333333332,28.0,5.497474167490215,2.083333333333333,4.0,5.0,12.0,17.0,29.0,72.0,349.77463164918515,rq0_0091,Buse,7,24,4,2,2,0,0,0,0,2,5,23.798712112735263,1,0
8.0,4.0,0.5,0.0,13.125,26.25,33.0,29.0,1.827586206896552,3.736280132610992,12.0,7.0,2.833333333333333,1.0,16.0,0.0,10.0,12.0,2.0,0.5,1.0,2.0,7.0,7.0,14.0,28.0,106.60593781761293,rq0_0092,Buse,1,6,1,1,0,0,0,0,0,0,2,13.74261165135652,4,0
5.0,3.0,0.4,0.0,37.2,62.0,86.0,27.0,5.888888888888889,3.5417435206018584,11.0,9.0,13.0,0.0,16.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,5.0,9.0,14.0,27.0,102.79858289555531,rq0_0093,Buse,0,8,0,0,0,0,0,0,0,0,4,35.902089075707,2,0
11.0,9.0,0.1818181818181818,0.4545454545454545,25.0,30.55555555555556,50.0,59.0,3.3728813559322037,4.73392376951748,22.0,18.0,6.5,5.0,32.0,0.0,5.777777777777778,8.0,1.617802197617893,0.3333333333333333,1.0,1.0,10.0,18.0,28.0,54.0,259.5971657911106,rq0_0094,Buse,1,8,1,0,0,0,0,0,0,0,2,19.97725979935459,2,5
10.0,8.0,0.2,0.0,38.9,48.625,96.0,65.0,4.553846153846154,4.503459259902292,20.0,15.0,9.0,4.0,36.0,5.0,9.5,16.0,3.427827300200522,1.375,3.0,1.0,8.0,20.0,28.0,61.0,293.24865024551383,rq0_0095,Buse,5,16,3,0,0,0,0,0,0,0,3,33.01348209444135,2,0
5.0,4.0,0.2,0.0,35.8,44.75,69.0,49.0,3.163265306122449,4.076259272987572,18.0,11.0,6.555555555555555,3.0,27.0,1.0,13.0,16.0,1.7320508075688772,0.0,0.0,2.0,7.0,12.0,19.0,46.0,195.4046656184049,rq0_0096,Buse,0,12,0,0,1,0,0,0,0,0,4,24.30966885829587,1,0
13.0,9.0,0.3076923076923077,0.0,32.84615384615385,47.44444444444444,73.0,74.0,3.891891891891892,4.281852568987929,29.0,13.0,7.586206896551724,3.0,40.0,2.0,12.444444444444445,16.0,3.4995590551163605,0.2222222222222222,1.0,2.0,9.0,15.0,24.0,71.0,325.5323375512021,rq0_0097,Buse,2,14,1,1,0,0,0,0,0,0,4,27.399736533955533,4,0
9.0,8.0,0.1111111111111111,0.0,57.11111111111112,64.25,118.0,96.0,4.03125,4.761989373730119,29.0,20.0,7.9655172413793105,8.0,56.0,3.0,12.5,20.0,5.07444578254611,2.125,4.0,4.0,13.0,23.0,36.0,88.0,454.9534001269235,rq0_0098,Buse,5,26,4,2,1,0,0,0,0,0,8,32.64095738126307,1,0
51.0,40.0,0.2156862745098039,0.0,16.58823529411765,21.15,53.0,177.0,3.9322033898305087,4.775075026836983,52.0,29.0,9.596153846153848,21.0,103.0,1.0,9.4,16.0,3.168595903550972,0.85,3.0,7.0,10.0,30.0,40.0,156.0,830.2207828024285,rq0_0099,Dorn,24,42,8,4,0,0,0,2,2,4,10,17.190029566398547,11,0
51.0,39.0,0.2352941176470588,0.0,27.49019607843137,35.94871794871795,70.0,219.0,5.493150684931507,5.1442953649310095,75.0,37.0,10.36,11.0,123.0,10.0,13.435897435897436,28.0,5.082876592149279,1.1538461538461535,4.0,7.0,12.0,45.0,57.0,208.0,1213.2411229462662,rq0_0100,Dorn,13,48,7,5,0,0,0,0,1,2,15,24.85122204674159,12,0
11.0,8.0,0.2727272727272727,0.0,35.09090909090909,48.25,112.0,46.0,7.717391304347826,4.176297424512728,15.0,9.0,18.133333333333333,5.0,25.0,1.0,6.0,8.0,2.0,0.5,1.0,1.0,8.0,10.0,18.0,41.0,170.9669250591348,rq0_0101,Dorn,4,10,2,0,0,0,0,0,0,0,2,36.753366068366745,3,0
11.0,9.0,0.1818181818181818,0.0,11.181818181818182,13.666666666666666,42.0,31.0,2.806451612903226,3.897587036123537,6.0,6.0,6.333333333333333,4.0,19.0,2.0,13.333333333333334,20.0,3.265986323710904,0.4444444444444444,2.0,3.0,6.0,8.0,14.0,27.0,102.79858289555531,rq0_0102,Dorn,7,8,2,1,0,0,0,1,1,2,2,12.430301552827062,2,0
51.0,39.0,0.2352941176470588,0.0392156862745098,40.11764705882353,51.84615384615385,221.0,351.0,5.205128205128205,5.434414930690811,134.0,62.0,9.380597014925373,24.0,179.0,14.0,9.64102564102564,24.0,4.22135705174496,1.358974358974359,5.0,3.0,12.0,75.0,87.0,327.0,2106.842523142534,rq0_0103,Dorn,10,74,4,1,1,0,0,0,0,0,25,43.38999932614071,12,2
51.0,43.0,0.1568627450980392,0.0980392156862745,16.607843137254903,19.69767441860465,71.0,166.0,4.066265060240964,5.016366170555346,38.0,21.0,10.263157894736842,19.0,92.0,17.0,8.930232558139535,24.0,5.6461361508813095,0.7906976744186046,2.0,1.0,14.0,32.0,46.0,147.0,811.963607540381,rq0_0104,Dorn,17,30,7,0,0,0,0,0,0,0,3,17.014501809295837,8,5
11.0,8.0,0.2727272727272727,0.0,15.545454545454543,21.375,63.0,39.0,3.717948717948718,4.1385033482673625,10.0,7.0,7.6,7.0,21.0,1.0,7.0,12.0,2.6457513110645907,0.25,1.0,2.0,7.0,8.0,15.0,32.0,125.0204990594726,rq0_0105,Dorn,5,10,2,1,0,0,0,0,0,1,2,19.96981192775115,3,0
51.0,40.0,0.2156862745098039,0.0,21.666666666666668,27.625,71.0,208.0,4.451923076923077,5.0827285992199,75.0,42.0,8.693333333333333,20.0,111.0,2.0,12.1,20.0,3.948417404479927,1.525,4.0,7.0,10.0,43.0,53.0,188.0,1076.8490454578814,rq0_0106,Dorn,21,48,7,4,0,0,0,1,2,7,13,22.558565754251507,11,0
31.0,27.0,0.1290322580645161,0.0,18.93548387096774,21.62962962962963,56.0,130.0,3.715384615384616,4.620310927691588,45.0,15.0,8.4,6.0,74.0,5.0,10.37037037037037,16.0,2.4966369698300324,0.5925925925925926,2.0,4.0,12.0,18.0,30.0,124.0,608.4544338554563,rq0_0107,Dorn,10,10,3,3,0,0,0,0,0,0,0,18.342503934095813,4,0
31.0,17.0,0.4516129032258064,0.064516129032258,19.967741935483872,30.529411764705884,76.0,116.0,2.956896551724138,5.012004163378204,42.0,23.0,5.904761904761905,8.0,61.0,5.0,8.0,8.0,0.0,0.5882352941176471,2.0,5.0,13.0,27.0,40.0,108.0,574.7682342478352,rq0_0108,Dorn,9,18,3,2,1,1,0,0,0,0,5,19.04575792404032,14,2
51.0,38.0,0.2549019607843137,0.0,24.37254901960784,32.71052631578947,71.0,244.0,4.479508196721311,4.578972949384207,68.0,24.0,9.382352941176473,28.0,144.0,4.0,8.947368421052632,16.0,3.831636783831852,1.1842105263157894,3.0,9.0,12.0,25.0,37.0,216.0,1125.2419269758532,rq0_0109,Dorn,25,72,13,8,0,0,0,0,0,0,18,24.786113114129463,13,0
11.0,9.0,0.1818181818181818,0.0,7.818181818181818,9.444444444444445,32.0,21.0,2.9047619047619047,3.7256507561120937,7.0,6.0,5.285714285714286,2.0,12.0,0.0,7.555555555555555,16.0,3.9752319599996255,0.1111111111111111,1.0,1.0,7.0,6.0,13.0,19.0,70.30835464468075,rq0_0110,Dorn,5,4,1,0,0,0,0,0,0,0,1,8.962732759175445,2,0
10.0,8.0,0.2,0.4,19.0,23.5,57.0,33.0,4.515151515151516,4.063650847340264,19.0,13.0,6.684210526315789,2.0,12.0,0.0,4.375,8.0,2.1758618981911515,0.0,0.0,1.0,5.0,13.0,18.0,31.0,129.26767504471167,rq0_0111,Dorn,0,3,0,0,0,0,0,0,0,0,0,17.98332561013118,2,4
31.0,22.0,0.2903225806451613,0.0967741935483871,21.967741935483872,30.954545454545453,62.0,146.0,3.9863013698630136,5.203054826574153,56.0,29.0,7.571428571428571,16.0,74.0,0.0,8.636363636363637,20.0,5.56405227203613,1.681818181818182,4.0,3.0,14.0,29.0,43.0,130.0,705.4144181112728,rq0_0112,Dorn,8,24,4,1,1,0,0,0,0,2,7,21.452849830940565,9,3
49.0,42.0,0.1428571428571428,0.3061224489795918,28.3265306122449,33.04761904761905,75.0,233.0,3.854077253218884,5.437824915313771,111.0,51.0,6.108108108108108,23.0,99.0,0.0,9.333333333333334,40.0,12.82977687269637,1.0952380952380951,3.0,2.0,11.0,51.0,62.0,210.0,1250.3812251812435,rq0_0113,Dorn,7,22,3,1,0,0,0,0,0,0,7,24.61904667918561,7,15
30.0,17.0,0.4333333333333333,0.1,28.4,47.64705882352941,92.0,146.0,4.780821917808219,4.976103619547731,54.0,29.0,9.555555555555555,14.0,75.0,3.0,4.823529411764706,8.0,3.416831936813555,1.1176470588235294,2.0,1.0,12.0,32.0,44.0,132.0,720.6449736601232,rq0_0114,Dorn,4,20,1,0,0,0,0,0,0,0,6,28.988043512225286,13,3
11.0,9.0,0.1818181818181818,0.0,14.090909090909092,17.22222222222222,55.0,29.0,4.0,3.8234982365068815,6.0,6.0,6.333333333333333,3.0,18.0,2.0,15.11111111111111,28.0,5.586580039989571,0.1111111111111111,1.0,3.0,6.0,8.0,14.0,26.0,98.99122797349771,rq0_0115,Dorn,6,8,2,1,0,0,0,0,1,1,2,16.00258243622257,2,0
51.0,39.0,0.2352941176470588,0.3137254901960784,28.568627450980397,37.35897435897436,80.0,278.0,4.640287769784172,6.186293723362446,150.0,96.0,7.013333333333334,18.0,106.0,4.0,2.923076923076923,12.0,3.205640984621948,0.5641025641025641,2.0,1.0,13.0,100.0,113.0,260.0,1773.2465302279488,rq0_0116,Dorn,7,20,3,0,0,0,0,0,0,1,4,29.47930806512361,12,16
11.0,8.0,0.2727272727272727,0.4545454545454545,16.0,21.75,87.0,39.0,3.4871794871794872,4.631305423879506,18.0,17.0,5.666666666666667,4.0,16.0,1.0,6.5,8.0,1.9364916731037085,0.0,0.0,1.0,7.0,18.0,25.0,35.0,162.53496664211536,rq0_0117,Dorn,0,4,0,0,0,0,0,0,0,0,0,23.44044678444815,3,5
51.0,38.0,0.2549019607843137,0.0,27.176470588235293,36.47368421052632,69.0,215.0,5.702325581395349,5.058874528845052,39.0,17.0,10.692307692307692,14.0,122.0,40.0,10.421052631578949,16.0,2.6816293058646306,0.7894736842105263,2.0,1.0,10.0,55.0,65.0,201.0,1210.4959304187194,rq0_0118,Dorn,23,25,1,0,0,0,0,1,0,2,2,21.458309677370195,13,0
10.0,6.0,0.4,0.0,15.0,25.0,51.0,30.0,4.6,4.123231428797621,11.0,11.0,8.454545454545455,5.0,14.0,0.0,1.0,3.0,1.4142135623730951,0.3333333333333333,1.0,1.0,6.0,11.0,17.0,25.0,102.18657103125848,rq0_0119,Dorn,1,0,0,0,0,0,0,0,0,0,0,17.11724276862369,4,0
11.0,7.0,0.3636363636363636,0.0,18.545454545454547,29.142857142857142,61.0,29.0,5.758620689655173,4.004364184708142,6.0,6.0,9.833333333333334,2.0,17.0,4.0,18.857142857142858,24.0,2.799416848895061,0.2857142857142857,1.0,2.0,8.0,9.0,17.0,27.0,110.36149671375917,rq0_0120,Dorn,2,7,1,1,0,0,0,0,0,0,2,20.330736410056733,4,0
31.0,26.0,0.1612903225806451,0.6774193548387096,23.70967741935484,28.26923076923077,62.0,148.0,4.047297297297297,4.628069976125961,72.0,24.0,6.041666666666667,24.0,52.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,6.0,24.0,30.0,124.0,608.4544338554563,rq0_0121,Dorn,0,10,0,0,0,0,0,0,0,1,0,24.17702661670732,5,21
31.0,23.0,0.2580645161290322,0.0,24.258064516129032,32.69565217391305,71.0,147.0,4.45578231292517,4.760503030895915,46.0,29.0,10.782608695652174,20.0,81.0,0.0,8.869565217391305,16.0,3.327152429514607,0.9130434782608696,2.0,5.0,11.0,29.0,40.0,127.0,675.8848680506951,rq0_0122,Dorn,13,40,6,4,0,0,0,1,0,6,6,24.315092541180267,8,0
11.0,8.0,0.2727272727272727,0.0,16.454545454545453,22.625,49.0,45.0,3.3777777777777778,4.463749485074333,18.0,14.0,5.777777777777778,5.0,22.0,0.0,6.5,12.0,2.7838821814150108,0.25,1.0,1.0,8.0,14.0,22.0,40.0,178.37726474549189,rq0_0123,Dorn,5,8,2,0,0,0,0,0,0,0,2,18.54411759886841,3,0
11.0,8.0,0.2727272727272727,0.0,24.818181818181817,34.125,50.0,41.0,5.878048780487805,3.652280127523117,15.0,11.0,14.266666666666667,1.0,25.0,0.0,15.0,24.0,5.196152422706632,0.5,1.0,2.0,6.0,11.0,17.0,40.0,163.49851365001356,rq0_0124,Dorn,2,14,1,1,0,0,0,0,0,0,4,19.77518271065199,3,0
30.0,25.0,0.1666666666666666,0.4333333333333333,42.4,50.88,88.0,280.0,4.139285714285714,5.386192375080922,159.0,89.0,6.081761006289308,13.0,105.0,3.0,0.48,1.0,0.4995998398718719,0.0,0.0,1.0,8.0,92.0,100.0,267.0,1773.9096026698514,rq0_0125,Dorn,0,4,0,0,0,0,0,0,0,0,0,32.86599052718985,5,13
11.0,8.0,0.2727272727272727,0.0,36.0,49.5,71.0,67.0,5.2388059701492535,4.543459439499017,30.0,25.0,9.833333333333334,1.0,34.0,2.0,10.5,12.0,1.9364916731037085,0.0,0.0,1.0,9.0,27.0,36.0,66.0,341.2150500951926,rq0_0126,Dorn,0,6,0,0,0,0,0,0,0,0,2,26.515861462357,3,0
51.0,45.0,0.1176470588235294,0.5098039215686274,20.980392156862745,23.77777777777778,72.0,181.0,4.988950276243094,4.670427302495342,81.0,23.0,9.012345679012345,17.0,83.0,0.0,4.622222222222222,8.0,1.4497339049155635,0.1333333333333333,1.0,1.0,9.0,23.0,32.0,164.0,820.0,rq0_0127,Dorn,12,12,6,0,0,0,0,0,0,0,0,22.04495424557171,6,26
30.0,27.0,0.1,0.1,30.3,33.666666666666664,91.0,148.0,4.972972972972973,5.271124662812963,47.0,34.0,10.53191489361702,23.0,77.0,1.0,4.925925925925926,12.0,2.623623814581457,1.5185185185185186,3.0,2.0,12.0,35.0,47.0,125.0,694.3236064597047,rq0_0128,Dorn,9,26,3,0,0,0,0,1,1,2,8,28.13319510234603,3,3
51.0,43.0,0.1568627450980392,0.0,12.666666666666666,14.930232558139537,37.0,87.0,6.402298850574713,3.924194596715003,28.0,13.0,15.571428571428571,15.0,44.0,0.0,5.209302325581396,8.0,1.8370621077331624,0.0930232558139534,1.0,1.0,6.0,13.0,19.0,72.0,305.85078096793814,rq0_0129,Dorn,16,23,7,0,0,0,0,0,0,0,0,12.166599516333628,8,0
31.0,24.0,0.2258064516129032,0.032258064516129,20.90322580645161,27.0,71.0,114.0,4.947368421052632,4.732712216263604,44.0,15.0,9.590909090909092,16.0,54.0,0.0,6.041666666666667,12.0,2.9788024252858545,1.4583333333333333,3.0,2.0,11.0,15.0,26.0,98.0,460.643092377827,rq0_0130,Dorn,15,18,6,1,0,0,0,0,0,1,3,22.25418385993052,7,1
31.0,25.0,0.1935483870967742,0.0,17.451612903225808,21.64,66.0,121.0,3.776859504132232,4.168044229276393,35.0,9.0,8.6,19.0,67.0,0.0,8.48,12.0,2.8442222135409887,0.88,2.0,4.0,7.0,9.0,16.0,102.0,408.0,rq0_0131,Dorn,16,32,5,0,0,0,0,2,3,10,8,19.57259227507397,6,0
11.0,8.0,0.2727272727272727,0.4545454545454545,17.636363636363637,24.25,52.0,48.0,3.2291666666666665,4.407268229617389,19.0,12.0,4.315789473684211,11.0,18.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,6.0,12.0,18.0,37.0,154.28722505336555,rq0_0132,Dorn,0,6,0,0,0,0,0,0,0,0,0,18.75329172207437,3,5
31.0,21.0,0.3225806451612903,0.0,22.64516129032258,33.42857142857143,66.0,129.0,4.744186046511628,4.347589006509476,46.0,18.0,11.195652173913045,5.0,77.0,1.0,8.952380952380953,12.0,1.7036708399998397,0.238095238095238,1.0,4.0,10.0,19.0,29.0,124.0,602.3896433958189,rq0_0133,Dorn,10,26,3,3,0,0,0,0,0,0,3,24.436287647804512,10,0
11.0,9.0,0.1818181818181818,0.0,14.0,17.11111111111111,54.0,29.0,3.9655172413793114,3.8234982365068815,6.0,6.0,6.333333333333333,3.0,18.0,2.0,15.11111111111111,28.0,5.586580039989571,0.1111111111111111,1.0,3.0,6.0,8.0,14.0,26.0,98.99122797349771,rq0_0134,Dorn,6,8,2,1,0,0,0,0,1,1,2,15.771089776146502,2,0
51.0,40.0,0.2156862745098039,0.0,47.588235294117645,60.675,91.0,501.0,4.471057884231537,4.702384733122107,227.0,38.0,7.881057268722467,49.0,225.0,0.0,6.4,12.0,2.4979991993593598,0.0,0.0,1.0,8.0,38.0,46.0,452.0,2496.65000413777,rq0_0135,Dorn,0,38,0,0,0,0,0,0,0,11,0,27.987515753676384,11,0
51.0,39.0,0.2352941176470588,0.2352941176470588,21.80392156862745,28.205128205128204,88.0,188.0,4.372340425531915,5.160646614006457,67.0,31.0,8.850746268656716,23.0,98.0,0.0,5.230769230769231,12.0,2.1056887351433646,1.2564102564102564,3.0,2.0,11.0,31.0,42.0,165.0,889.7323747584956,rq0_0136,Dorn,17,28,8,1,0,0,0,0,0,0,1,23.228633114886577,12,12
31.0,28.0,0.0967741935483871,0.0,39.483870967741936,43.71428571428572,71.0,200.0,5.665,4.19218678053008,81.0,50.0,12.506172839506172,1.0,118.0,0.0,12.714285714285714,16.0,1.5319721849662298,0.0714285714285714,1.0,2.0,6.0,50.0,56.0,199.0,1155.6636294894631,rq0_0137,Dorn,2,62,1,1,0,0,0,0,0,0,30,18.60605341616771,3,0
11.0,8.0,0.2727272727272727,0.0,26.63636363636364,36.625,51.0,45.0,5.555555555555555,4.172206918879583,12.0,9.0,12.0,2.0,26.0,5.0,18.0,24.0,2.8284271247461903,0.125,1.0,2.0,8.0,14.0,22.0,43.0,191.75555960140375,rq0_0138,Dorn,1,12,1,1,0,0,0,0,0,0,4,19.00369690001839,3,0
51.0,44.0,0.1372549019607843,0.1176470588235294,18.745098039215687,21.727272727272727,65.0,197.0,3.487309644670051,5.024221241983542,58.0,27.0,7.189655172413793,31.0,105.0,3.0,6.181818181818182,12.0,2.569689822745922,0.4090909090909091,1.0,5.0,15.0,30.0,45.0,166.0,911.647613990726,rq0_0139,Dorn,13,42,6,4,0,0,0,0,0,0,5,17.183945011750325,7,6
51.0,35.0,0.3137254901960784,0.0980392156862745,24.137254901960784,34.68571428571428,84.0,255.0,4.290196078431372,5.35156811078401,102.0,56.0,7.205882352941177,32.0,117.0,4.0,3.742857142857143,16.0,4.759008643121603,0.8285714285714286,4.0,2.0,13.0,60.0,73.0,223.0,1380.330876630244,rq0_0140,Dorn,4,12,2,1,0,0,0,1,0,1,2,24.344761974636178,16,5
31.0,21.0,0.3225806451612903,0.0,24.41935483870968,36.04761904761905,74.0,119.0,5.73109243697479,4.711235557812855,43.0,17.0,12.116279069767442,21.0,55.0,0.0,6.857142857142857,16.0,3.059500648420764,0.4285714285714285,2.0,2.0,10.0,17.0,27.0,98.0,465.9789752120199,rq0_0141,Dorn,12,22,5,0,1,0,0,0,0,5,5,26.708430701774837,10,0
31.0,22.0,0.2903225806451613,0.0,20.06451612903226,28.272727272727277,65.0,138.0,3.77536231884058,4.8356599961169024,44.0,24.0,8.159090909090908,12.0,79.0,3.0,9.454545454545457,20.0,4.4387474966304366,1.7727272727272727,4.0,4.0,13.0,27.0,40.0,126.0,670.5629399558077,rq0_0142,Dorn,13,34,6,3,0,0,0,0,0,2,9,22.14459153931922,9,0
11.0,10.0,0.0909090909090909,0.0,46.54545454545455,51.2,54.0,90.0,5.466666666666667,3.316805900874241,30.0,12.0,13.066666666666666,10.0,50.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,4.0,12.0,16.0,80.0,320.0,rq0_0143,Dorn,0,20,0,0,0,0,0,0,0,0,10,15.011290516648014,1,0
11.0,8.0,0.2727272727272727,0.0,28.0,38.5,68.0,44.0,6.159090909090909,4.334796540106296,16.0,12.0,13.875,4.0,24.0,0.0,12.0,16.0,2.8284271247461903,1.875,3.0,2.0,9.0,12.0,21.0,40.0,175.69269691115042,rq0_0144,Dorn,5,10,2,1,0,0,0,0,0,1,3,25.601846524314325,3,0
